n_protocolo;n_processo;data_comuniquese;coord_comuniquese;data_extracao
45312/2020;1020.2020/0009172-4;28/09/2023;GTEC;2024.07.02
45312/2020;1020.2020/0009172-4;29/06/2023;GTEC;2024.07.02
45373/2020;1020.2020/0003068-7;22/12/2022;GTEC;2024.07.02
45373/2020;1020.2020/0003068-7;25/04/2023;GTEC;2024.07.02
45433/2020;1020.2020/0009002-7;04/09/2023;GTEC;2024.07.02
45433/2020;1020.2020/0009002-7;05/08/2022;GTEC;2024.07.02
45433/2020;1020.2020/0009002-7;08/02/2023;GTEC;2024.07.02
45629/2020;1020.2020/0003834-3;05/04/2023;GTEC;2024.07.02
45629/2020;1020.2020/0003834-3;17/05/2023;GTEC;2024.07.02
45629/2020;1020.2020/0003834-3;17/08/2022;GTEC;2024.07.02
45629/2020;1020.2020/0003834-3;25/11/2022;GTEC;2024.07.02
46119/2020;1020.2020/0003079-2;13/09/2022;GTEC;2024.07.02
46232/2020;1020.2020/0003063-6;17/11/2022;GTEC;2024.07.02
46240/2020;1020.2020/0003070-9;18/11/2022;GTEC;2024.07.02
46260/2020;1020.2020/0003071-7;26/08/2022;GTEC;2024.07.02
46456/2020;1020.2020/0004083-6;12/08/2022;GTEC;2024.07.02
46456/2020;1020.2020/0004083-6;29/12/2022;GTEC;2024.07.02
46650/2022;1020.2020/0004049-6;11/04/2023;GTEC;2024.07.02
46650/2022;1020.2020/0004049-6;18/10/2022;GTEC;2024.07.02
46650/2022;1020.2020/0004049-6;28/07/2023;GTEC;2024.07.02
46815/2020;1020.2020/0003248-5;01/11/2023;GTEC;2024.07.02
46815/2020;1020.2020/0003248-5;03/02/2023;GTEC;2024.07.02
46815/2020;1020.2020/0003248-5;05/09/2023;GTEC;2024.07.02
46815/2020;1020.2020/0003248-5;29/11/2023;GTEC;2024.07.02
46882/2020;1020.2020/0005185-4;21/10/2022;GTEC;2024.07.02
47004/2020;1020.2020/0006832-3;09/10/2023;GTEC;2024.07.02
47225/2020;1020.2020/0005186-2;06/09/2022;GTEC;2024.07.02
47387/2020;1020.2020/0003253-1;19/10/2022;GTEC;2024.07.02
47762/2020;1020.2020/0007700-4;26/09/2023;GTEC;2024.07.02
48137/2020;1020.2020/0005189-7;03/03/2023;GTEC;2024.07.02
48156/2023;1020.2020/0004047-0;13/12/2023;GTEC;2024.07.02
48156/2023;1020.2020/0004047-0;21/06/2024;GTEC;2024.07.02
48156/2023;1020.2020/0004047-0;22/03/2024;GTEC;2024.07.02
48237/2020;1020.2020/0003294-9;02/04/2024;GTEC;2024.07.02
48237/2020;1020.2020/0003294-9;20/10/2023;GTEC;2024.07.02
48302/2020;1020.2020/0005190-0;13/10/2022;GTEC;2024.07.02
48302/2020;1020.2020/0005190-0;15/03/2023;GTEC;2024.07.02
48563/2022;1020.2022/0020342-9;26/06/2024;GTEC;2024.07.02
48621/2020;1020.2020/0003293-0;06/05/2024;GTEC;2024.07.02
48715/2020;1020.2020/0007568-0;18/04/2024;GTEC;2024.07.02
48786/2020;1020.2020/0004376-2;14/06/2024;GTEC;2024.07.02
48976/2020;1020.2020/0004700-8;19/04/2024;GTEC;2024.07.02
48976/2020;1020.2020/0004700-8;27/06/2024;GTEC;2024.07.02
49113/2020;1020.2020/0005193-5;24/02/2023;GTEC;2024.07.02
49427/2020;1020.2020/0011024-9;11/04/2024;GTEC;2024.07.02
49504/2020;1020.2020/0004702-4;10/10/2023;GTEC;2024.07.02
50523/2020;1020.2020/0007211-8;18/12/2023;GTEC;2024.07.02
50543/2020;1020.2020/0008998-3;01/07/2022;GTEC;2024.07.02
51366/2020;1020.2020/0007212-6;02/05/2024;GTEC;2024.07.02
51392/2020;1020.2020/0007659-8;08/12/2023;GTEC;2024.07.02
51678/2022;1020.2020/0004040-2;17/02/2023;GTEC;2024.07.02
52198/2020;1020.2020/0007768-3;19/02/2024;GTEC;2024.07.02
52398/2020;1020.2020/0011337-0;03/08/2023;GTEC;2024.07.02
52507/2022;1020.2020/0005169-2;07/07/2023;GTEC;2024.07.02
52507/2022;1020.2020/0005169-2;10/05/2023;GTEC;2024.07.02
52585/2022;1020.2020/0009250-0;23/02/2023;GTEC;2024.07.02
53126/2022;1020.2020/0003147-0;04/12/2023;GTEC;2024.07.02
53126/2022;1020.2020/0003147-0;09/03/2023;GTEC;2024.07.02
53126/2022;1020.2020/0003147-0;18/10/2023;GTEC;2024.07.02
53126/2022;1020.2020/0003147-0;19/05/2023;GTEC;2024.07.02
5313/2020;1020.2020/0004845-4;07/05/2024;GTEC;2024.07.02
53377/2022;1020.2020/0008998-3;17/03/2023;GTEC;2024.07.02
53377/2022;1020.2020/0008998-3;19/02/2024;GTEC;2024.07.02
53377/2022;1020.2020/0008998-3;25/05/2023;GTEC;2024.07.02
53451/2020;1020.2020/0007857-4;21/03/2024;GTEC;2024.07.02
53676/2020;1020.2020/0005750-0;08/12/2023;GTEC;2024.07.02
53676/2020;1020.2020/0005750-0;22/03/2024;GTEC;2024.07.02
53676/2020;1020.2020/0005750-0;28/09/2023;GTEC;2024.07.02
54122/2020;1020.2020/0009003-5;06/07/2022;GTEC;2024.07.02
54122/2020;1020.2020/0009003-5;19/08/2022;GTEC;2024.07.02
54122/2020;1020.2020/0009003-5;30/09/2022;GTEC;2024.07.02
54237/2020;1020.2020/0007350-5;25/04/2024;GTEC;2024.07.02
54617/2020;1020.2020/0011433-3;23/08/2023;GTEC;2024.07.02
54641/2020;1020.2020/0008903-7;18/03/2024;GTEC;2024.07.02
54998/2022;1020.2020/0008999-1;04/05/2023;GTEC;2024.07.02
55008/2022;1020.2020/0005186-2;06/04/2023;GTEC;2024.07.02
55008/2022;1020.2020/0005186-2;27/09/2023;GTEC;2024.07.02
55229/2022;1020.2020/0002476-8;19/04/2023;GTEC;2024.07.02
55229/2022;1020.2020/0002476-8;26/06/2023;GTEC;2024.07.02
55229/2022;1020.2020/0002476-8;28/08/2023;GTEC;2024.07.02
55279/2022;1020.2020/0003148-9;17/04/2023;GTEC;2024.07.02
55406/2020;1020.2020/0007702-0;08/02/2024;GTEC;2024.07.02
55564/2020;1020.2020/0007701-2;22/01/2024;GTEC;2024.07.02
55564/2020;1020.2020/0007701-2;23/05/2024;GTEC;2024.07.02
55711/2022;1020.2020/0001142-9;28/03/2023;GTEC;2024.07.02
55732/2020;1020.2020/0007208-8;16/10/2023;GTEC;2024.07.02
55732/2020;1020.2020/0007208-8;24/06/2024;GTEC;2024.07.02
55732/2020;1020.2020/0007208-8;26/03/2024;GTEC;2024.07.02
55956/2020;1020.2020/0008999-1;20/07/2022;GTEC;2024.07.02
56430/2020;1020.2020/0008901-0;13/06/2024;GTEC;2024.07.02
56430/2020;1020.2020/0008901-0;27/02/2024;GTEC;2024.07.02
56434/2020;1020.2020/0006833-1;11/10/2023;GTEC;2024.07.02
56721/2020;1020.2020/0009066-3;05/04/2024;GTEC;2024.07.02
56835/2020;1020.2020/0008770-0;16/04/2024;GTEC;2024.07.02
57409/2020;1020.2020/0009250-0;08/08/2022;GTEC;2024.07.02
57454/2020;1020.2020/0007409-9;18/12/2023;GTEC;2024.07.02
57763/2020;1020.2020/0011391-4;11/04/2024;GTEC;2024.07.02
58160/2020;1020.2020/0007595-8;24/05/2024;GTEC;2024.07.02
58236/2020;1020.2020/0009067-1;08/04/2024;GTEC;2024.07.02
58357/2022;1020.2020/0004045-3;19/04/2023;GTEC;2024.07.02
58357/2022;1020.2020/0004045-3;19/05/2023;GTEC;2024.07.02
58357/2022;1020.2020/0004045-3;27/12/2022;GTEC;2024.07.02
58386/2020;1020.2020/0007858-2;23/02/2024;GTEC;2024.07.02
58445/2020;1020.2020/0009251-8;10/08/2022;GTEC;2024.07.02
58445/2020;1020.2020/0009251-8;26/10/2022;GTEC;2024.07.02
59536/2020;1020.2020/0009007-8;14/04/2023;GTEC;2024.07.02
59832/2020;1020.2020/0009006-0;07/07/2022;GTEC;2024.07.02
59914/2020;1020.2020/0009263-1;24/01/2024;GTEC;2024.07.02
59997/2020;1020.2020/0009268-2;10/04/2024;GTEC;2024.07.02
60048/2020;1020.2020/0009265-8;08/04/2024;GTEC;2024.07.02
60048/2020;1020.2020/0009265-8;20/06/2024;GTEC;2024.07.02
60059/2020;1020.2020/0009264-0;08/04/2024;GTEC;2024.07.02
60380/2020;1020.2020/0008314-4;04/04/2024;GTEC;2024.07.02
6062/2023;1020.2020/0005194-3;12/05/2023;GTEC;2024.07.02
60658/2020;1020.2020/0009267-4;08/04/2024;GTEC;2024.07.02
61257/2020;1020.2020/0008868-5;08/02/2024;GTEC;2024.07.02
61297/2020;1020.2020/0008652-6;22/04/2024;GTEC;2024.07.02
61348/2020;1020.2020/0012836-9;17/05/2024;GTEC;2024.07.02
61565/2020;1020.2020/0011437-6;10/04/2024;GTEC;2024.07.02
61607/2020;1020.2020/0011066-4;11/07/2023;GTEC;2024.07.02
61609/2020;1020.2020/0011392-2;29/04/2024;GTEC;2024.07.02
61699/2020;1020.2020/0008596-1;15/04/2024;GTEC;2024.07.02
617/2020;1020.2020/0000803-7;08/11/2022;GTEC;2024.07.02
617/2020;1020.2020/0000803-7;30/03/2023;GTEC;2024.07.02
61767/2020;1020.2020/0009360-3;07/12/2023;GTEC;2024.07.02
61767/2020;1020.2020/0009360-3;15/05/2024;GTEC;2024.07.02
62108/2020;1020.2020/0008733-6;13/06/2024;GTEC;2024.07.02
62174/2020;1020.2020/0008635-6;17/04/2024;GTEC;2024.07.02
63079/2020;1020.2020/0008904-5;26/02/2024;GTEC;2024.07.02
63189/2020;1020.2020/0008894-4;29/05/2024;GTEC;2024.07.02
63428/2020;1020.2020/0008902-9;14/07/2023;GTEC;2024.07.02
63428/2020;1020.2020/0008902-9;20/06/2024;GTEC;2024.07.02
63428/2020;1020.2020/0008902-9;28/02/2024;GTEC;2024.07.02
64077/2020;1020.2020/0009355-7;23/05/2024;GTEC;2024.07.02
64077/2020;1020.2020/0009355-7;31/01/2024;GTEC;2024.07.02
64197/2020;1020.2020/0011023-0;10/04/2024;GTEC;2024.07.02
64460/2020;1020.2020/0009357-3;05/03/2024;GTEC;2024.07.02
64460/2020;1020.2020/0009357-3;24/05/2024;GTEC;2024.07.02
64626/2020;1020.2020/0009164-3;04/03/2024;GTEC;2024.07.02
64993/2020;1020.2020/0009361-1;12/12/2023;GTEC;2024.07.02
64993/2020;1020.2020/0009361-1;17/05/2024;GTEC;2024.07.02
65069/2020;1020.2020/0011349-3;17/04/2024;GTEC;2024.07.02
65104/2020;1020.2020/0011020-6;10/04/2024;GTEC;2024.07.02
65127/2020;1020.2020/0009170-8;03/04/2024;GTEC;2024.07.02
65260/2020;1020.2020/0011017-6;21/03/2024;GTEC;2024.07.02
65629/2020;1020.2020/0011396-5;29/05/2024;GTEC;2024.07.02
65678/2020;1020.2020/0011341-8;28/06/2024;GTEC;2024.07.02
65757/2020;1020.2020/0011397-3;11/04/2024;GTEC;2024.07.02
66377/2020;1020.2020/0011398-1;12/04/2024;GTEC;2024.07.02
66570/2020;1020.2020/0011402-3;12/04/2024;GTEC;2024.07.02
66602/2020;1020.2020/0011445-7;09/10/2023;GTEC;2024.07.02
66653/2020;1020.2020/0011423-6;20/07/2023;GTEC;2024.07.02
66653/2020;1020.2020/0011423-6;28/08/2023;GTEC;2024.07.02
68083/2020;1020.2020/0011692-1;19/06/2024;GTEC;2024.07.02
68083/2020;1020.2020/0011692-1;31/01/2024;GTEC;2024.07.02
68823/2020;1020.2020/0015201-4;05/10/2023;GTEC;2024.07.02
6925/2020;1020.2020/0003301-5;21/11/2023;GTEC;2024.07.02
70245/2020;1020.2020/0012422-3;12/04/2024;GTEC;2024.07.02
73883/2020;1020.2020/0015207-3;12/07/2023;GTEC;2024.07.02
74646/2020;1020.2020/0013042-8;22/04/2024;GTEC;2024.07.02
75019/2020;1020.2020/0013347-8;03/05/2024;GTEC;2024.07.02
7538/2023;1020.2020/0005170-6;18/10/2023;GTEC;2024.07.02
7538/2023;1020.2020/0005170-6;26/05/2023;GTEC;2024.07.02
7538/2023;1020.2020/0005170-6;28/07/2023;GTEC;2024.07.02
7538/2023;1020.2020/0005170-6;31/08/2023;GTEC;2024.07.02
78008/2020;1020.2020/0015913-2;06/02/2024;GTEC;2024.07.02
78008/2020;1020.2020/0015913-2;25/03/2024;GTEC;2024.07.02
78149/2020;1020.2020/0013833-0;01/02/2024;GTEC;2024.07.02
78149/2020;1020.2020/0013833-0;01/03/2024;GTEC;2024.07.02
79527/2020;1020.2020/0015210-3;19/01/2024;GTEC;2024.07.02
79527/2020;1020.2020/0015210-3;23/05/2024;GTEC;2024.07.02
80505/2020;1020.2020/0015887-0;06/10/2023;GTEC;2024.07.02
80505/2020;1020.2020/0015887-0;15/05/2024;GTEC;2024.07.02
80845/2020;1020.2020/0015533-1;14/03/2024;GTEC;2024.07.02
80845/2020;1020.2020/0015533-1;14/09/2023;GTEC;2024.07.02
80845/2020;1020.2020/0015533-1;27/06/2024;GTEC;2024.07.02
81308/2020;1020.2020/0015176-0;16/05/2024;GTEC;2024.07.02
81308/2020;1020.2020/0015176-0;22/09/2023;GTEC;2024.07.02
81308/2020;1020.2020/0015176-0;30/06/2023;GTEC;2024.07.02
81340/2020;1020.2020/0014770-3;08/11/2023;GTEC;2024.07.02
81340/2020;1020.2020/0014770-3;17/10/2023;GTEC;2024.07.02
81564/2020;1020.2020/0015177-8;04/10/2023;GTEC;2024.07.02
81926/2020;1020.2020/0014826-2;09/02/2024;GTEC;2024.07.02
82354/2020;1020.2020/0015526-9;07/02/2024;GTEC;2024.07.02
82354/2020;1020.2020/0015526-9;12/07/2023;GTEC;2024.07.02
8271/2021;1020.2021/0002003-9;02/10/2023;GTEC;2024.07.02
8271/2021;1020.2021/0002003-9;20/06/2024;GTEC;2024.07.02
8271/2021;1020.2021/0002003-9;27/11/2023;GTEC;2024.07.02
83112/2020;1020.2020/0015197-2;18/09/2023;GTEC;2024.07.02
83112/2020;1020.2020/0015197-2;22/03/2024;GTEC;2024.07.02
83347/2020;1020.2020/0015199-9;04/10/2023;GTEC;2024.07.02
83711/2020;1020.2020/0015880-2;29/02/2024;GTEC;2024.07.02
84159/2020;1020.2020/0015523-4;09/05/2024;GTEC;2024.07.02
84159/2020;1020.2020/0015523-4;24/10/2023;GTEC;2024.07.02
84544/2020;1020.2020/0015532-3;06/12/2023;GTEC;2024.07.02
84779/2020;1020.2020/0015525-0;12/07/2023;GTEC;2024.07.02
85354/2020;1020.2020/0015882-9;12/12/2023;GTEC;2024.07.02
85354/2020;1020.2020/0015882-9;28/06/2024;GTEC;2024.07.02
85738/2020;1020.2020/0015884-5;23/02/2024;GTEC;2024.07.02
8666/2020;1020.2020/0000353-1;01/09/2022;GTEC;2024.07.02
8666/2020;1020.2020/0000353-1;07/10/2022;GTEC;2024.07.02
8668/2020;1020.2020/0011334-5;03/08/2023;GTEC;2024.07.02
8668/2020;1020.2020/0011334-5;10/05/2024;GTEC;2024.07.02
8668/2020;1020.2020/0011334-5;24/10/2023;GTEC;2024.07.02
8836/2021;1020.2021/0002028-4;01/04/2024;GTEC;2024.07.02
8836/2021;1020.2021/0002028-4;08/05/2024;GTEC;2024.07.02
9249/2021;1020.2021/0002596-0;15/02/2024;GTEC;2024.07.02
960/2021;1020.2021/0001730-5;13/07/2023;GTEC;2024.07.02
9795/2021;1020.2021/0002729-7;02/08/2023;GTEC;2024.07.02
9795/2021;1020.2021/0002729-7;27/09/2023;GTEC;2024.07.02
9795/2021;1020.2021/0002729-7;29/11/2023;GTEC;2024.07.02
10289/2020;1020.2020/0004826-8;06/01/2021;GTEC;2024.07.02
1064/2020;1020.2020/0001416-9;25/02/2022;GTEC;2024.07.02
10873/2021;1020.2021/0005790-0;18/02/2022;GTEC;2024.07.02
11433/2020;1020.2021/0014051-4;21/06/2024;GTEC;2024.07.02
11870/2021;1020.2021/0003164-2;13/11/2023;GTEC;2024.07.02
11906/2020;1020.2020/0001868-7;24/06/2021;GTEC;2024.07.02
12566/2020;1020.2020/0000307-8;10/09/2021;GTEC;2024.07.02
12566/2020;1020.2020/0000307-8;26/10/2022;GTEC;2024.07.02
12566/2020;1020.2020/0000307-8;30/05/2023;GTEC;2024.07.02
12714/2022;1020.2020/0002102-5;02/05/2022;GTEC;2024.07.02
12736/2020;1020.2020/0000124-5;28/01/2022;GTEC;2024.07.02
12768/2020;1020.2020/0000123-7;10/02/2021;GTEC;2024.07.02
12841/2020;1020.2020/0000477-5;31/10/2022;GTEC;2024.07.02
13055/2022;1020.2022/0004195-0;03/07/2023;GTEC;2024.07.02
13182/2020;1020.2020/0000086-9;03/05/2023;GTEC;2024.07.02
133/2022;1020.2022/0001095-7;20/03/2023;GTEC;2024.07.02
13463/2020;1020.2020/0002041-0;27/04/2022;GTEC;2024.07.02
13697/2020;1020.2020/0001870-9;26/01/2022;GTEC;2024.07.02
13750/2022;1020.2022/0004583-1;27/06/2024;GTEC;2024.07.02
14185/2020;1020.2020/0001421-5;08/04/2022;GTEC;2024.07.02
14185/2020;1020.2020/0001421-5;21/09/2023;GTEC;2024.07.02
1441/2023;1020.2020/0012875-0;27/02/2023;GTEC;2024.07.02
15272/2021;1020.2021/0003733-0;02/05/2024;GTEC;2024.07.02
15507/2021;1020.2021/0004495-7;10/03/2023;GTEC;2024.07.02
15630/2020;1020.2020/0001850-4;09/11/2022;GTEC;2024.07.02
15746/2020;1020.2020/0002102-5;26/01/2022;GTEC;2024.07.02
15821/2021;1020.2021/0006671-3;12/07/2023;GTEC;2024.07.02
15821/2021;1020.2021/0006671-3;19/05/2023;GTEC;2024.07.02
15856/2021;1020.2021/0006663-2;09/02/2024;GTEC;2024.07.02
16328/2021;1020.2021/0004250-4;15/07/2022;GTEC;2024.07.02
16552/2021;1020.2021/0007619-0;17/10/2023;GTEC;2024.07.02
16928/2020;1020.2020/0005461-6;05/01/2021;GTEC;2024.07.02
17355/2020;1020.2020/0002530-6;19/10/2021;GTEC;2024.07.02
17807/2021;1020.2021/0005798-6;22/12/2021;GTEC;2024.07.02
17807/2021;1020.2021/0005798-6;27/01/2022;GTEC;2024.07.02
17990/2021;1020.2021/0011281-2;19/04/2024;GTEC;2024.07.02
18030/2020;1020.2020/0001830-0;07/07/2021;GTEC;2024.07.02
18213/2021;1020.2021/0004747-6;08/01/2024;GTEC;2024.07.02
18636/2020;1020.2020/0002928-0;21/02/2022;GTEC;2024.07.02
19267/2021;1020.2021/0006669-1;11/12/2023;GTEC;2024.07.02
20018/2020;1020.2020/0011370-1;06/01/2021;GTEC;2024.07.02
20184/2020;1020.2020/0001414-2;20/09/2021;GTEC;2024.07.02
20299/2020;1020.2020/0001411-8;26/10/2021;GTEC;2024.07.02
20953/2020;1020.2020/0004470-0;12/01/2021;GTEC;2024.07.02
20953/2020;1020.2020/0004470-0;19/01/2021;GTEC;2024.07.02
20953/2020;1020.2020/0004470-0;25/02/2022;GTEC;2024.07.02
20962/2021;1020.2021/0011276-6;08/05/2024;GTEC;2024.07.02
21265/2024;1020.2020/0015920-5;27/06/2024;GTEC;2024.07.02
21400/2021;1020.2021/0010302-3;01/07/2024;GTEC;2024.07.02
21528/2021;1020.2021/0014448-0;18/01/2024;GTEC;2024.07.02
21586/2021;1020.2021/0009221-8;05/07/2023;GTEC;2024.07.02
21701/2020;1020.2020/0001420-7;19/04/2021;GTEC;2024.07.02
21880/2020;1020.2020/0003701-0;23/11/2023;GTEC;2024.07.02
22040/2020;1020.2020/0000457-0;11/05/2022;GTEC;2024.07.02
22164/2020;1020.2020/0001419-3;30/06/2021;GTEC;2024.07.02
22343/2021;1020.2021/0014447-1;08/08/2022;GTEC;2024.07.02
22401/2024;1020.2021/0008858-0;01/07/2024;GTEC;2024.07.02
22582/2021;1020.2021/0011275-8;08/05/2024;GTEC;2024.07.02
22904/2022;1020.2020/0004476-9;02/03/2023;GTEC;2024.07.02
22960/2021;1020.2021/0008098-8;08/09/2021;GTEC;2024.07.02
23254/2020;1020.2020/0004232-4;11/01/2021;GTEC;2024.07.02
23417/2020;1020.2020/0008134-6;07/07/2022;GTEC;2024.07.02
23729/2020;1020.2020/0015933-7;10/07/2023;GTEC;2024.07.02
23885/2021;1020.2021/0014451-0;19/01/2024;GTEC;2024.07.02
24247/2020;1020.2020/0005769-0;04/05/2021;GTEC;2024.07.02
24551/2020;1020.2020/0004822-5;09/04/2021;GTEC;2024.07.02
24551/2020;1020.2020/0004822-5;21/01/2021;GTEC;2024.07.02
24553/2020;1020.2020/0004823-3;09/04/2021;GTEC;2024.07.02
24553/2020;1020.2020/0004823-3;21/01/2021;GTEC;2024.07.02
2459/2021;1020.2021/0005834-6;30/11/2021;GTEC;2024.07.02
24625/2022;1020.2022/0010265-7;21/05/2024;GTEC;2024.07.02
24821/2021;1020.2021/0008858-0;02/04/2024;GTEC;2024.07.02
24821/2021;1020.2021/0008858-0;27/02/2024;GTEC;2024.07.02
24906/2021;1020.2021/0010308-2;27/06/2023;GTEC;2024.07.02
24968/2021;1020.2021/0006670-5;10/07/2023;GTEC;2024.07.02
24968/2021;1020.2021/0006670-5;13/07/2023;GTEC;2024.07.02
25071/2021;1020.2020/0002100-9;15/02/2023;GTEC;2024.07.02
2523/2021;1020.2021/0001122-6;27/01/2022;GTEC;2024.07.02
2523/2021;1020.2021/0001122-6;29/03/2022;GTEC;2024.07.02
25253/2020;1020.2020/0002525-0;11/05/2023;GTEC;2024.07.02
25458/2020;1020.2020/0001853-9;13/04/2022;GTEC;2024.07.02
25766/2020;1020.2020/0002279-0;12/02/2021;GTEC;2024.07.02
2581/2020;1020.2020/0005589-2;05/05/2022;GTEC;2024.07.02
25814/2020;1020.2020/0002277-3;25/05/2021;GTEC;2024.07.02
25836/2020;1020.2020/0000909-2;23/02/2021;GTEC;2024.07.02
26043/2020;1020.2020/0000764-2;13/12/2023;GTEC;2024.07.02
26551/2021;1020.2021/0007739-1;02/02/2022;GTEC;2024.07.02
26968/2021;1020.2021/0007738-3;02/02/2023;GTEC;2024.07.02
26981/2020;1020.2020/0004828-4;27/01/2021;GTEC;2024.07.02
27517/2021;1020.2021/0012500-0;09/05/2024;GTEC;2024.07.02
27603/2020;1020.2020/0000758-8;28/02/2024;GTEC;2024.07.02
27790/2021;1020.2021/0008862-8;27/02/2024;GTEC;2024.07.02
28008/2020;1020.2020/0005084-0;29/01/2021;GTEC;2024.07.02
28120/2020;1020.2020/0003981-1;01/02/2021;GTEC;2024.07.02
28303/2023;1020.2020/0011477-5;02/08/2023;GTEC;2024.07.02
28303/2023;1020.2020/0011477-5;04/12/2023;GTEC;2024.07.02
28965/2021;1020.2021/0008856-3;21/10/2021;GTEC;2024.07.02
29123/2020;1020.2020/0002529-2;14/10/2021;GTEC;2024.07.02
29123/2020;1020.2020/0002529-2;16/12/2021;GTEC;2024.07.02
29399/2020;1020.2020/0003425-9;03/02/2021;GTEC;2024.07.02
29459/2022;1020.2020/0007214-2;06/06/2022;GTEC;2024.07.02
29915/2020;1020.2020/0004106-9;04/02/2021;GTEC;2024.07.02
29915/2020;1020.2020/0004106-9;24/08/2021;GTEC;2024.07.02
29919/2020;1020.2020/0004829-2;05/02/2021;GTEC;2024.07.02
30167/2020;1020.2020/0002068-1;14/06/2021;GTEC;2024.07.02
30359/2023;1020.2020/0007223-1;07/08/2023;GTEC;2024.07.02
30698/2021;1020.2021/0009856-9;03/01/2023;GTEC;2024.07.02
30698/2021;1020.2021/0009856-9;29/06/2022;GTEC;2024.07.02
3082/2021;1020.2021/0004031-5;10/06/2022;GTEC;2024.07.02
3082/2021;1020.2021/0004031-5;14/10/2021;GTEC;2024.07.02
31003/2021;1020.2021/0010297-3;11/07/2023;GTEC;2024.07.02
31097/2020;1020.2020/0001851-2;07/04/2021;GTEC;2024.07.02
31325/2022;1020.2020/0000124-5;30/11/2022;GTEC;2024.07.02
31494/2020;1020.2020/0006217-1;09/02/2021;GTEC;2024.07.02
31792/2021;1020.2021/0014154-5;06/11/2023;GTEC;2024.07.02
31792/2021;1020.2021/0014154-5;28/03/2022;GTEC;2024.07.02
31841/2020;1020.2020/0007214-2;26/04/2022;GTEC;2024.07.02
32162/2020;1020.2020/0005761-5;09/02/2021;GTEC;2024.07.02
32384/2021;1020.2021/0010305-8;19/10/2022;GTEC;2024.07.02
32427/2022;1020.2020/0005058-0;28/06/2022;GTEC;2024.07.02
32459/2020;1020.2020/0002100-9;15/01/2021;GTEC;2024.07.02
32539/2020;1020.2020/0005465-9;12/02/2021;GTEC;2024.07.02
32702/2021;1020.2021/0014039-5;24/04/2024;GTEC;2024.07.02
32806/2020;1020.2020/0005098-0;15/02/2021;GTEC;2024.07.02
32839/2020;1020.2020/0005464-0;18/02/2021;GTEC;2024.07.02
32843/2021;1020.2021/0010490-9;25/11/2022;GTEC;2024.07.02
33007/2021;1020.2020/0001066-0;15/07/2021;GTEC;2024.07.02
33052/2020;1020.2020/0005462-4;22/03/2021;GTEC;2024.07.02
33123/2021;1020.2021/0010496-8;14/07/2023;GTEC;2024.07.02
3338/2022;1020.2020/0004830-6;12/04/2022;GTEC;2024.07.02
33469/2022;1020.2020/0015211-1;07/12/2022;GTEC;2024.07.02
33469/2022;1020.2020/0015211-1;30/08/2022;GTEC;2024.07.02
33610/2020;1020.2020/0003427-5;02/02/2022;GTEC;2024.07.02
33659/2020;1020.2020/0012059-7;18/02/2021;GTEC;2024.07.02
33893/2020;1020.2020/0004830-6;25/02/2021;GTEC;2024.07.02
34145/2021;1020.2021/0010304-0;10/11/2021;GTEC;2024.07.02
34155/2020;1020.2020/0002101-7;19/09/2022;GTEC;2024.07.02
34204/2021;1020.2021/0010299-0;29/11/2022;GTEC;2024.07.02
34518/2020;1020.2020/0004825-0;26/02/2021;GTEC;2024.07.02
34521/2020;1020.2020/0004103-4;28/04/2021;GTEC;2024.07.02
34580/2021;1020.2021/0010495-0;29/03/2022;GTEC;2024.07.02
34651/2020;1020.2020/0001856-3;09/01/2023;GTEC;2024.07.02
35136/2023;1020.2020/0004102-6;05/09/2023;GTEC;2024.07.02
35206/2020;1020.2020/0002907-7;07/02/2022;GTEC;2024.07.02
35206/2020;1020.2020/0002907-7;31/08/2023;GTEC;2024.07.02
35630/2020;1020.2020/0005768-2;01/03/2021;GTEC;2024.07.02
35799/2020;1020.2020/0008828-6;02/03/2021;GTEC;2024.07.02
35951/2020;1020.2020/0005468-3;04/03/2021;GTEC;2024.07.02
36169/2020;1020.2020/0002253-6;26/05/2021;GTEC;2024.07.02
36287/2021;1020.2020/0000926-2;10/08/2021;GTEC;2024.07.02
36295/2020;1020.2020/0002252-8;07/07/2021;GTEC;2024.07.02
36295/2020;1020.2020/0002252-8;26/05/2021;GTEC;2024.07.02
36389/2020;1020.2020/0002251-0;08/01/2021;GTEC;2024.07.02
36411/2021;1020.2020/0005468-3;20/06/2024;GTEC;2024.07.02
36505/2020;1020.2020/0002925-5;04/06/2021;GTEC;2024.07.02
36635/2020;1020.2020/0003697-9;05/03/2021;GTEC;2024.07.02
36635/2020;1020.2020/0003697-9;21/02/2022;GTEC;2024.07.02
36897/2020;1020.2020/0003430-5;15/06/2023;GTEC;2024.07.02
37160/2021;1020.2021/0011219-7;31/03/2022;GTEC;2024.07.02
37187/2021;1020.2021/0012490-0;06/03/2024;GTEC;2024.07.02
37187/2021;1020.2021/0012490-0;25/04/2024;GTEC;2024.07.02
37497/2021;1020.2020/0002253-6;18/08/2021;GTEC;2024.07.02
37514/2020;1020.2020/0005467-5;05/03/2021;GTEC;2024.07.02
37648/2020;1020.2020/0002531-4;10/04/2024;GTEC;2024.07.02
37925/2021;1020.2021/0012497-7;19/04/2024;GTEC;2024.07.02
38065/2020;1020.2020/0004098-4;04/06/2021;GTEC;2024.07.02
