processo,sql_incra
1020.2023/0000342-1,05110600163
1020.2023/0003110-7,17314200075
1020.2023/0003288-0,14203500231
1020.2023/0003852-7,14019900778
1020.2023/0004198-6,00708404316
1020.2023/0006643-1,07211200510
1020.2023/0001832-1,08602804921
1020.2023/0002837-8,07218500714
1020.2023/0002768-1,04112100485
1020.2023/0001338-9,06853100670
1020.2023/0005678-9,13423500343
1020.2023/0005924-9,19702600331
1020.2023/0004709-7,06664800012
1020.2023/0005476-0,16921200395
1020.2023/0006375-0,24200400055
1020.2023/0004075-0,00601000412
1020.2023/0003982-5,01002008646
1020.2021/0003222-3,30505200640
1020.2023/0005149-3,01610101014
1020.2023/0007705-0,05800300054
1020.2023/0008243-7,02802901869
1020.2023/0008375-1,08527900025
1020.2023/0010143-1,02006301918
1020.2023/0007851-0,08558700508
1020.2023/0007523-6,01407500090
1020.2023/0007678-0,01302403826
1020.2023/0002400-3,02106900198
1020.2023/0007057-9,11532600215
1020.2023/0007727-1,02203001501
1020.2023/0007500-7,04204900232
1020.2023/0007617-8,03807300163
1020.2020/0008037-4,03202900277
1020.2023/0010398-1,01112400338
1020.2023/0011190-9,08012600196
1020.2023/0010249-7,11260200190
1020.2023/0009931-3,30309601174
1020.2023/0008983-0,01306400082
1020.2023/0006836-1,04303900311
1020.2023/0007376-4,30300300120
1020.2023/0006689-0,05906000070
1020.2023/0013255-8,11417200242
1020.2023/0013266-3,08510000220
1020.2023/0013597-2,03611600105
1020.2023/0014203-0,10213700343
1020.2023/0011942-0,01605900222
1020.2023/0014287-1,13940700141
1020.2023/0013927-7,14209100098
1020.2023/0013938-2,11321700325
1020.2023/0009044-8,02907800787
1020.2021/0009625-6,18808500471
1020.2021/0009619-1,00400900505
1020.2021/0011840-3,09110500138
1020.2021/0012229-0,12800100094
1020.2021/0011762-8,05535300292
1020.2021/0011293-6,11234500239
1020.2020/0003311-2,11112000258
1020.2020/0007364-5,08625901719
1020.2021/0005308-5,08903400224
1020.2023/0016010-1,13110400250
1020.2021/0012064-5,10703200551
1020.2020/0008620-8,11258400846
1020.2021/0007504-6,23003700020
1020.2023/0012346-0,16025100275
1020.2021/0003160-0,10732900815
1020.2020/0012274-3,08011001191
1020.2020/0005085-8,07210600213
1020.2020/0008130-3,19406100321
1020.2021/0009501-2,06406900790
1020.2023/0015865-4,20303000471
1020.2020/0005249-4,08545500513
1020.2021/0016175-9,04319800222
1020.2020/0012077-5,11920000703
1020.2021/0000316-9,05409803371
1020.2021/0005443-0,15522200706
1020.2020/0013531-4,11725401117
1020.2021/0002527-8,17425100370
1020.2023/0016697-5,08721600856
1020.2020/0009191-0,11250500019
1020.2020/0005830-1,10204400545
1020.2020/0014637-5,06409900031
1020.2023/0015811-5,11724905944
1020.2020/0000303-5,07000400129
1020.2021/0007391-4,16540200391
1020.2023/0013980-3,13226500367
1020.2021/0007685-9,15113000131
1020.2020/0014907-2,05415100131
1020.2020/0007364-5,08625901034
1020.2021/0000453-0,06855200427
1020.2021/0003526-5,30705500141
1020.2020/0004671-0,05107300049
1020.2020/0003105-5,18602800443
1020.2020/0006385-2,01801701342
1020.2021/0002134-5,12405600101
1020.2021/0002717-3,16534200693
1020.2020/0001396-0,23713800020
1020.2020/0014092-0,14501500319
1020.2020/0008515-5,06212700117
1020.2020/0005270-2,05011200477
1020.2020/0006070-5,10801900475
1020.2020/0001185-2,10135400421
1020.2020/0000893-2,04013400014
1020.2020/0012746-0,12114000167
1020.2020/0000850-9,31005001356
1020.2020/0002984-0,11412400014
1020.2020/0003088-1,04706500257
1020.2021/0006735-3,11909600023
1020.2020/0008813-8,15415300812
1020.2020/0013387-7,17124000210
1020.2020/0011627-1,08115600474
1020.2020/0011129-6,12100600485
1020.2020/0003612-0,10710900332
1020.2021/0000522-6,20105400120
1020.2020/0016042-4,20004300211
1020.2020/0015520-0,05920300531
1020.2020/0008004-8,10006600262
1020.2020/0006897-8,30503900157
1020.2020/0004548-0,05521600892
1020.2020/0004966-3,09138600544
1020.2020/0000570-4,30705600529
1020.2020/0004603-6,00907405835
1020.2020/0009136-8,11203400186
1020.2021/0010146-2,08610800261
1020.2020/0008272-5,04705300157
1020.2021/0009325-7,11438100018
1020.2020/0007983-0,11628700040
1020.2020/0008426-4,08625902537
1020.2020/0013512-8,06855200141
1020.2023/0017115-4,08013900568
1020.2020/0003921-8,01103800507
1020.2020/0007198-7,15509500017
1020.2021/0001768-2,19100500959
1020.2023/0016370-4,03613802201
1020.2023/0012415-6,12513700510
1020.2021/0004455-8,14026002453
1020.2020/0003211-6,11251700097
1020.2020/0004601-0,08552000997
1020.2020/0008412-4,11263900061
1020.2020/0007995-3,06504100454
1020.2020/0008133-8,06015400171
1020.2020/0002062-2,18503000775
1020.2021/0000832-2,07124000191
1020.2023/0015732-1,11351100555
1020.2023/0016899-4,06920500884
1020.2020/0008850-2,08800100074
1020.2020/0005093-9,10301800536
1020.2020/0004725-3,29903911333
1020.2020/0005606-6,03609300280
1020.2020/0000013-3,03710205050
1020.2020/0011038-9,01403300070
1020.2021/0004908-8,01609400143
1020.2021/0001860-3,05700600511
1020.2020/0007580-0,07420000417
1020.2023/0014987-6,03703700289
1020.2020/0005022-0,04620300373
1020.2020/0004724-5,06904900210
1020.2020/0003470-4,23404900020
1020.2021/0001237-0,12416600329
1020.2020/0001285-9,11814801595
1020.2021/0002307-0,11246100125
1020.2020/0013075-4,09511400150
1020.2020/0014578-6,16901500342
1020.2023/0016159-0,10132400196
1020.2021/0001106-4,13807300626
1020.2020/0002492-0,20304800161
1020.2023/0015219-2,05615200731
1020.2020/0003391-0,10159400014
1020.2020/0013317-6,17231206203
1020.2021/0009364-8,13305900031
1020.2020/0015778-4,30201500326
1020.2021/0001682-1,15007000336
1020.2021/0002108-6,02201400261
1020.2020/0007616-4,13306500320
1020.2020/0013945-0,12102800351
1020.2021/0000096-8,21001000771
1020.2021/0001332-6,11132300672
1020.2023/0015157-9,14909000045
1020.2020/0011514-3,10300200098
1020.2020/0003878-5,18706301443
1020.2021/0004359-4,08004400582
1020.2020/0013449-0,06027404841
1020.2021/0001991-0,03007000068
1020.2020/0005149-8,05509000228
1020.2021/0011947-7,11842100253
1020.2021/0012759-3,14714201084
1020.2021/0011559-5,06414500127
1020.2021/0012560-4,13519100291
1020.2021/0012806-9,11830300163
1020.2021/0013764-5,04834400379
1020.2021/0013404-2,06409500300
1020.2021/0013745-9,05516400120
1020.2021/0014586-9,11009100164
1020.2020/0000783-9,06702600852
1020.2021/0015116-8,13900800390
1020.2020/0002361-3,16314600706
1020.2021/0018870-3,05406201409
1020.2021/0015913-4,11409700371
1020.2020/0003747-9,04308901006
1020.2021/0016634-3,13418700232
1020.2021/0017535-0,12500700061
1020.2020/0000082-6,01711000604
1020.2021/0019677-3,09610500498
1020.2021/0019338-3,10600300411
1020.2021/0009924-7,02602300276
1020.2022/0001758-7,04213005542
1020.2022/0002640-3,10604900316
1020.2022/0000761-1,00902201565
1020.2022/0001047-7,15501000521
1020.2020/0001138-0,09514400356
1020.2020/0000628-0,01501100300
1020.2022/0000543-0,03400500763
1020.2022/0001301-8,07714700157
1020.2022/0001637-8,30906001029
1020.2022/0001836-2,08639300331
1020.2022/0004209-3,11151301239
1020.2020/0004046-1,09507700234
1020.2022/0003702-2,11108600378
1020.2022/0006466-6,11233300023
1020.2022/0003618-2,12516100603
1020.2022/0003275-6,07526400478
1020.2022/0005818-6,16030900632
1020.2022/0005532-2,06724200563
1020.2022/0001937-7,11352000627
1020.2022/0006256-6,12733000674
1020.2022/0005166-1,01210700182
1020.2022/0006093-8,08100500487
1020.2022/0006388-0,04204400272
1020.2022/0005533-0,18814200350
1020.2022/0004802-4,17312800237
1020.2022/0007154-9,05901200314
1020.2022/0006912-9,00202800326
1020.2022/0007030-5,08558800723
1020.2022/0008127-7,30903900324
1020.2022/0008281-8,05804800345
1020.2022/0006509-3,05017100695
1020.2022/0008259-1,14409301690
1020.2022/0009551-0,03600707078
1020.2022/0008573-6,15112800541
1020.2022/0005168-8,06020600106
1020.2022/0009874-9,15214700181
1020.2022/0009897-8,03806906300
1020.2022/0010243-6,06912200214
1020.2022/0010450-1,07610301663
1020.2022/0010853-1,08304300125
1020.2022/0012161-9,01213500176
1020.2022/0012171-6,08012600821
1020.2022/0008800-0,08510900213
1020.2022/0013700-0,07600500371
1020.2022/0013505-9,23903100089
1020.2022/0008889-1,06818800416
1020.2022/0011164-8,07214000253
1020.2022/0021497-8,21401500127
1020.2022/0015414-2,05308600491
1020.2022/0020327-5,02606300033
1020.2020/0015793-8,29906104927
1020.2022/0014599-2,05501300605
1020.2022/0016485-7,03615500245
1020.2022/0016477-6,02206003538
1020.2022/0015664-1,13112700235
1020.2022/0012394-8,11154700347
1020.2022/0015427-4,03803202523
1020.2022/0015427-4,03803200512
1020.2022/0012643-2,01504601785
1020.2022/0019974-0,11251800172
1020.2022/0015019-8,08123300034
1020.2022/0019763-1,01213500176
1020.2022/0021108-1,02107000158
1020.2022/0020521-9,01211800611
1020.2022/0019867-0,12406300438
1020.2022/0019880-8,17903200118
1020.2020/0007666-0,17518200121
1020.2022/0020525-1,14308600013
1020.2022/0020772-6,05133700611
1020.2022/0021030-1,07421000356
1020.2022/0019754-2,02006604171
1020.2022/0019754-2,02006605534
1020.2022/0019657-0,10155100261
1020.2022/0020101-9,12403000522
1020.2020/0002951-4,17208600820
1020.2022/0021486-2,29906106466
1020.2022/0021486-2,29906106717
1020.2022/0017569-7,16832800753
1020.2022/0019675-9,10809200103
1020.2022/0023216-0,05905200361
1020.2022/0021507-9,02207600610
1020.2022/0022619-4,08500100672
1020.2022/0023546-0,08566100409
1020.2022/0021932-5,04600400291
1020.2022/0022639-9,05224602981
1020.2022/0023989-0,14510200675
1020.2023/0001246-3,00908900422
1020.2023/0000632-3,01604800321
1020.2023/0000365-0,14019900778
1020.2022/0023906-7,01302600192
1020.2022/0023919-9,01300806257
1020.2023/0001948-4,04624100360
1020.2023/0001887-9,00807200468
1020.2023/0003176-0,08803500170
1020.2023/0003473-4,08606500216
1020.2023/0002565-4,04408400114
1020.2023/0000246-8,06814101051
1020.2023/0000251-4,05404100125
1020.2023/0003001-1,05905200424
1020.2023/0004452-7,12206701641
1020.2023/0004265-6,10710200330
1020.2020/0002775-9,02400600686
1020.2023/0001835-6,01006500421
1020.2023/0001520-9,03601900531
1020.2023/0004010-6,05820100360
1020.2023/0005551-0,03603100026
1020.2021/0016832-0,04126600647
1020.2023/0006092-1,07305300403
1020.2023/0006553-2,05803700592
1020.2023/0001925-5,03613801647
1020.2023/0009979-8,08715700410
1020.2023/0009525-3,07017203534
1020.2023/0009525-3,07017203471
1020.2023/0007120-6,06849700189
1020.2023/0007243-1,18308902651
1020.2023/0015175-7,18424100211
1020.2023/0010174-1,29908400035
1020.2023/0010413-9,30307400236
1020.2023/0010235-7,03801100235
1020.2023/0010502-0,07151200889
1020.2023/0010222-5,07620100288
1020.2023/0011045-7,01302400630
1020.2023/0010900-9,04600900383
1020.2023/0010501-1,15711900136
1020.2023/0009268-8,05538300277
1020.2023/0008649-1,08566000404
1020.2023/0008647-5,02206003392
1020.2023/0008982-2,05329900549
1020.2023/0009729-9,01504000307
1020.2023/0006832-9,30202700061
1020.2023/0011168-2,11214300676
1020.2020/0011322-1,14015900420
1020.2023/0013419-4,09310600055
1020.2023/0016406-9,11339500239
1020.2023/0013322-8,04701802281
1020.2023/0013661-8,08514800108
1020.2023/0013746-0,05013000599
1020.2023/0014090-9,01304000801
1020.2021/0010813-0,06024500211
1020.2021/0010775-4,21403100010
1020.2021/0012116-1,18000900369
1020.2020/0001212-3,10210300204
1020.2021/0012136-6,05503700181
1020.2020/0005508-6,06023400825
1020.2020/0007364-5,08625902006
1020.2020/0000001-0,13020100312
1020.2020/0007088-3,07206413277
1020.2020/0005480-2,13103900308
1020.2020/0004852-7,16014900518
1020.2020/0007252-5,11277800773
1020.2021/0006001-4,05403400206
1020.2020/0007085-9,05304500482
1020.2021/0000204-9,83585304253
1020.2023/0014655-9,01302600664
1020.2021/0005836-2,05620700313
1020.2020/0014792-4,16325100106
1020.2023/0012139-4,16322700064
1020.2023/0015506-0,01003004474
1020.2021/0003442-0,10706300121
1020.2020/0004414-9,11147700698
1020.2020/0005364-4,04812400211
1020.2020/0004170-0,03508400166
1020.2020/0006017-9,15220200029
1020.2020/0004912-4,07629700148
1020.2021/0005139-2,06418000315
1020.2020/0007809-4,02906700835
1020.2020/0013195-5,08318900162
1020.2021/0009192-0,11136600743
1020.2023/0012723-6,06912200338
1020.2023/0014514-5,08100509166
1020.2021/0003345-9,07506900114
1020.2020/0008201-6,18426400158
1020.2023/0014069-0,12215000340
1020.2021/0008952-7,14730400428
1020.2023/0009153-3,20209200063
1020.2020/0013369-9,09109600736
1020.2021/0014082-4,27401800045
1020.2020/0005982-0,08120800664
1020.2023/0001063-0,30501500046
1020.2020/0003622-7,00303600373
1020.2020/0003028-8,06828500539
1020.2020/0009164-3,11026200406
1020.2021/0002255-4,02504500092
1020.2020/0000665-4,04214401123
1020.2020/0004603-6,00907406122
1020.2020/0014042-3,03010302126
1020.2021/0004864-2,20306300174
1020.2020/0002284-6,08955300042
1020.2020/0004733-4,07014804601
1020.2020/0015657-5,13450802339
1020.2021/0002962-1,00801503647
1020.2023/0012421-0,11431200661
1020.2021/0007732-4,10703700544
1020.2020/0001514-9,05916500122
1020.2021/0001488-8,04839800790
1020.2020/0000992-0,05312601128
1020.2020/0013399-0,12316900746
1020.2020/0014991-9,15404600364
1020.2021/0003584-2,18908400469
1020.2020/0012734-6,25806200076
1020.2021/0002779-3,10406600065
1020.2020/0000561-5,07609200107
1020.2020/0002003-7,11317700081
1020.2020/0009259-3,19908000021
1020.2020/0011729-4,17003900326
1020.2020/0014381-3,11818500034
1020.2023/0016800-5,14207600484
1020.2020/0004725-3,29903911732
1020.2020/0005416-0,14714400303
1020.2023/0013892-0,04902900149
1020.2021/0013369-0,13040300341
1020.2020/0000352-3,06505400524
1020.2021/0012680-5,23713900051
1020.2023/0012586-1,02201900213
1020.2020/0004602-8,08718800645
1020.2020/0014143-8,14003500635
1020.2020/0003424-0,06920900270
1020.2021/0001462-4,05115400073
1020.2021/0010859-9,16304201507
1020.2021/0007247-0,11132100355
1020.2023/0011878-4,03804400353
1020.2022/0008716-0,05800300410
1020.2020/0002112-2,10108800104
1020.2020/0009194-5,12106801288
1020.2020/0002532-2,12735900125
1020.2023/0012426-1,19005900473
1020.2020/0012012-0,11627300618
1020.2021/0008910-1,18804100027
1020.2020/0001960-8,15009000414
1020.2020/0003508-5,19900800205
1020.2020/0004940-0,03502500037
1020.2021/0019223-9,02900900042
1020.2020/0015365-7,08713800019
1020.2023/0016262-7,30006900078
1020.2021/0002237-6,05365100034
1020.2020/0002210-2,09801401028
1020.2020/0005084-0,17516600015
1020.2020/0014838-6,15013500035
1020.2021/0007900-9,15605300244
1020.2020/0008527-9,06422100353
1020.2023/0012076-2,12030800227
1020.2020/0007516-8,08600601150
1020.2020/0002171-8,04523100071
1020.2020/0012020-1,11133200329
1020.2021/0003755-1,30301800011
1020.2020/0006361-5,02008300951
1020.2020/0013111-4,12728500011
1020.2021/0003485-4,06655800064
1020.2021/0004025-0,07830500398
1020.2020/0004885-3,08549801895
1020.2020/0015535-8,01502500620
1020.2023/0014085-2,09116900529
1020.2021/0000258-8,13450800522
1020.2020/0000371-0,30001000575
1020.2021/0004689-5,08935000078
1020.2020/0012819-9,05726200187
1020.2021/0001186-2,11026800251
1020.2023/0012733-3,06918800973
1020.2021/0011836-5,12601100795
1020.2020/0000529-1,11742300358
1020.2021/0012109-9,04204600328
1020.2020/0002601-9,09419600491
1020.2020/0012367-7,04703100207
1020.2020/0001592-0,00807500161
1020.2021/0014809-4,11257000054
1020.2021/0012249-4,08801200218
1020.2021/0013577-4,12411800461
1020.2021/0014843-4,11134000714
1020.2021/0014494-3,11142400157
1020.2021/0015878-2,10204700166
1020.2021/0014934-1,30702800136
1020.2021/0017256-4,08130800330
6068.2020/0000004-0,07149900240
1020.2020/0015112-3,08402800191
1020.2021/0017678-0,04901300611
1020.2020/0001386-3,18910000308
1020.2021/0017615-2,04309200435
1020.2021/0017010-3,14200506962
1020.2020/0000569-0,05001700027
1020.2020/0000292-6,06847900369
1020.2021/0018534-8,07018001048
1020.2022/0001758-7,04213004783
1020.2021/0018357-4,13516600119
1020.2021/0019602-1,05815200093
1020.2022/0002297-1,05703800315
1020.2022/0001533-9,07151500904
1020.2022/0002980-1,00901900834
1020.2022/0007249-9,15525101059
1020.2022/0001756-0,04123600182
1020.2022/0001990-3,10405600185
1020.2022/0002392-7,01706000537
1020.2022/0012858-3,11129100625
1020.2022/0007091-7,11155305621
1020.2022/0004719-2,11040200175
1020.2022/0005319-2,12307200877
1020.2022/0004752-4,02503900119
1020.2022/0003872-0,20209200756
1020.2022/0004602-1,08215200052
1020.2020/0000658-1,14610500451
1020.2022/0006490-9,06103806038
1020.2022/0005357-5,05727300371
1020.2022/0006606-5,11511700350
1020.2022/0005656-6,08104300415
1020.2022/0005062-2,11515500331
1020.2022/0006146-2,04212705842
1020.2022/0007715-6,03302313160
1020.2022/0007821-7,01609100026
1020.2022/0008131-5,06212400334
1020.2022/0008210-9,03917100320
1020.2022/0011341-1,07632200452
1020.2022/0008458-6,10302504426
1020.2022/0005355-9,06618800390
1020.2022/0007022-4,10004900099
1020.2022/0007351-7,11334300371
1020.2022/0007359-2,16612400160
1020.2022/0009331-3,16621500156
1020.2022/0008438-1,16316800281
1020.2022/0008636-8,01113700051
1020.2022/0005172-6,01402800134
1020.2022/0005285-4,08502200046
1020.2022/0009789-0,03408900434
1020.2022/0008553-1,08564700311
1020.2022/0008788-7,04112402831
1020.2022/0009005-5,08115600660
1020.2022/0010266-5,16924500284
1020.2022/0009897-8,03806906890
1020.2022/0009897-8,03806906610
1020.2022/0010125-1,01615700587
1020.2022/0010347-5,03915500054
1020.2022/0010560-5,05717401000
1020.2022/0011479-5,05520600376
1020.2022/0011710-7,02901100279
1020.2022/0010876-0,11223000116
1020.2022/0009421-2,04216705871
1020.2022/0011792-1,15212300321
1020.2022/0012434-0,08530100468
1020.2022/0008879-4,01615600061
1020.2022/0016185-8,13428401017
1020.2022/0013054-5,13425400311
1020.2022/0013999-2,01306600030
1020.2020/0015793-8,29906104854
1020.2022/0014613-1,06915100288
1020.2022/0019484-5,17019601099
1020.2022/0015248-4,11352700270
1020.2022/0013905-4,11626100089
1020.2022/0015408-8,14821800925
1020.2022/0017316-3,06623301135
1020.2022/0015943-8,01504400070
1020.2022/0015423-1,04107900215
1020.2020/0005779-8,08735100230
1020.2022/0017440-2,08124100217
1020.2022/0016470-9,10610100172
1020.2022/0015635-8,12314100211
1020.2022/0018031-3,02004000201
1020.2020/0006834-0,06205601192
1020.2022/0019161-7,03906900363
1020.2022/0017439-9,06211100205
1020.2022/0019283-4,29910000898
1020.2020/0000949-1,06640800111
1020.2022/0019497-7,11431200777
1020.2022/0018155-7,01300601183
1020.2022/0021105-7,09034000397
1020.2022/0020904-4,01407500112
1020.2021/0002880-3,11606903267
1020.2022/0022786-7,04613500249
1020.2022/0019754-2,02006604511
1020.2022/0019754-2,02006605615
1020.2022/0017465-8,08564123215
1020.2022/0017569-7,16832800710
1020.2022/0023376-0,08615600511
1020.2022/0022481-7,05122400156
1020.2022/0021804-3,07038700936
1020.2022/0024020-0,08514400134
1020.2022/0023271-2,10147200287
1020.2023/0000212-3,08928400112
1020.2023/0000780-0,11271200324
1020.2023/0001083-5,09034600297
1020.2023/0001457-1,19700601489
1020.2023/0001836-4,04112304366
1020.2022/0023906-7,01302600265
1020.2022/0023833-8,01612306179
1020.2023/0000865-2,11415000246
1020.2023/0000940-3,10302548768
1020.2023/0001128-9,05522300485
1020.2023/0002103-9,00602500222
1020.2023/0002030-0,04600500334
1020.2023/0001765-1,11110400259
1020.2022/0022357-8,05801200320
1020.2023/0003247-2,02100400657
1020.2023/0003628-1,08124400156
1020.2023/0000284-0,03306800023
1020.2023/0003881-0,06911600030
1020.2023/0004459-4,06202500972
1020.2023/0004488-8,03608800174
1020.2023/0005546-4,00302001085
1020.2023/0001307-9,07715000175
1020.2023/0001314-1,08302400076
1020.2023/0005884-6,29910100213
1020.2023/0005692-4,03602000176
1020.2023/0004609-0,08241100116
1020.2023/0005505-7,30102500115
1020.2023/0006727-6,14023000301
1020.2023/0006431-5,04126400222
1020.2020/0006081-0,15220200010
1020.2023/0003266-9,01302600321
1020.2023/0005545-6,13804300870
1020.2023/0005545-6,13804300791
1020.2023/0006793-4,07017700902
1020.2023/0004854-9,04413100107
1020.2023/0010461-9,11206700121
1020.2023/0006789-6,15213400212
1020.2023/0009457-5,08260600080
1020.2023/0008189-9,01606600354
1020.2023/0011643-9,15304700219
1020.2023/0006063-8,18721900344
1020.2023/0004550-7,30201200551
1020.2023/0004508-6,01303300419
1020.2023/0010174-1,29908401236
1020.2023/0009882-1,20004400222
1020.2023/0010138-5,07421000534
1020.2023/0011203-4,29911700478
1020.2023/0008503-7,08826701131
1020.2023/0008983-0,01306400120
1020.2023/0008880-0,04112700059
1020.2023/0008308-5,06108000619
1020.2023/0008491-0,04843900206
1020.2023/0014414-9,04843400394
1020.2020/0005962-6,03111008509
1020.2023/0016277-5,06918700022
1020.2023/0011682-0,08958200413
1020.2023/0014182-4,06603701154
1020.2023/0013575-1,08532100074
1020.2023/0014405-0,14714700285
1020.2021/0011286-3,06604100022
1020.2020/0002040-1,23201400082
1020.2021/0012074-2,04814000669
1020.2021/0010984-6,17237201386
1020.2023/0012973-5,06224600503
1020.2020/0004015-1,08703800563
1020.2021/0004710-7,17200200130
1020.2021/0008299-9,11027400069
1020.2023/0012723-6,06912200036
1020.2020/0001249-2,15229100795
1020.2021/0007648-4,15310402100
1020.2020/0013805-4,08531700159
1020.2020/0015514-5,07143800015
1020.2021/0003561-3,12517000191
1020.2021/0001823-9,05524501240
1020.2020/0004725-3,29903911635
1020.2021/0001139-0,10111500231
1020.2021/0002841-2,08901600481
1020.2020/0006339-9,05526700453
1020.2023/0000404-5,13028300264
1020.2020/0011087-7,30301600292
1020.2020/0001568-8,16213800831
1020.2021/0008025-2,01903200288
1020.2021/0000188-3,04419300329
1020.2023/0009552-0,08508600194
1020.2020/0002348-6,16003300387
1020.2021/0005009-4,09120200447
1020.2020/0012292-1,08929200443
1020.2021/0003946-5,23302400010
1020.2021/0000414-9,08910900814
1020.2020/0007364-5,08625901451
1020.2023/0011909-8,05514900274
1020.2023/0015544-2,05114400975
1020.2020/0004850-0,08612600375
1020.2021/0013389-5,10719700451
1020.2020/0004725-3,29903912178
1020.2021/0015674-7,11403900581
1020.2020/0005707-0,11412000504
1020.2020/0007364-5,08625901220
1020.2020/0013580-2,03107501425
1020.2023/0015749-6,15216900267
1020.2020/0004401-7,11621600156
1020.2020/0012759-1,06622701113
1020.2021/0001112-9,09902600026
1020.2020/0004107-7,06320200758
1020.2020/0008286-5,13104900409
1020.2021/0006853-8,07205000831
1020.2020/0000667-0,15215000416
1020.2020/0004603-6,00907406394
1020.2023/0013980-3,13226500359
1020.2020/0004601-0,08552000970
1020.2021/0018591-7,20700100121
1020.2020/0003504-2,11415501156
1020.2020/0012568-8,30404500886
1020.2020/0015133-6,04943700616
1020.2020/0002933-6,04206700168
1020.2020/0004602-8,08718801676
1020.2020/0007307-6,07433800931
1020.2020/0012565-3,07626800257
1020.2021/0008354-5,04509300141
1020.2021/0009517-9,09120500319
1020.2020/0004479-3,09034607666
1020.2020/0004020-8,06736100275
1020.2020/0002929-8,13500600149
1020.2020/0004699-0,02106701047
1020.2021/0013688-6,15210400041
1020.2020/0012870-9,01502500043
1020.2021/0002402-6,08251500044
1020.2020/0001270-0,02606700351
1020.2020/0004602-8,08718801447
1020.2023/0012588-8,14927500771
1020.2020/0002798-8,04725603074
1020.2023/0014656-7,01612000037
1020.2020/0004916-7,13902900058
1020.2020/0014183-7,06718701114
1020.2021/0002254-6,02504500343
1020.2020/0014012-1,00505400316
1020.2020/0014457-7,12409110941
1020.2021/0005699-8,11810900203
1020.2020/0006077-2,14817300409
1020.2020/0005544-2,05231000191
1020.2020/0001455-0,07525401381
1020.2020/0004270-7,01604900210
1020.2020/0001600-5,08944500436
1020.2021/0000283-9,07138001703
1020.2021/0012878-6,07201800191
1020.2023/0015550-7,15007900019
1020.2020/0004602-8,08718802087
1020.2020/0007168-5,08637700276
1020.2021/0009767-8,11512600260
1020.2020/0004066-6,05209600521
1020.2020/0001927-6,15230200277
1020.2020/0011775-8,07838100348
1020.2021/0003826-4,11639700111
1020.2020/0012367-7,04703100207
1020.2020/0009069-8,10617200539
1020.2020/0011346-9,05624400608
1020.2021/0004537-6,15404801361
1020.2021/0008487-8,06114802675
1020.2020/0005526-4,01904500481
1020.2020/0012354-5,12706800207
1020.2023/0014596-0,05331700152
1020.2021/0007237-3,11214400085
1020.2020/0000335-3,08544900674
1020.2020/0013754-6,01408600331
1020.2021/0010954-4,20301800071
1020.2021/0003299-1,11608600113
1020.2020/0011635-2,16918200053
1020.2020/0003383-0,11049800310
1020.2020/0007780-2,11244100012
1020.2020/0002515-2,00807400211
1020.2020/0007904-0,24000400469
1020.2020/0006968-0,07507700135
1020.2020/0004603-6,00907406130
1020.2021/0003627-0,06645200323
1020.2020/0008879-0,13809400407
1020.2020/0015204-9,10607100401
1020.2021/0010426-7,09807100801
1020.2021/0011551-0,11736200101
1020.2021/0012945-6,01203702809
1020.2021/0015131-1,07516600571
1020.2021/0014332-7,07010600716
1020.2021/0016366-2,18901301384
1020.2021/0013599-5,30006000220
1020.2021/0014303-3,13335900889
1020.2021/0013225-2,11246100303
1020.2020/0005107-2,08821100154
1020.2021/0014720-9,11017100518
1020.2021/0013581-2,11633001643
1020.2021/0016627-0,12102700231
1020.2021/0018486-4,01001804181
1020.2021/0015918-5,07511900135
1020.2020/0000793-6,04020600309
1020.2020/0003756-8,21300600665
1020.2022/0000161-3,30905000721
1020.2022/0001758-7,04213004473
1020.2022/0001758-7,04213004211
1020.2022/0001758-7,04213005399
1020.2021/0000038-0,11034500189
1020.2021/0018658-1,13104500508
1020.2022/0000159-1,07204000099
1020.2020/0000329-9,03807800328
1020.2022/0000959-2,13236400241
1020.2022/0001926-1,15010800119
1020.2022/0001838-9,12508900590
1020.2022/0004002-3,05227101418
1020.2020/0012588-2,05904300735
1020.2022/0002772-8,06741500154
1020.2020/0000066-4,03015800345
1020.2022/0003219-5,09302200450
1020.2022/0001091-4,03702500294
1020.2022/0004314-6,13526902398
1020.2022/0002419-2,13236800347
1020.2022/0004186-0,15026400301
1020.2022/0004920-9,10125300203
1020.2022/0000700-0,15416500327
1020.2022/0004974-8,01705900380
1020.2022/0004277-8,05124800054
1020.2022/0007564-1,22906901162
1020.2022/0005970-0,03807300147
1020.2022/0006388-0,04204400191
1020.2022/0009968-0,29903507427
1020.2022/0007296-0,23203000251
1020.2022/0005556-0,15708200447
1020.2022/0003717-0,13202300171
1020.2022/0007716-4,08135100094
1020.2022/0006840-8,01301701130
1020.2022/0008042-4,11502600292
1020.2022/0008210-9,03917100381
1020.2022/0008999-5,07636900025
1020.2022/0008576-0,04007400393
1020.2022/0008818-2,01505100194
1020.2022/0009790-4,08304800217
1020.2022/0012134-1,16917201358
1020.2022/0009754-8,04600500210
1020.2022/0009754-8,04600500202
1020.2022/0009897-8,03806906696
1020.2022/0010637-7,02107203652
1020.2022/0007018-6,04205100868
1020.2022/0006755-0,08529800311
1020.2020/0005503-5,08620100246
1020.2022/0010819-1,10403200384
1020.2022/0010989-9,15600601386
1020.2022/0012433-2,05924300171
1020.2022/0013413-3,08304300281
1020.2022/0013402-8,05520600325
1020.2022/0014415-5,13518400389
