processo,sql_incra
1020.2022/0008891-3,11134800532
1020.2020/0015793-8,29906104943
1020.2022/0014614-0,08320500559
1020.2022/0010645-8,08012600641
1020.2022/0013257-2,05505600581
1020.2022/0019484-5,17019601651
1020.2022/0016477-6,02206003430
1020.2020/0001353-7,16908800449
1020.2022/0013485-0,10817400779
1020.2022/0015643-9,08720700237
1020.2022/0019144-7,08531500044
1020.2022/0018030-5,06853900197
1020.2022/0018141-7,03807300775
1020.2022/0018556-0,15722500282
1020.2022/0019735-6,05304500326
1020.2022/0019161-7,03906900711
1020.2022/0018427-0,08123600232
1020.2021/0002880-3,11606904751
1020.2022/0017025-3,04704200051
1020.2022/0020094-2,02604400561
1020.2022/0021430-7,15915900398
1020.2022/0019754-2,02006605951
1020.2022/0023976-8,04517100014
1020.2022/0021588-5,07677500110
1020.2022/0021900-7,03204001301
1020.2022/0021668-7,08718801021
1020.2022/0021948-1,15722500177
1020.2022/0017467-4,06415500155
1020.2022/0024386-2,09111000155
1020.2022/0023437-5,01402900163
1020.2022/0023012-4,03006300270
1020.2022/0023546-0,08566101227
1020.2022/0023546-0,08566101049
1020.2023/0000983-7,01205004971
1020.2022/0022702-6,02102800253
1020.2022/0023899-0,09016500170
1020.2022/0024300-5,03705600311
1020.2022/0020003-9,01106900553
1020.2023/0000818-0,03612900366
1020.2023/0001836-4,04112304099
1020.2022/0023919-9,01300805935
1020.2023/0005426-3,15205000121
1020.2023/0001579-9,11850500087
1020.2023/0002030-0,04600500210
1020.2023/0000569-6,04216300340
1020.2023/0002075-0,01306200210
1020.2023/0002075-0,01306200172
1020.2023/0002480-1,08113900381
1020.2023/0002679-0,23305100050
1020.2023/0003267-7,01302600291
1020.2023/0004002-5,10705400130
1020.2023/0003226-0,04219100946
1020.2023/0003226-0,04219100822
1020.2023/0003602-8,09705100128
1020.2022/0023222-4,13817900065
1020.2023/0003219-7,12102400130
1020.2023/0007242-3,22806300272
1020.2021/0018672-7,07605600925
1020.2023/0004059-9,09101800949
1020.2023/0001835-6,01006500367
1020.2023/0001853-4,03703700769
1020.2023/0002753-3,11259200514
1020.2023/0002844-0,05802800216
1020.2023/0003880-2,03107700053
1020.2023/0005341-0,06644700632
1020.2023/0005918-4,00908800363
1020.2023/0005126-4,11829000585
1020.2023/0009085-5,11128300159
1020.2023/0001759-7,05200500575
1020.2023/0005077-2,09302700526
1020.2023/0004843-3,04204600395
1020.2023/0006793-4,07017700937
1020.2023/0007748-4,05209700240
1020.2023/0007678-0,01302403532
1020.2023/0007821-9,07021300026
1020.2023/0007678-0,01302404946
1020.2023/0008171-6,05234900177
1020.2023/0008637-8,08319300029
1020.2023/0008994-6,04204200321
1020.2023/0005878-1,04408900125
1020.2023/0004563-9,06916400234
1020.2023/0008927-0,11244700435
1020.2023/0009487-7,17217800111
1020.2020/0006988-5,20306200048
1020.2023/0007485-0,04001300192
1020.2023/0012676-0,23713900076
1020.2023/0010507-0,08118300110
1020.2023/0009873-2,17017200046
1020.2023/0010051-6,10144500085
1020.2023/0010398-1,01112403108
1020.2023/0011464-9,04206600600
1020.2023/0011811-3,16600600593
1020.2023/0010532-1,09125700146
1020.2023/0008649-1,08566001311
1020.2023/0008647-5,02206003384
1020.2023/0008647-5,02206003351
1020.2023/0008503-7,08826701083
1020.2023/0009644-6,12626703965
1020.2023/0006739-0,14412800228
1020.2021/0008719-2,06103300037
1020.2023/0013062-8,11907800769
1020.2023/0014090-9,01304000788
1020.2023/0014090-9,01304000575
1020.2023/0013849-1,04306100121
1020.2023/0013851-3,08300900039
1020.2023/0009527-0,04600500199
1020.2021/0010018-0,06904900245
1020.2021/0010383-0,10203600346
1020.2021/0012051-3,01302700146
1020.2020/0002316-8,02805303202
1020.2021/0012931-6,07802600278
1020.2021/0014799-3,20801900350
1020.2020/0005159-5,04120300358
1020.2020/0013809-7,02309300251
1020.2021/0003127-8,14826700325
1020.2021/0008344-8,05518000261
1020.2020/0008721-2,01615000135
1020.2020/0005797-6,02901200036
1020.2020/0006935-4,13109702702
1020.2020/0014839-4,19804300396
1020.2021/0006661-6,11728600293
1020.2021/0014536-2,10802400077
1020.2021/0008866-0,07513600678
1020.2020/0008943-6,19902000133
1020.2021/0002198-1,09107000626
1020.2021/0002468-9,09003800278
1020.2020/0011051-6,14826600312
1020.2020/0003069-5,17215900141
1020.2020/0006200-7,07843600191
1020.2023/0014361-4,07724000344
1020.2023/0011817-2,02902500432
1020.2020/0011370-1,16701902625
1020.2020/0005715-1,06826800837
1020.2020/0013417-2,13033800652
1020.2023/0016454-9,05803901113
1020.2021/0007759-6,11833600354
1020.2023/0015919-7,08014200616
1020.2021/0001478-0,05007400408
1020.2020/0000409-0,05714400658
1020.2020/0002294-3,03503700447
1020.2020/0002334-6,11238100081
1020.2021/0001928-6,07829700516
1020.2023/0012622-1,02803000296
1020.2020/0000415-5,14806700052
1020.2020/0015510-2,30505800818
1020.2020/0004602-8,08718800807
1020.2021/0008825-3,14900200114
1020.2020/0002862-3,08947600369
1020.2020/0003937-4,11135800341
1020.2020/0000588-7,05615200499
1020.2020/0013581-0,05224600456
1020.2020/0012953-5,07602301102
1020.2021/0008868-7,11148800841
1020.2023/0015738-0,14007800110
1020.2020/0007313-0,06420600741
1020.2020/0013489-0,01903000149
1020.2021/0006659-4,08929600522
1020.2020/0008779-4,13038100284
1020.2021/0003436-6,07212914819
1020.2023/0009237-8,06011900021
1020.2020/0005340-7,15416500191
1020.2020/0015347-9,11835600696
1020.2023/0009530-0,01102300209
1020.2021/0004581-3,11132300354
1020.2021/0010305-8,06328600021
1020.2021/0001941-3,18812801837
1020.2020/0007427-7,04111300154
1020.2020/0000653-0,05122600503
1020.2020/0004601-0,08552002515
1020.2020/0003835-1,16508800141
1020.2021/0008320-0,17334200267
1020.2021/0003123-5,17111000756
1020.2020/0002687-6,05020400548
1020.2021/0004199-0,06855500048
1020.2020/0004725-3,29903912771
1020.2020/0007615-6,13503400515
1020.2023/0012390-7,16920300612
1020.2020/0002556-0,07138200064
1020.2023/0012758-9,09047900995
1020.2021/0000505-6,19703301176
1020.2021/0004394-2,04524400184
1020.2021/0000659-1,83580167720
1020.2021/0004220-2,04213200175
1020.2020/0000295-0,13916000135
1020.2020/0004586-2,08541602133
1020.2020/0013753-8,15226000226
1020.2021/0006075-8,14214200127
1020.2020/0004601-0,08552000512
1020.2023/0014987-6,03703701285
1020.2020/0000845-2,21001600973
1020.2020/0012275-1,13035500192
1020.2021/0000102-6,15309901115
1020.2021/0006337-4,13111200387
1020.2020/0005769-0,11636300706
1020.2021/0001654-6,11607500492
1020.2020/0005032-7,04514603317
1020.2020/0013114-9,12728900646
1020.2020/0002897-6,11218400020
1020.2020/0008954-1,02110202106
1020.2023/0014362-2,18812803538
1020.2020/0003086-5,17226900121
1020.2020/0001020-1,04125600211
1020.2020/0002842-9,05500100238
1020.2020/0012983-7,03703800631
1020.2022/0024408-7,02206003546
1020.2021/0002750-5,12105900339
1020.2020/0013506-3,11351200568
1020.2023/0012229-3,08606500194
1020.2023/0013178-0,08610000321
1020.2023/0016751-3,81150261580
1020.2023/0009493-1,01301000205
1020.2020/0007403-0,08012400065
1020.2020/0011797-9,08911300276
1020.2021/0001172-2,06629900162
1020.2021/0005694-7,09117100046
1020.2020/0003078-4,11804900140
1020.2020/0003852-1,05414700060
1020.2023/0013453-4,08113700161
1020.2020/0012116-0,02101700204
1020.2021/0005161-9,01106900146
1020.2020/0004601-0,08552002094
1020.2020/0004932-9,03000904530
1020.2020/0004053-4,14726700110
1020.2020/0012081-3,08240201172
1020.2021/0006010-3,29907100321
1020.2020/0004365-7,04707700268
1020.2021/0005664-5,05422000390
1020.2023/0017096-4,01607400979
1020.2021/0002745-9,01500504491
1020.2021/0011653-2,03205900057
1020.2021/0013348-8,30600300551
1020.2021/0013711-4,16025500761
1020.2020/0002175-0,11651900141
1020.2021/0013496-4,07613700259
1020.2021/0014661-0,00405000979
1020.2021/0014301-7,13613800161
1020.2021/0014341-6,07841100078
1020.2021/0014300-9,05800400075
1020.2021/0017517-2,14203300011
1020.2021/0013718-1,20000700061
1020.2021/0014902-3,10505000066
1020.2021/0000076-3,08251700132
1020.2020/0001700-1,06602600362
1020.2021/0016464-2,19309401345
1020.2020/0007673-3,06422100817
1020.2020/0003311-2,11112000258
1020.2021/0016225-9,04209500331
1020.2021/0017356-0,01506800599
1020.2021/0019037-6,11245800557
1020.2021/0017901-1,05115200147
1020.2021/0018156-3,14809700411
1020.2021/0017689-6,13413300503
1020.2021/0019628-5,07316000546
1020.2020/0004113-1,08544400231
1020.2021/0018361-2,00503900321
1020.2022/0000066-8,02505500290
1020.2021/0019673-0,06204600729
1020.2022/0003813-4,07834100548
1020.2022/0003848-7,19401700248
1020.2022/0005035-5,12707100071
1020.2022/0006781-9,04008500138
1020.2022/0002773-6,14000100016
1020.2022/0002150-9,05134700818
1020.2022/0002157-6,04510300336
1020.2022/0003190-3,19901300389
1020.2022/0004059-7,01204500304
1020.2022/0002833-3,07817900426
1020.2022/0003168-7,11514100389
1020.2022/0004601-3,07139901856
1020.2022/0005921-2,05800100810
1020.2022/0007659-1,06847000147
1020.2022/0004570-0,11124100880
1020.2022/0006385-6,11255100132
1020.2022/0006490-9,06103806003
1020.2022/0005316-8,04720700209
1020.2022/0005565-9,30815200193
1020.2022/0007880-2,18304701471
1020.2022/0005058-4,06109502790
1020.2022/0007167-0,10605400805
1020.2022/0007373-8,03614500160
1020.2022/0007916-7,00504600567
1020.2022/0008032-7,04201200248
1020.2022/0008458-6,10302504302
1020.2022/0008708-9,29915300601
1020.2022/0009647-9,02203005688
1020.2022/0010575-3,01500600172
1020.2022/0007164-6,08518400503
1020.2022/0009778-5,01507100450
1020.2022/0010135-9,11623600412
1020.2022/0010394-7,03501001126
1020.2022/0010636-9,00702300772
1020.2022/0011570-8,06110400378
1020.2022/0011777-8,01501500120
1020.2022/0010874-4,01910501311
1020.2022/0011267-9,04212700417
1020.2022/0011865-0,16026100252
1020.2022/0012216-0,01401701051
1020.2022/0013136-3,11814601200
1020.2022/0012268-2,03601500221
1020.2020/0003218-3,07600500590
1020.2022/0012434-0,08530100239
1020.2022/0008757-7,12512900303
1020.2022/0008801-8,04124300336
1020.2022/0012961-0,03204100499
1020.2022/0012349-2,01616403780
1020.2022/0012618-1,09412900163
1020.2022/0011019-6,08502600826
1020.2022/0015720-6,18422700531
1020.2022/0013793-0,08122900410
1020.2021/0005565-7,11007600011
1020.2022/0013580-6,08133200776
1020.2022/0014614-0,08320500729
1020.2022/0010697-0,08118000176
1020.2022/0014162-8,15015900715
1020.2022/0016416-4,30000900297
1020.2022/0016485-7,03615500202
1020.2022/0019484-5,17019601420
1020.2022/0016478-4,01605900214
1020.2022/0014776-6,05906000534
1020.2022/0013346-3,08621601184
1020.2020/0003003-2,10111000571
1020.2022/0012632-7,08511500022
1020.2022/0015507-6,19803500103
1020.2022/0015634-0,08123000367
1020.2022/0015732-0,06110300365
1020.2022/0018959-0,01003106412
1020.2022/0018141-7,03807300708
1020.2022/0019277-0,01406105325
1020.2022/0019277-0,01406105295
1020.2022/0019364-4,24301700089
1020.2022/0018711-3,11235900982
1020.2022/0019295-8,01602700028
1020.2022/0016783-0,02004103612
1020.2022/0016784-8,12021400221
1020.2022/0015039-2,01611500273
1020.2022/0020904-4,01407500139
1020.2022/0014878-9,11300800088
1020.2022/0020531-6,30703700828
1020.2022/0020891-9,01302800401
1020.2022/0019754-2,02006606700
1020.2022/0019754-2,02006604236
1020.2022/0019754-2,02006604198
1020.2022/0021486-2,29906106751
1020.2022/0021668-7,08718801277
1020.2022/0019853-0,09304200024
1020.2022/0020867-6,14208900376
1020.2022/0022617-8,01008800058
1020.2022/0023140-6,08642200121
1020.2022/0021723-3,08108000165
1020.2022/0024198-3,30703701077
1020.2022/0023543-6,10302548768
1020.2022/0020875-7,07647200313
1020.2023/0001836-4,04112304323
1020.2023/0001806-2,01609800303
1020.2023/0000006-6,30400101162
1020.2022/0023920-2,08549801852
1020.2020/0003736-3,05135100113
1020.2023/0001137-8,04516500272
1020.2022/0022370-5,05423300703
1020.2023/0003000-3,02707400645
1020.2023/0004180-3,09903600380
1020.2023/0002849-1,03906500111
1020.2023/0005053-5,05418200161
1020.2023/0002090-3,11407501241
1020.2023/0002812-2,12213900034
1020.2023/0003614-1,04206400199
1020.2023/0007350-0,07127600325
1020.2023/0004018-1,04619100404
1020.2023/0004486-1,04903100065
1020.2023/0001834-8,08514400657
1020.2023/0002015-6,06632200036
1020.2023/0002763-0,01401202489
1020.2021/0018695-6,10145000299
1020.2023/0001846-1,08912900080
1020.2023/0001874-7,00205800602
1020.2023/0006174-0,04706300878
1020.2023/0006431-5,04126400281
1020.2023/0006910-4,11108500837
1020.2023/0004960-0,07967000013
1020.2023/0006359-9,29907700752
1020.2023/0003982-5,01002008591
1020.2020/0002643-4,11360901311
1020.2023/0002301-5,29911500207
1020.2023/0008005-1,14608800281
1020.2023/0007433-7,06104200125
1020.2023/0009461-3,06907500507
1020.2023/0008940-7,04113000301
1020.2023/0007028-5,07421000577
1020.2023/0008693-9,16516200261
1020.2023/0005542-1,06033500271
1020.2023/0004694-5,01513300121
1020.2023/0004706-2,06664600102
1020.2023/0010502-0,07151200838
1020.2023/0009941-0,04510700083
1020.2023/0011674-9,03601700281
1020.2023/0010870-3,03611600105
1020.2023/0009509-1,00702300373
1020.2023/0010408-2,18205500052
1020.2023/0008649-1,08566001001
1020.2023/0007252-0,07301700202
1020.2023/0012944-1,05822400086
1020.2023/0013790-8,03908700566
1020.2023/0013849-1,04306100103
1020.2021/0010802-5,30604400435
1020.2021/0011837-3,04302300485
1020.2020/0004459-9,07835400340
1020.2021/0011188-3,06809801375
1020.2020/0015090-9,12310100136
1020.2020/0004725-3,29903911848
1020.2020/0008139-7,07510100135
1020.2023/0011865-2,11522501656
1020.2020/0006290-2,19405300414
1020.2020/0006385-2,01801702330
1020.2020/0005303-2,09040200351
1020.2021/0008553-0,02807300294
1020.2021/0014727-6,08218700137
1020.2020/0004001-1,05426000441
1020.2020/0008295-4,03505800414
1020.2020/0007261-4,03709300436
1020.2020/0014613-8,11114500101
1020.2021/0007855-0,14818200361
1020.2021/0003184-7,05133900600
1020.2020/0001760-5,10011000545
1020.2020/0003506-9,11022700242
1020.2020/0013206-4,14032500230
1020.2020/0008886-3,19214100471
1020.2020/0002559-4,07200800031
1020.2023/0015823-9,07305500070
1020.2020/0001830-0,04021800182
1020.2021/0004225-3,11826500145
1020.2023/0009248-3,04504400197
1020.2023/0012807-0,11509101380
1020.2023/0015883-2,11728000271
1020.2021/0005254-2,04803700974
1020.2021/0007023-0,12019400031
1020.2020/0012677-3,19907000018
1020.2020/0004517-0,08317600289
1020.2020/0015476-9,04207000331
1020.2023/0016840-4,09609000320
1020.2023/0014265-0,00607009731
1020.2022/0002780-9,13314900499
1020.2020/0003573-5,08116700480
1020.2021/0004446-9,02708600133
1020.2021/0002863-3,19703900665
1020.2021/0000290-1,15213701387
1020.2021/0000537-4,09040900485
1020.2020/0012939-0,06853800192
1020.2020/0003556-5,30508500475
1020.2021/0009844-5,03104000654
1020.2020/0016112-9,06600800224
1020.2021/0007399-0,09900302291
1020.2020/0004602-8,08718801791
1020.2021/0008352-9,06018000180
1020.2023/0014958-2,08564700311
1020.2020/0005484-5,04110400163
1020.2020/0011490-2,07648700034
1020.2023/0016154-0,04507702216
1020.2020/0007687-3,14715300043
1020.2023/0009381-1,07607800409
1020.2020/0002840-2,18516000507
1020.2020/0004568-4,11401000370
1020.2021/0011950-7,10604800206
1020.2021/0006538-5,05809500331
1020.2020/0000451-1,15204400450
1020.2021/0006550-4,08503202591
1020.2020/0002751-1,05412900828
1020.2020/0015395-9,08916100607
1020.2021/0011099-2,12707700400
1020.2020/0000239-0,30611700341
1020.2020/0000410-4,11916400360
1020.2021/0003635-0,11266401211
1020.2021/0005859-1,15220500200
1020.2023/0012072-0,04715801221
1020.2023/0017073-5,08013900411
1020.2020/0007344-0,05825100091
1020.2020/0015605-2,11110600606
1020.2021/0003019-0,07705400065
1020.2020/0006385-2,01801702306
1020.2020/0005726-7,11728200171
1020.2020/0004603-6,00907406531
1020.2020/0015884-5,15310800386
1020.2021/0001033-5,06809800816
1020.2020/0003675-8,05423701465
1020.2020/0011177-6,11127300880
1020.2021/0003968-6,06114300173
1020.2021/0007289-6,03705600486
1020.2021/0008925-0,11280401175
1020.2023/0009496-6,07913300310
1020.2023/0014262-6,13109600411
1020.2021/0005870-2,05113700037
1020.2020/0011596-8,07132200747
1020.2020/0007828-0,07633800100
1020.2020/0009067-1,11330400142
1020.2020/0007236-3,03400300268
1020.2020/0014611-1,05903801722
1020.2020/0013383-4,02706400031
1020.2020/0003496-8,10629301297
1020.2023/0000022-8,04113500721
1020.2021/0003863-9,08121600375
1020.2021/0002904-4,03709300460
1020.2023/0016948-6,14726700382
1020.2020/0001452-5,05005100032
1020.2020/0006385-2,01801701997
1020.2020/0015944-2,11245700374
1020.2023/0015861-1,05919700475
1020.2020/0007001-8,10401800155
1020.2021/0001941-3,18812802981
1020.2021/0004480-9,12208900544
1020.2020/0015189-1,30905100562
1020.2021/0000323-1,11225700123
1020.2023/0012635-3,13441100033
1020.2020/0004603-6,00907406165
1020.2020/0005619-8,03908600324
1020.2021/0001664-3,10002000295
1020.2021/0002005-5,24001200171
1020.2020/0007364-5,08625901875
1020.2020/0012425-8,11031000207
1020.2020/0008285-7,30507500560
1020.2021/0010681-2,08826502838
1020.2020/0002123-8,18410300590
1020.2023/0016370-4,03613802341
1020.2020/0015878-0,17208300355
1020.2023/0016390-9,01513302485
1020.2021/0011132-8,07928400642
1020.2020/0011501-1,08743600603
1020.2020/0007942-2,11151600708
1020.2021/0015411-6,12210700026
1020.2021/0011046-1,05708700726
1020.2020/0006357-7,08730400309
1020.2021/0012482-9,19000600226
1020.2021/0013880-3,11158600428
1020.2021/0014516-8,13947600088
1020.2021/0016841-9,13443700089
1020.2021/0014631-8,05134400695
1020.2021/0015132-0,16115200015
1020.2020/0001384-7,18900700919
1020.2020/0003974-9,09021400049
1020.2021/0016014-0,05224400333
1020.2021/0016920-2,12035400758
1020.2021/0016808-7,30513300322
1020.2021/0016819-2,10144800097
1020.2021/0016459-6,19808800611
1020.2021/0016560-6,03303202028
1020.2021/0018486-4,01001803371
1020.2021/0018894-0,07017800532
1020.2021/0016110-4,05209100278
1020.2021/0016645-9,09529400047
1020.2021/0018220-9,01612306403
1020.2022/0000074-9,10730700053
1020.2021/0018407-4,12514000288
1020.2020/0001180-1,06833100373
1020.2021/0019603-0,13417400022
1020.2022/0004069-4,02110000961
1020.2022/0001119-8,12734701455
1020.2020/0001172-0,14508700267
1020.2022/0001869-9,13336300011
1020.2022/0004164-0,12721700269
1020.2022/0001700-5,08250900014
1020.2022/0001644-0,02109400013
1020.2022/0003946-7,83580490423
1020.2022/0002177-0,15214600101
1020.2022/0005510-1,05303200140
1020.2022/0006682-0,11652600123
1020.2022/0008882-4,03203900793
1020.2022/0003838-0,14734300622
1020.2022/0006799-1,07839000355
1020.2020/0002682-5,12123302707
1020.2022/0001061-2,01201700116
1020.2022/0007705-9,02101600390
1020.2022/0005013-4,15718602068
1020.2022/0004751-6,29904701162
1020.2022/0009143-4,07603600375
1020.2022/0006391-0,03807100296
1020.2022/0009968-0,29903507771
1020.2022/0009968-0,29903507710
1020.2022/0007980-9,11904600734
1020.2022/0005645-0,15928700031
1020.2022/0006262-0,11356100170
1020.2022/0006386-4,00904502279
1020.2022/0007998-1,03101300452
1020.2022/0008264-8,17014600116
1020.2022/0008016-5,02100400800
1020.2022/0006911-0,02201900221
1020.2022/0008020-3,04118100231
