processo;despacho;contagem_dom;contagem_dispatched
1020.2022/0016008-8;deferido;1;correto
1020.2022/0016010-0;deferido;1;correto
1020.2022/0016013-4;deferido;1;correto
1020.2022/0016015-0;deferido;1;correto
1020.2022/0016016-9;deferido;1;correto
1020.2022/0016018-5;deferido;1;correto
1020.2022/0016019-3;deferido;1;correto
1020.2022/0016021-5;deferido;1;correto
1020.2022/0016069-0;deferido;1;correto
1020.2022/0016070-3;deferido;1;correto
1020.2022/0016071-1;deferido;1;correto
1020.2022/0016072-0;deferido;1;correto
1020.2022/0016073-8;deferido;1;correto
1020.2022/0016074-6;deferido;1;correto
1020.2022/0015994-2;deferido;1;correto
1020.2022/0015990-0;deferido;1;correto
1020.2022/0015970-5;deferido;1;correto
1020.2022/0015952-7;deferido;1;correto
1020.2022/0015954-3;deferido;1;correto
1020.2022/0015955-1;deferido;1;correto
1020.2022/0015956-0;deferido;1;correto
1020.2022/0015957-8;deferido;1;correto
1020.2022/0015959-4;deferido;1;correto
1020.2022/0015962-4;deferido;1;correto
1020.2022/0015963-2;deferido;1;correto
1020.2022/0015964-0;deferido;1;correto
1020.2022/0015966-7;deferido;1;correto
1020.2022/0015967-5;deferido;1;correto
1020.2022/0015968-3;deferido;1;correto
1020.2022/0015969-1;deferido;1;correto
1020.2022/0015971-3;deferido;1;correto
1020.2022/0015972-1;deferido;1;correto
1020.2022/0015973-0;deferido;1;correto
1020.2022/0015974-8;deferido;1;correto
1020.2022/0015975-6;deferido;1;correto
1020.2022/0015979-9;deferido;1;correto
1020.2022/0015982-9;deferido;1;correto
1020.2022/0015984-5;deferido;1;correto
1020.2022/0015985-3;deferido;1;correto
1020.2022/0015987-0;deferido;1;correto
1020.2022/0016075-4;deferido;1;correto
1020.2022/0016077-0;deferido;1;correto
1020.2022/0016167-0;deferido;1;correto
1020.2022/0016078-9;deferido;1;correto
1020.2022/0016127-0;deferido;1;correto
1020.2022/0020051-9;deferido;1;correto
1020.2022/0016130-0;deferido;1;correto
1020.2022/0016131-9;deferido;1;correto
1020.2022/0016136-0;deferido;1;correto
1020.2022/0016137-8;deferido;1;correto
1020.2022/0016138-6;deferido;1;correto
1020.2022/0016139-4;deferido;1;correto
1020.2022/0016140-8;deferido;1;correto
1020.2022/0016141-6;deferido;1;correto
1020.2022/0016142-4;deferido;1;correto
1020.2022/0016143-2;deferido;1;correto
1020.2022/0016149-1;deferido;1;correto
1020.2022/0016150-5;deferido;1;correto
1020.2022/0016151-3;deferido;1;correto
1020.2022/0016152-1;deferido;1;correto
1020.2022/0016153-0;deferido;1;correto
1020.2022/0016154-8;deferido;1;correto
1020.2022/0016155-6;deferido;1;correto
1020.2022/0016156-4;deferido;1;correto
1020.2022/0016157-2;deferido;1;correto
1020.2022/0016158-0;deferido;1;correto
1020.2022/0016159-9;deferido;1;correto
1020.2022/0016160-2;deferido;1;correto
1020.2022/0016161-0;deferido;1;correto
1020.2022/0016162-9;deferido;1;correto
1020.2022/0016164-5;deferido;1;correto
1020.2022/0016125-4;deferido;1;correto
1020.2022/0016124-6;deferido;1;correto
1020.2022/0016122-0;deferido;1;correto
1020.2022/0016097-5;deferido;1;correto
1020.2022/0016079-7;deferido;1;correto
1020.2022/0016080-0;deferido;1;correto
1020.2022/0016082-7;deferido;1;correto
1020.2022/0016084-3;deferido;1;correto
1020.2022/0016091-6;deferido;1;correto
1020.2022/0016092-4;deferido;1;correto
1020.2022/0016095-9;deferido;1;correto
1020.2022/0016121-1;deferido;1;correto
1020.2022/0016100-9;deferido;1;correto
1020.2022/0016103-3;deferido;1;correto
1020.2022/0016104-1;deferido;1;correto
1020.2022/0016105-0;deferido;1;correto
1020.2022/0016106-8;deferido;1;correto
1020.2022/0016107-6;deferido;1;correto
1020.2022/0016111-4;deferido;1;correto
1020.2022/0016120-3;deferido;1;correto
1020.2022/0015442-8;deferido;1;correto
1020.2022/0015440-1;deferido;1;correto
1020.2022/0015439-8;deferido;1;correto
1020.2022/0014634-4;deferido;1;correto
1020.2022/0014636-0;deferido;1;correto
1020.2022/0014637-9;deferido;1;correto
1020.2022/0014638-7;deferido;1;correto
1020.2022/0014639-5;deferido;1;correto
1020.2022/0014640-9;deferido;1;correto
1020.2022/0014641-7;deferido;1;correto
1020.2022/0014642-5;deferido;1;correto
1020.2022/0014643-3;deferido;1;correto
1020.2022/0014644-1;deferido;1;correto
1020.2022/0014645-0;deferido;1;correto
1020.2022/0014646-8;deferido;1;correto
1020.2022/0014647-6;deferido;1;correto
1020.2022/0014648-4;deferido;1;correto
1020.2022/0014649-2;deferido;1;correto
1020.2022/0014650-6;deferido;1;correto
1020.2022/0014651-4;deferido;1;correto
1020.2022/0014652-2;deferido;1;correto
1020.2022/0014653-0;deferido;1;correto
1020.2022/0014654-9;deferido;1;correto
1020.2022/0014655-7;deferido;1;correto
1020.2022/0014656-5;deferido;1;correto
1020.2022/0014657-3;deferido;1;correto
1020.2022/0014658-1;deferido;1;correto
1020.2022/0014659-0;deferido;1;correto
1020.2022/0014660-3;deferido;1;correto
1020.2022/0014661-1;deferido;1;correto
1020.2022/0014662-0;deferido;1;correto
1020.2022/0014663-8;deferido;1;correto
1020.2022/0014664-6;deferido;1;correto
1020.2022/0014635-2;deferido;1;correto
1020.2022/0014633-6;deferido;1;correto
1020.2022/0014631-0;deferido;1;correto
1020.2022/0014564-0;deferido;1;correto
1020.2022/0014566-6;deferido;1;correto
1020.2022/0014567-4;deferido;1;correto
1020.2022/0014570-4;deferido;1;correto
1020.2022/0014571-2;deferido;1;correto
1020.2022/0014572-0;deferido;1;correto
1020.2022/0014573-9;deferido;1;correto
1020.2022/0014574-7;deferido;1;correto
1020.2022/0014578-0;deferido;1;correto
1020.2022/0014579-8;deferido;1;correto
1020.2022/0014580-1;deferido;1;correto
1020.2022/0014581-0;deferido;1;correto
1020.2022/0014583-6;deferido;1;correto
1020.2022/0014585-2;deferido;1;correto
1020.2022/0014622-0;deferido;1;correto
1020.2022/0014623-9;deferido;1;correto
1020.2022/0014624-7;deferido;1;correto
1020.2022/0014625-5;deferido;1;correto
1020.2022/0014626-3;deferido;1;correto
1020.2022/0014627-1;deferido;1;correto
1020.2022/0014628-0;deferido;1;correto
1020.2022/0014629-8;deferido;1;correto
1020.2022/0014630-1;deferido;1;correto
1020.2022/0014665-4;deferido;1;correto
1020.2022/0014666-2;deferido;1;correto
1020.2022/0014667-0;deferido;1;correto
1020.2022/0014668-9;deferido;1;correto
1020.2022/0014703-0;deferido;1;correto
1020.2022/0014704-9;deferido;1;correto
1020.2022/0014705-7;deferido;1;correto
1020.2022/0014706-5;deferido;1;correto
1020.2022/0014707-3;deferido;1;correto
1020.2022/0014708-1;deferido;1;correto
1020.2022/0014710-3;deferido;1;correto
1020.2022/0014714-6;deferido;1;correto
1020.2022/0014716-2;deferido;1;correto
1020.2022/0014717-0;deferido;1;correto
1020.2022/0014719-7;deferido;1;correto
1020.2022/0014720-0;deferido;1;correto
1020.2022/0014721-9;deferido;1;correto
1020.2022/0014722-7;deferido;1;correto
1020.2022/0014723-5;deferido;1;correto
1020.2022/0014724-3;deferido;1;correto
1020.2022/0014726-0;deferido;1;correto
1020.2022/0014727-8;deferido;1;correto
1020.2022/0014728-6;deferido;1;correto
1020.2022/0014729-4;deferido;1;correto
1020.2022/0014730-8;deferido;1;correto
1020.2022/0014731-6;deferido;1;correto
1020.2022/0014732-4;deferido;1;correto
1020.2022/0014733-2;deferido;1;correto
1020.2022/0014734-0;deferido;1;correto
1020.2022/0014735-9;deferido;1;correto
1020.2022/0014788-0;deferido;1;correto
1020.2022/0014702-2;deferido;1;correto
1020.2022/0014701-4;deferido;1;correto
1020.2022/0014700-6;deferido;1;correto
1020.2022/0014683-2;deferido;1;correto
1020.2022/0014669-7;deferido;1;correto
1020.2022/0014670-0;deferido;1;correto
1020.2022/0014671-9;deferido;1;correto
1020.2022/0014672-7;deferido;1;correto
1020.2022/0014674-3;deferido;1;correto
1020.2022/0014675-1;deferido;1;correto
1020.2022/0014676-0;deferido;1;correto
1020.2022/0014677-8;deferido;1;correto
1020.2022/0014678-6;deferido;1;correto
1020.2022/0014679-4;deferido;1;correto
1020.2022/0014680-8;deferido;1;correto
1020.2022/0014681-6;deferido;1;correto
1020.2022/0014682-4;deferido;1;correto
1020.2022/0014684-0;deferido;1;correto
1020.2022/0014699-9;deferido;1;correto
1020.2022/0014685-9;deferido;1;correto
1020.2022/0014686-7;deferido;1;correto
1020.2022/0014687-5;deferido;1;correto
1020.2022/0014688-3;deferido;1;correto
1020.2022/0014689-1;deferido;1;correto
1020.2022/0014691-3;deferido;1;correto
1020.2022/0014692-1;deferido;1;correto
1020.2022/0014693-0;deferido;1;correto
1020.2022/0014694-8;deferido;1;correto
1020.2022/0014696-4;deferido;1;correto
1020.2022/0014697-2;deferido;1;correto
1020.2022/0014698-0;deferido;1;correto
1020.2022/0014563-1;deferido;1;correto
1020.2022/0014560-7;deferido;1;correto
1020.2022/0014485-6;deferido;1;correto
1020.2022/0014404-0;deferido;1;correto
1020.2022/0014406-6;deferido;1;correto
1020.2022/0014408-2;deferido;1;correto
1020.2022/0014410-4;deferido;1;correto
1020.2022/0014412-0;deferido;1;correto
1020.2022/0014462-7;deferido;1;correto
1020.2022/0014463-5;deferido;1;correto
1020.2022/0014464-3;deferido;1;correto
1020.2022/0014465-1;deferido;1;correto
1020.2022/0014466-0;deferido;1;correto
1020.2022/0014467-8;deferido;1;correto
1020.2022/0014468-6;deferido;1;correto
1020.2022/0014469-4;deferido;1;correto
1020.2022/0014470-8;deferido;1;correto
1020.2022/0014471-6;deferido;1;correto
1020.2022/0014472-4;deferido;1;correto
1020.2022/0014473-2;deferido;1;correto
1020.2022/0014474-0;deferido;1;correto
1020.2022/0014475-9;deferido;1;correto
1020.2022/0014476-7;deferido;1;correto
1020.2022/0014477-5;deferido;1;correto
1020.2022/0014478-3;deferido;1;correto
1020.2022/0014479-1;deferido;1;correto
1020.2022/0014480-5;deferido;1;correto
1020.2022/0014481-3;deferido;1;correto
1020.2022/0014482-1;deferido;1;correto
1020.2022/0014483-0;deferido;1;correto
1020.2022/0014400-7;deferido;1;correto
1020.2022/0014398-1;deferido;1;correto
1020.2022/0014397-3;deferido;1;correto
1020.2022/0014377-9;deferido;1;correto
1020.2022/0014307-8;deferido;1;correto
1020.2022/0014358-2;deferido;1;correto
1020.2022/0014362-0;deferido;1;correto
1020.2022/0014363-9;deferido;1;correto
1020.2022/0014364-7;deferido;1;correto
1020.2022/0014366-3;deferido;1;correto
1020.2022/0014367-1;deferido;1;correto
1020.2022/0014368-0;deferido;1;correto
1020.2022/0014372-8;deferido;1;correto
1020.2022/0014375-2;deferido;1;correto
1020.2022/0014376-0;deferido;1;correto
1020.2022/0014378-7;deferido;1;correto
1020.2022/0014396-5;deferido;1;correto
1020.2022/0014379-5;deferido;1;correto
1020.2022/0014380-9;deferido;1;correto
1020.2022/0014381-7;deferido;1;correto
1020.2022/0014382-5;deferido;1;correto
1020.2022/0014385-0;deferido;1;correto
1020.2022/0014390-6;deferido;1;correto
1020.2022/0014391-4;deferido;1;correto
1020.2022/0014393-0;deferido;1;correto
1020.2022/0014394-9;deferido;1;correto
1020.2022/0014395-7;deferido;1;correto
1020.2022/0014484-8;deferido;1;correto
1020.2022/0014486-4;deferido;1;correto
1020.2022/0014487-2;deferido;1;correto
1020.2022/0014521-6;deferido;1;correto
1020.2022/0014522-4;deferido;1;correto
1020.2022/0014523-2;deferido;1;correto
1020.2022/0014524-0;deferido;1;correto
1020.2022/0014525-9;deferido;1;correto
1020.2022/0014526-7;deferido;1;correto
1020.2022/0014527-5;deferido;1;correto
1020.2022/0014528-3;deferido;1;correto
1020.2022/0014529-1;deferido;1;correto
1020.2022/0014530-5;deferido;1;correto
1020.2022/0014532-1;deferido;1;correto
1020.2022/0014534-8;deferido;1;correto
1020.2022/0014537-2;deferido;1;correto
1020.2022/0014538-0;deferido;1;correto
1020.2022/0014539-9;deferido;1;correto
1020.2022/0014541-0;deferido;1;correto
1020.2022/0014543-7;deferido;1;correto
1020.2022/0014544-5;deferido;1;correto
1020.2022/0014545-3;deferido;1;correto
1020.2022/0014546-1;deferido;1;correto
1020.2022/0014547-0;deferido;1;correto
1020.2022/0014548-8;deferido;1;correto
1020.2022/0014549-6;deferido;1;correto
1020.2022/0014550-0;deferido;1;correto
1020.2022/0014551-8;deferido;1;correto
1020.2022/0014552-6;deferido;1;correto
1020.2022/0014553-4;deferido;1;correto
1020.2022/0014554-2;deferido;1;correto
1020.2022/0014555-0;deferido;1;correto
1020.2022/0014520-8;deferido;1;correto
1020.2022/0014519-4;deferido;1;correto
1020.2022/0014518-6;deferido;1;correto
1020.2022/0014502-0;deferido;1;correto
1020.2022/0014489-9;deferido;1;correto
1020.2022/0014490-2;deferido;1;correto
1020.2022/0014491-0;deferido;1;correto
1020.2022/0014492-9;deferido;1;correto
1020.2022/0014493-7;deferido;1;correto
1020.2022/0014494-5;deferido;1;correto
1020.2022/0014495-3;deferido;1;correto
1020.2022/0014496-1;deferido;1;correto
1020.2022/0014497-0;deferido;1;correto
1020.2022/0014498-8;deferido;1;correto
1020.2022/0014499-6;deferido;1;correto
1020.2022/0014500-3;deferido;1;correto
1020.2022/0014501-1;deferido;1;correto
1020.2022/0014503-8;deferido;1;correto
1020.2022/0014517-8;deferido;1;correto
1020.2022/0014504-6;deferido;1;correto
1020.2022/0014505-4;deferido;1;correto
1020.2022/0014506-2;deferido;1;correto
1020.2022/0014507-0;deferido;1;correto
1020.2022/0014508-9;deferido;1;correto
1020.2022/0014509-7;deferido;1;correto
1020.2022/0014510-0;deferido;1;correto
1020.2022/0014511-9;deferido;1;correto
1020.2022/0014512-7;deferido;1;correto
1020.2022/0014513-5;deferido;1;correto
1020.2022/0014514-3;deferido;1;correto
1020.2022/0014515-1;deferido;1;correto
1020.2022/0014516-0;deferido;1;correto
1020.2022/0014791-0;deferido;1;correto
1020.2022/0014792-8;deferido;1;correto
1020.2022/0015285-9;deferido;1;correto
1020.2022/0015185-2;deferido;1;correto
1020.2022/0015189-5;deferido;1;correto
1020.2022/0015190-9;deferido;1;correto
1020.2022/0015191-7;deferido;1;correto
1020.2022/0015192-5;deferido;1;correto
1020.2022/0015196-8;deferido;1;correto
1020.2022/0015197-6;deferido;1;correto
1020.2022/0015198-4;deferido;1;correto
1020.2022/0015199-2;deferido;1;correto
1020.2022/0015200-0;deferido;1;correto
1020.2022/0015202-6;deferido;1;correto
1020.2022/0015207-7;deferido;1;correto
1020.2022/0015259-0;deferido;1;correto
1020.2022/0015260-3;deferido;1;correto
1020.2022/0015261-1;deferido;1;correto
1020.2022/0015263-8;deferido;1;correto
1020.2022/0015267-0;deferido;1;correto
1020.2022/0015270-0;deferido;1;correto
1020.2022/0015271-9;deferido;1;correto
1020.2022/0015273-5;deferido;1;correto
1020.2022/0015275-1;deferido;1;correto
1020.2022/0015280-8;deferido;1;correto
1020.2022/0015182-8;deferido;1;correto
1020.2022/0015181-0;deferido;1;correto
1020.2022/0015180-1;deferido;1;correto
1020.2022/0015154-2;deferido;1;correto
1020.2022/0015083-0;deferido;1;correto
1020.2022/0015084-8;deferido;1;correto
1020.2022/0015086-4;deferido;1;correto
1020.2022/0015088-0;deferido;1;correto
1020.2022/0015145-3;deferido;1;correto
1020.2022/0015146-1;deferido;1;correto
1020.2022/0015147-0;deferido;1;correto
1020.2022/0015148-8;deferido;1;correto
1020.2022/0015149-6;deferido;1;correto
1020.2022/0015150-0;deferido;1;correto
1020.2022/0015151-8;deferido;1;correto
1020.2022/0015152-6;deferido;1;correto
1020.2022/0015153-4;deferido;1;correto
1020.2022/0015156-9;deferido;1;correto
1020.2022/0015179-8;deferido;1;correto
1020.2022/0015157-7;deferido;1;correto
1020.2022/0015158-5;deferido;1;correto
1020.2022/0015161-5;deferido;1;correto
1020.2022/0015162-3;deferido;1;correto
1020.2022/0015164-0;deferido;1;correto
1020.2022/0015167-4;deferido;1;correto
1020.2022/0015171-2;deferido;1;correto
1020.2022/0015172-0;deferido;1;correto
1020.2022/0015174-7;deferido;1;correto
1020.2022/0015175-5;deferido;1;correto
1020.2022/0015176-3;deferido;1;correto
1020.2022/0015178-0;deferido;1;correto
1020.2022/0015283-2;deferido;1;correto
1020.2022/0015081-3;deferido;1;correto
1020.2022/0015288-3;deferido;1;correto
1020.2022/0015374-0;deferido;1;correto
1020.2022/0015375-8;deferido;1;correto
1020.2022/0015376-6;deferido;1;correto
1020.2022/0015377-4;deferido;1;correto
1020.2022/0015378-2;deferido;1;correto
1020.2022/0015379-0;deferido;1;correto
1020.2022/0015380-4;deferido;1;correto
1020.2022/0015381-2;deferido;1;correto
1020.2022/0015382-0;deferido;1;correto
1020.2022/0015383-9;deferido;1;correto
1020.2022/0015384-7;deferido;1;correto
1020.2022/0015385-5;deferido;1;correto
1020.2022/0015386-3;deferido;1;correto
1020.2022/0015387-1;deferido;1;correto
1020.2022/0015388-0;deferido;1;correto
1020.2022/0015389-8;deferido;1;correto
1020.2022/0015390-1;deferido;1;correto
1020.2022/0015391-0;deferido;1;correto
1020.2022/0015392-8;deferido;1;correto
1020.2022/0015393-6;deferido;1;correto
1020.2022/0015394-4;deferido;1;correto
1020.2022/0015395-2;deferido;1;correto
1020.2022/0015396-0;deferido;1;correto
1020.2022/0015397-9;deferido;1;correto
1020.2022/0015399-5;deferido;1;correto
1020.2022/0015402-9;deferido;1;correto
1020.2022/0015434-7;deferido;1;correto
1020.2022/0015373-1;deferido;1;correto
1020.2022/0015372-3;deferido;1;correto
1020.2022/0015371-5;deferido;1;correto
1020.2022/0015289-1;deferido;1;correto
1020.2022/0015290-5;deferido;1;correto
1020.2022/0015292-1;deferido;1;correto
1020.2022/0015293-0;deferido;1;correto
1020.2022/0015332-4;deferido;1;correto
1020.2022/0015333-2;deferido;1;correto
1020.2022/0015334-0;deferido;1;correto
1020.2022/0015336-7;deferido;1;correto
1020.2022/0015337-5;deferido;1;correto
1020.2022/0015338-3;deferido;1;correto
1020.2022/0015343-0;deferido;1;correto
1020.2022/0015345-6;deferido;1;correto
1020.2022/0015346-4;deferido;1;correto
1020.2022/0015348-0;deferido;1;correto
1020.2022/0015370-7;deferido;1;correto
1020.2022/0015352-9;deferido;1;correto
1020.2022/0015354-5;deferido;1;correto
1020.2022/0015356-1;deferido;1;correto
1020.2022/0015357-0;deferido;1;correto
1020.2022/0015358-8;deferido;1;correto
1020.2022/0015359-6;deferido;1;correto
1020.2022/0015360-0;deferido;1;correto
1020.2022/0015362-6;deferido;1;correto
1020.2022/0015363-4;deferido;1;correto
1020.2022/0015364-2;deferido;1;correto
1020.2022/0015369-3;deferido;1;correto
1020.2022/0015082-1;deferido;1;correto
1020.2022/0015080-5;deferido;1;correto
1020.2022/0014794-4;deferido;1;correto
1020.2022/0014921-1;deferido;1;correto
1020.2022/0014841-0;deferido;1;correto
1020.2022/0014842-8;deferido;1;correto
1020.2022/0014843-6;deferido;1;correto
1020.2022/0014844-4;deferido;1;correto
1020.2022/0014845-2;deferido;1;correto
1020.2022/0014846-0;deferido;1;correto
1020.2022/0014847-9;deferido;1;correto
1020.2022/0014848-7;deferido;1;correto
1020.2022/0014849-5;deferido;1;correto
1020.2022/0014850-9;deferido;1;correto
1020.2022/0014851-7;deferido;1;correto
1020.2022/0014852-5;deferido;1;correto
1020.2022/0014855-0;deferido;1;correto
1020.2022/0014904-1;deferido;1;correto
1020.2022/0014905-0;deferido;1;correto
1020.2022/0014906-8;deferido;1;correto
1020.2022/0014907-6;deferido;1;correto
1020.2022/0014908-4;deferido;1;correto
1020.2022/0014909-2;deferido;1;correto
1020.2022/0014910-6;deferido;1;correto
1020.2022/0014911-4;deferido;1;correto
1020.2022/0014912-2;deferido;1;correto
1020.2022/0014913-0;deferido;1;correto
1020.2022/0014914-9;deferido;1;correto
1020.2022/0014915-7;deferido;1;correto
1020.2022/0014916-5;deferido;1;correto
1020.2022/0014917-3;deferido;1;correto
1020.2022/0014918-1;deferido;1;correto
1020.2022/0014919-0;deferido;1;correto
1020.2022/0014840-1;deferido;1;correto
1020.2022/0014839-8;deferido;1;correto
1020.2022/0014833-9;deferido;1;correto
1020.2022/0014815-0;deferido;1;correto
1020.2022/0014795-2;deferido;1;correto
1020.2022/0014797-9;deferido;1;correto
1020.2022/0014799-5;deferido;1;correto
1020.2022/0014800-2;deferido;1;correto
