processo;despacho;contagem_dom;contagem_dispatched
1020.2022/0007642-7;deferido;1;correto
1020.2022/0007524-2;deferido;1;correto
1020.2022/0007522-6;deferido;1;correto
1020.2022/0007426-2;deferido;1;correto
1020.2022/0007445-9;deferido;1;correto
1020.2022/0007428-9;deferido;1;correto
1020.2022/0007429-7;deferido;1;correto
1020.2022/0007431-9;deferido;1;correto
1020.2022/0007432-7;deferido;1;correto
1020.2022/0007433-5;deferido;1;correto
1020.2022/0007434-3;deferido;1;correto
1020.2022/0007435-1;deferido;1;correto
1020.2022/0007436-0;deferido;1;correto
1020.2022/0007438-6;deferido;1;correto
1020.2022/0007439-4;deferido;1;correto
1020.2022/0007441-6;deferido;1;correto
1020.2022/0007442-4;deferido;1;correto
1020.2022/0007443-2;deferido;1;correto
1020.2022/0007446-7;deferido;1;correto
1020.2022/0007518-8;deferido;1;correto
1020.2022/0007447-5;deferido;1;correto
1020.2022/0007450-5;deferido;1;correto
1020.2022/0007452-1;deferido;1;correto
1020.2022/0007458-0;deferido;1;correto
1020.2022/0007459-9;deferido;1;correto
1020.2022/0007461-0;deferido;1;correto
1020.2022/0007462-9;deferido;1;correto
1020.2022/0007463-7;deferido;1;correto
1020.2022/0007464-5;deferido;1;correto
1020.2022/0006972-2;deferido;1;correto
1020.2022/0006971-4;deferido;1;correto
1020.2022/0006620-0;deferido;1;correto
1020.2022/0006544-1;deferido;1;correto
1020.2022/0006548-4;deferido;1;correto
1020.2022/0006549-2;deferido;1;correto
1020.2022/0006551-4;deferido;1;correto
1020.2022/0006613-8;deferido;1;correto
1020.2022/0006614-6;deferido;1;correto
1020.2022/0006616-2;deferido;1;correto
1020.2022/0006618-9;deferido;1;correto
1020.2022/0006621-9;deferido;1;correto
1020.2022/0006540-9;deferido;1;correto
1020.2022/0006622-7;deferido;1;correto
1020.2022/0006623-5;deferido;1;correto
1020.2022/0006626-0;deferido;1;correto
1020.2022/0006632-4;deferido;1;correto
1020.2022/0006635-9;deferido;1;correto
1020.2022/0006639-1;deferido;1;correto
1020.2022/0006642-1;deferido;1;correto
1020.2022/0006648-0;deferido;1;correto
1020.2022/0006649-9;deferido;1;correto
1020.2022/0006650-2;deferido;1;correto
1020.2022/0006543-3;deferido;1;correto
1020.2022/0006539-5;deferido;1;correto
1020.2022/0006428-3;deferido;1;correto
1020.2022/0006430-5;deferido;1;correto
1020.2022/0006431-3;deferido;1;correto
1020.2022/0006433-0;deferido;1;correto
1020.2022/0006435-6;deferido;1;correto
1020.2022/0006437-2;deferido;1;correto
1020.2022/0006438-0;deferido;1;correto
1020.2022/0006439-9;deferido;1;correto
1020.2022/0006440-2;deferido;1;correto
1020.2022/0006441-0;deferido;1;correto
1020.2022/0006510-7;deferido;1;correto
1020.2022/0006512-3;deferido;1;correto
1020.2022/0006514-0;deferido;1;correto
1020.2022/0006538-7;deferido;1;correto
1020.2022/0006515-8;deferido;1;correto
1020.2022/0006520-4;deferido;1;correto
1020.2022/0006526-3;deferido;1;correto
1020.2022/0006529-8;deferido;1;correto
1020.2022/0006530-1;deferido;1;correto
1020.2022/0006532-8;deferido;1;correto
1020.2022/0006534-4;deferido;1;correto
1020.2022/0006536-0;deferido;1;correto
1020.2022/0006537-9;deferido;1;correto
1020.2022/0006651-0;deferido;1;correto
1020.2022/0006857-2;deferido;1;correto
1020.2022/0006934-0;deferido;1;correto
1020.2022/0006938-2;deferido;1;correto
1020.2022/0006939-0;deferido;1;correto
1020.2022/0006940-4;deferido;1;correto
1020.2022/0006942-0;deferido;1;correto
1020.2022/0006848-3;deferido;1;correto
1020.2022/0006943-9;deferido;1;correto
1020.2022/0006944-7;deferido;1;correto
1020.2022/0006946-3;deferido;1;correto
1020.2022/0006947-1;deferido;1;correto
1020.2022/0006950-1;deferido;1;correto
1020.2022/0006955-2;deferido;1;correto
1020.2022/0006961-7;deferido;1;correto
1020.2022/0006963-3;deferido;1;correto
1020.2022/0006964-1;deferido;1;correto
1020.2022/0006966-8;deferido;1;correto
1020.2022/0006849-1;deferido;1;correto
1020.2022/0006846-7;deferido;1;correto
1020.2022/0006655-3;deferido;1;correto
1020.2022/0006676-6;deferido;1;correto
1020.2022/0006659-6;deferido;1;correto
1020.2022/0006661-8;deferido;1;correto
1020.2022/0006662-6;deferido;1;correto
1020.2022/0006663-4;deferido;1;correto
1020.2022/0006664-2;deferido;1;correto
1020.2022/0006665-0;deferido;1;correto
1020.2022/0006668-5;deferido;1;correto
1020.2022/0006673-1;deferido;1;inexistente
1020.2022/0006679-0;deferido;1;correto
1020.2022/0006845-9;deferido;1;correto
1020.2022/0006680-4;deferido;1;correto
1020.2022/0006681-2;deferido;1;correto
1020.2022/0006767-3;deferido;1;correto
1020.2022/0006769-0;deferido;1;correto
1020.2022/0006772-0;deferido;1;correto
1020.2022/0006773-8;deferido;1;correto
1020.2022/0006774-6;deferido;1;correto
1020.2022/0006775-4;deferido;1;correto
1020.2022/0006778-9;deferido;1;correto
1020.2022/0006843-2;deferido;1;correto
1020.2022/0007648-6;deferido;1;correto
1020.2022/0007731-8;deferido;1;correto
1020.2022/0006367-8;deferido;1;correto
1020.2022/0007732-6;deferido;1;correto
1020.2022/0008338-5;deferido;1;correto
1020.2022/0008382-2;deferido;1;correto
1020.2022/0008384-9;deferido;1;correto
1020.2022/0008385-7;deferido;1;correto
1020.2022/0008388-1;deferido;1;correto
1020.2022/0008389-0;deferido;1;correto
1020.2022/0008393-8;deferido;1;correto
1020.2022/0008395-4;deferido;1;correto
1020.2022/0008396-2;deferido;1;inexistente
1020.2022/0008401-2;deferido;1;correto
1020.2022/0008402-0;deferido;1;correto
1020.2022/0008403-9;deferido;1;correto
1020.2022/0008405-5;deferido;1;correto
1020.2022/0008406-3;deferido;1;correto
1020.2022/0008407-1;deferido;1;correto
1020.2022/0008409-8;deferido;1;correto
1020.2022/0008410-1;deferido;1;correto
1020.2022/0008411-0;deferido;1;correto
1020.2022/0008420-9;deferido;1;correto
1020.2022/0008423-3;deferido;1;correto
1020.2022/0008425-0;deferido;1;correto
1020.2022/0008483-7;deferido;1;correto
1020.2022/0008333-4;deferido;1;correto
1020.2022/0008310-5;deferido;1;correto
1020.2022/0008295-8;deferido;1;correto
1020.2022/0008300-8;deferido;1;correto
1020.2022/0008302-4;deferido;1;correto
1020.2022/0008304-0;deferido;1;correto
1020.2022/0008305-9;deferido;1;correto
1020.2022/0008307-5;deferido;1;correto
1020.2022/0008308-3;deferido;1;correto
1020.2022/0008309-1;deferido;1;correto
1020.2022/0008328-8;deferido;1;correto
1020.2022/0008313-0;deferido;1;correto
1020.2022/0008314-8;deferido;1;correto
1020.2022/0008315-6;deferido;1;correto
1020.2022/0008317-2;deferido;1;correto
1020.2022/0008318-0;deferido;1;correto
1020.2022/0008319-9;deferido;1;correto
1020.2022/0008321-0;deferido;1;correto
1020.2022/0008484-5;deferido;1;correto
1020.2022/0008485-3;deferido;1;correto
1020.2022/0008487-0;deferido;1;correto
1020.2022/0008606-6;deferido;1;correto
1020.2022/0008607-4;deferido;1;correto
1020.2022/0008609-0;deferido;1;correto
1020.2022/0008610-4;deferido;1;correto
1020.2022/0008611-2;deferido;1;correto
1020.2022/0008612-0;deferido;1;correto
1020.2022/0008614-7;deferido;1;correto
1020.2022/0008615-5;deferido;1;correto
1020.2022/0008625-2;deferido;1;correto
1020.2022/0008653-8;deferido;1;correto
1020.2022/0008654-6;deferido;1;correto
1020.2022/0008657-0;deferido;1;correto
1020.2022/0008659-7;deferido;1;correto
1020.2022/0008660-0;deferido;1;correto
1020.2022/0008661-9;deferido;1;correto
1020.2022/0008662-7;deferido;1;correto
1020.2022/0008664-3;deferido;1;correto
1020.2022/0008667-8;deferido;1;correto
1020.2022/0008672-4;deferido;1;correto
1020.2022/0008673-2;deferido;1;correto
1020.2022/0008674-0;deferido;1;correto
1020.2022/0008675-9;deferido;1;correto
1020.2022/0008603-1;deferido;1;correto
1020.2022/0008488-8;deferido;1;correto
1020.2022/0008512-4;deferido;1;correto
1020.2022/0008490-0;deferido;1;correto
1020.2022/0008491-8;deferido;1;correto
1020.2022/0008492-6;deferido;1;correto
1020.2022/0008495-0;deferido;1;correto
1020.2022/0008497-7;deferido;1;correto
1020.2022/0008501-9;deferido;1;correto
1020.2022/0008503-5;deferido;1;correto
1020.2022/0008504-3;deferido;1;correto
1020.2022/0008505-1;deferido;1;correto
1020.2022/0008602-3;deferido;1;correto
1020.2022/0008515-9;deferido;1;correto
1020.2022/0008523-0;deferido;1;correto
1020.2022/0008524-8;deferido;1;correto
1020.2022/0008526-4;deferido;1;correto
1020.2022/0008530-2;deferido;1;correto
1020.2022/0008594-9;deferido;1;correto
1020.2022/0008596-5;deferido;1;correto
1020.2022/0008599-0;deferido;1;correto
1020.2022/0008601-5;deferido;1;correto
1020.2022/0008254-0;deferido;1;correto
1020.2022/0008253-2;deferido;1;correto
1020.2022/0008252-4;deferido;1;correto
1020.2022/0007951-5;deferido;1;correto
1020.2022/0007847-0;deferido;1;correto
1020.2022/0007848-9;deferido;1;correto
1020.2022/0007942-6;deferido;1;correto
1020.2022/0007943-4;deferido;1;correto
1020.2022/0007945-0;deferido;1;correto
1020.2022/0007946-9;deferido;1;correto
1020.2022/0007949-3;deferido;1;correto
1020.2022/0007950-7;deferido;1;correto
1020.2022/0007952-3;deferido;1;correto
1020.2022/0007842-0;deferido;1;correto
1020.2022/0007956-6;deferido;1;correto
1020.2022/0007958-2;deferido;1;correto
1020.2022/0007963-9;deferido;1;correto
1020.2022/0007965-5;deferido;1;correto
1020.2022/0007966-3;deferido;1;correto
1020.2022/0008055-6;deferido;1;correto
1020.2022/0007840-3;deferido;1;correto
1020.2022/0008059-9;deferido;1;correto
1020.2022/0007733-4;deferido;1;correto
1020.2022/0007735-0;deferido;1;correto
1020.2022/0007738-5;deferido;1;correto
1020.2022/0007739-3;deferido;1;correto
1020.2022/0007740-7;deferido;1;correto
1020.2022/0007741-5;deferido;1;correto
1020.2022/0007743-1;deferido;1;correto
1020.2022/0007745-8;deferido;1;correto
1020.2022/0007747-4;deferido;1;correto
1020.2022/0007748-2;deferido;1;correto
1020.2022/0007749-0;deferido;1;correto
1020.2022/0007752-0;deferido;1;correto
1020.2022/0007754-7;deferido;1;correto
1020.2022/0007839-0;deferido;1;correto
1020.2022/0007824-1;deferido;1;correto
1020.2022/0007825-0;deferido;1;correto
1020.2022/0007827-6;deferido;1;correto
1020.2022/0007828-4;deferido;1;correto
1020.2022/0007829-2;deferido;1;correto
1020.2022/0007832-2;deferido;1;correto
1020.2022/0007833-0;deferido;1;correto
1020.2022/0007834-9;deferido;1;correto
1020.2022/0007835-7;deferido;1;correto
1020.2022/0007836-5;deferido;1;correto
1020.2022/0008056-4;deferido;1;correto
1020.2022/0008064-5;deferido;1;correto
1020.2022/0008172-2;deferido;1;2
1020.2022/0008173-0;deferido;1;correto
1020.2022/0008175-7;deferido;1;correto
1020.2022/0008216-8;deferido;1;correto
1020.2022/0008218-4;deferido;1;correto
1020.2022/0008222-2;deferido;1;correto
1020.2022/0008224-9;deferido;1;correto
1020.2022/0008170-6;deferido;1;correto
1020.2022/0008228-1;deferido;1;correto
1020.2022/0008230-3;deferido;1;correto
1020.2022/0008231-1;deferido;1;correto
1020.2022/0008233-8;deferido;1;correto
1020.2022/0008234-6;deferido;1;correto
1020.2022/0008237-0;deferido;1;correto
1020.2022/0008239-7;deferido;1;correto
1020.2022/0008244-3;deferido;1;correto
1020.2022/0008246-0;deferido;1;correto
1020.2022/0008250-8;deferido;1;correto
1020.2022/0008169-2;deferido;1;correto
1020.2022/0008144-7;deferido;1;correto
1020.2022/0008069-6;deferido;1;correto
1020.2022/0008073-4;deferido;1;correto
1020.2022/0008074-2;deferido;1;correto
1020.2022/0008075-0;deferido;1;correto
1020.2022/0008080-7;deferido;1;correto
1020.2022/0008083-1;deferido;1;correto
1020.2022/0008084-0;deferido;1;correto
1020.2022/0008085-8;deferido;1;correto
1020.2022/0008143-9;deferido;1;correto
1020.2022/0008145-5;deferido;1;correto
1020.2022/0008146-3;deferido;1;correto
1020.2022/0008149-8;deferido;1;correto
1020.2022/0008154-4;deferido;1;correto
1020.2022/0008155-2;deferido;1;correto
1020.2022/0008156-0;deferido;1;correto
1020.2022/0008157-9;deferido;1;correto
1020.2022/0008160-9;deferido;1;correto
1020.2022/0008161-7;deferido;1;correto
1020.2022/0008165-0;deferido;1;correto
1020.2022/0008166-8;deferido;1;correto
1020.2022/0008167-6;deferido;1;correto
1020.2022/0006383-0;deferido;1;correto
1020.2022/0006332-5;deferido;1;correto
1020.2022/0008677-5;deferido;1;correto
1020.2022/0004618-8;deferido;1;correto
1020.2022/0004144-5;deferido;1;correto
1020.2022/0004145-3;deferido;1;correto
1020.2022/0004146-1;deferido;1;correto
1020.2022/0004148-8;deferido;1;correto
1020.2022/0004149-6;deferido;1;correto
1020.2022/0004150-0;deferido;1;correto
1020.2022/0004151-8;deferido;1;correto
1020.2022/0004153-4;deferido;1;correto
1020.2022/0004155-0;deferido;1;correto
1020.2022/0004157-7;deferido;1;correto
1020.2022/0004159-3;deferido;1;correto
1020.2022/0004160-7;deferido;1;correto
1020.2022/0004163-1;deferido;1;correto
1020.2022/0004252-2;deferido;1;correto
1020.2022/0004254-9;deferido;1;correto
1020.2022/0004255-7;deferido;1;correto
1020.2022/0004256-5;deferido;1;correto
1020.2022/0004257-3;deferido;1;correto
1020.2022/0004259-0;deferido;1;correto
1020.2022/0004263-8;deferido;1;correto
1020.2022/0004264-6;deferido;1;correto
1020.2022/0004265-4;deferido;1;correto
1020.2022/0004140-2;deferido;1;correto
1020.2022/0004139-9;deferido;1;correto
1020.2022/0004115-1;deferido;1;correto
1020.2022/0003925-4;deferido;1;correto
1020.2022/0003927-0;deferido;1;correto
1020.2022/0003929-7;deferido;1;correto
1020.2022/0003932-7;deferido;1;correto
1020.2022/0003934-3;deferido;1;correto
1020.2022/0004089-9;deferido;1;correto
1020.2022/0004108-9;deferido;1;correto
1020.2022/0004110-0;deferido;1;correto
1020.2022/0004113-5;deferido;1;correto
1020.2022/0004117-8;deferido;1;correto
1020.2022/0004134-8;deferido;1;correto
1020.2022/0004119-4;deferido;1;correto
1020.2022/0004123-2;deferido;1;correto
1020.2022/0004126-7;deferido;1;correto
1020.2022/0004128-3;deferido;1;correto
1020.2022/0004129-1;deferido;1;correto
1020.2022/0004130-5;deferido;1;correto
1020.2022/0004131-3;deferido;1;correto
1020.2022/0004132-1;deferido;1;correto
1020.2022/0004282-4;deferido;1;correto
1020.2022/0004283-2;deferido;1;correto
1020.2022/0004284-0;deferido;1;correto
1020.2022/0004425-8;deferido;1;correto
1020.2022/0004412-6;deferido;1;correto
1020.2022/0004415-0;deferido;1;correto
1020.2022/0004416-9;deferido;1;correto
1020.2022/0004418-5;deferido;1;correto
1020.2022/0004419-3;deferido;1;correto
1020.2022/0004420-7;deferido;1;correto
1020.2022/0004421-5;deferido;1;correto
1020.2022/0004422-3;deferido;1;correto
1020.2022/0004423-1;deferido;1;correto
1020.2022/0004428-2;deferido;1;correto
1020.2022/0004410-0;deferido;1;correto
1020.2022/0004429-0;deferido;1;correto
1020.2022/0004430-4;deferido;1;correto
1020.2022/0004431-2;deferido;1;correto
1020.2022/0004432-0;deferido;1;correto
1020.2022/0004433-9;deferido;1;correto
1020.2022/0004434-7;deferido;1;correto
1020.2022/0004436-3;deferido;1;correto
1020.2022/0004437-1;deferido;1;correto
1020.2022/0004438-0;deferido;1;correto
1020.2022/0004439-8;deferido;1;correto
1020.2022/0004595-5;deferido;1;correto
1020.2022/0004411-8;deferido;1;correto
1020.2022/0004409-6;deferido;1;correto
1020.2022/0004286-7;deferido;1;correto
1020.2022/0004302-2;deferido;1;correto
1020.2022/0004289-1;deferido;1;correto
1020.2022/0004290-5;deferido;1;correto
1020.2022/0004291-3;deferido;1;correto
1020.2022/0004292-1;deferido;1;correto
1020.2022/0004294-8;deferido;1;correto
1020.2022/0004299-9;deferido;1;correto
1020.2022/0004300-6;deferido;1;correto
1020.2022/0004301-4;deferido;1;correto
1020.2022/0004303-0;deferido;1;correto
1020.2022/0004407-0;deferido;1;correto
1020.2022/0004389-8;deferido;1;correto
1020.2022/0004390-1;deferido;1;correto
1020.2022/0004392-8;deferido;1;correto
1020.2022/0004395-2;deferido;1;correto
1020.2022/0004397-9;deferido;1;correto
1020.2022/0004400-2;deferido;1;correto
1020.2022/0003921-1;deferido;1;correto
1020.2022/0003581-0;deferido;1;correto
1020.2022/0003559-3;deferido;1;correto
1020.2022/0003562-3;deferido;1;correto
1020.2022/0003567-4;deferido;1;correto
1020.2022/0003569-0;deferido;1;correto
1020.2022/0003570-4;deferido;1;correto
1020.2022/0003571-2;deferido;1;correto
1020.2022/0003573-9;deferido;1;correto
1020.2022/0003574-7;deferido;1;correto
1020.2022/0003575-5;deferido;1;correto
1020.2022/0003579-8;deferido;1;correto
1020.2022/0003580-1;deferido;1;correto
1020.2022/0003583-6;deferido;1;correto
1020.2022/0003584-4;deferido;1;correto
1020.2022/0003586-0;deferido;1;correto
1020.2022/0003587-9;deferido;1;correto
1020.2022/0003589-5;deferido;1;correto
1020.2022/0003590-9;deferido;1;correto
1020.2022/0003650-6;deferido;1;correto
1020.2022/0003658-1;deferido;1;correto
1020.2022/0003659-0;deferido;1;correto
1020.2022/0003665-4;deferido;1;correto
1020.2022/0003558-5;deferido;1;correto
1020.2022/0003555-0;deferido;1;correto
1020.2022/0003667-0;deferido;1;correto
1020.2022/0003329-9;deferido;1;correto
1020.2022/0003260-8;deferido;1;correto
1020.2022/0003261-6;deferido;1;correto
1020.2022/0003264-0;deferido;1;correto
1020.2022/0003266-7;deferido;1;correto
1020.2022/0003267-5;deferido;1;correto
1020.2022/0003320-5;deferido;1;correto
1020.2022/0003321-3;deferido;1;correto
1020.2022/0003322-1;deferido;1;correto
1020.2022/0003325-6;deferido;1;correto
1020.2022/0003326-4;deferido;1;correto
1020.2022/0003327-2;deferido;1;correto
1020.2022/0003553-4;deferido;1;correto
1020.2022/0003331-0;deferido;1;correto
1020.2022/0003332-9;deferido;1;correto
1020.2022/0003335-3;deferido;1;correto
1020.2022/0003337-0;deferido;1;correto
1020.2022/0003343-4;deferido;1;correto
1020.2022/0003348-5;deferido;1;correto
1020.2022/0003351-5;deferido;1;correto
1020.2022/0003410-4;deferido;1;correto
1020.2022/0003666-2;deferido;1;correto
1020.2022/0003669-7;deferido;1;correto
1020.2022/0003918-1;deferido;1;correto
1020.2022/0003785-5;deferido;1;correto
1020.2022/0003786-3;deferido;1;correto
1020.2022/0003789-8;deferido;1;correto
1020.2022/0003790-1;deferido;1;correto
1020.2022/0003791-0;deferido;1;correto
1020.2022/0003795-2;deferido;1;correto
1020.2022/0003796-0;deferido;1;correto
1020.2022/0003797-9;deferido;1;correto
1020.2022/0003798-7;deferido;1;correto
1020.2022/0003880-0;deferido;1;correto
1020.2022/0003883-5;deferido;1;correto
1020.2022/0003886-0;deferido;1;correto
1020.2022/0003898-3;deferido;1;correto
1020.2022/0003783-9;deferido;1;correto
1020.2022/0003899-1;deferido;1;correto
1020.2022/0003902-5;deferido;1;correto
1020.2022/0003908-4;deferido;1;correto
1020.2022/0003912-2;deferido;1;correto
1020.2022/0003915-7;deferido;1;correto
1020.2022/0003916-5;deferido;1;correto
1020.2022/0003784-7;deferido;1;correto
1020.2022/0003670-0;deferido;1;correto
1020.2022/0003673-5;deferido;1;correto
1020.2022/0003674-3;deferido;1;correto
1020.2022/0003675-1;deferido;1;correto
1020.2022/0003676-0;deferido;1;correto
1020.2022/0003679-4;deferido;1;correto
1020.2022/0003681-6;deferido;1;correto
1020.2022/0003682-4;deferido;1;correto
1020.2022/0003762-6;deferido;1;correto
1020.2022/0003763-4;deferido;1;correto
1020.2022/0003781-2;deferido;1;correto
1020.2022/0003768-5;deferido;1;correto
1020.2022/0003769-3;deferido;1;correto
1020.2022/0003773-1;deferido;1;correto
1020.2022/0003774-0;deferido;1;correto
1020.2022/0003775-8;deferido;1;correto
1020.2022/0003776-6;deferido;1;correto
1020.2022/0003777-4;deferido;1;correto
1020.2022/0003778-2;deferido;1;correto
1020.2022/0003779-0;deferido;1;correto
1020.2022/0006331-7;deferido;1;correto
1020.2022/0004676-5;deferido;1;correto
1020.2022/0005893-3;deferido;1;correto
1020.2022/0005894-1;deferido;1;correto
1020.2022/0005895-0;deferido;1;correto
1020.2022/0005897-6;deferido;1;correto
1020.2022/0005900-0;deferido;1;correto
1020.2022/0005901-8;deferido;1;correto
1020.2022/0005905-0;deferido;1;correto
1020.2022/0005907-7;deferido;1;correto
1020.2022/0005908-5;deferido;1;correto
1020.2022/0005911-5;deferido;1;correto
1020.2022/0005912-3;deferido;1;correto
1020.2022/0005913-1;deferido;1;correto
1020.2022/0005982-4;deferido;1;correto
1020.2022/0005983-2;deferido;1;correto
1020.2022/0005988-3;deferido;1;correto
1020.2022/0005989-1;deferido;1;correto
1020.2022/0005990-5;deferido;1;correto
1020.2022/0005994-8;deferido;1;correto
1020.2022/0005998-0;deferido;1;correto
1020.2022/0005999-9;deferido;1;correto
1020.2022/0006000-8;deferido;1;correto
1020.2022/0005891-7;deferido;1;correto
1020.2022/0005887-9;deferido;1;correto
1020.2022/0005743-0;deferido;1;correto
1020.2022/0005593-4;deferido;1;correto
1020.2022/0005594-2;deferido;1;correto
1020.2022/0005596-9;deferido;1;correto
1020.2022/0005727-9;deferido;1;correto
1020.2022/0005729-5;deferido;1;correto
1020.2022/0005734-1;deferido;1;correto
1020.2022/0005741-4;deferido;1;correto
1020.2022/0005744-9;deferido;1;correto
1020.2022/0005886-0;deferido;1;correto
1020.2022/0005746-5;deferido;1;correto
1020.2022/0005747-3;deferido;1;correto
1020.2022/0005749-0;deferido;1;correto
1020.2022/0005751-1;deferido;1;correto
1020.2022/0005752-0;deferido;1;correto
1020.2022/0005759-7;deferido;1;correto
1020.2022/0005760-0;deferido;1;correto
1020.2022/0005882-8;deferido;1;correto
1020.2022/0005883-6;deferido;1;correto
1020.2022/0005884-4;deferido;1;correto
1020.2022/0006004-0;deferido;1;correto
1020.2022/0006005-9;deferido;1;correto
1020.2022/0006282-5;deferido;1;correto
1020.2022/0006287-6;deferido;1;correto
1020.2022/0006293-0;deferido;1;correto
1020.2022/0006298-1;deferido;1;correto
1020.2022/0006300-7;deferido;1;correto
1020.2022/0006301-5;deferido;1;correto
1020.2022/0006195-0;deferido;1;correto
1020.2022/0006310-4;deferido;1;correto
1020.2022/0006312-0;deferido;1;correto
1020.2022/0006313-9;deferido;1;correto
1020.2022/0006314-7;deferido;1;correto
1020.2022/0006317-1;deferido;1;correto
1020.2022/0006318-0;deferido;1;correto
1020.2022/0006319-8;deferido;1;correto
1020.2022/0006325-2;deferido;1;correto
1020.2022/0006326-0;deferido;1;correto
1020.2022/0006327-9;deferido;1;correto
1020.2022/0006329-5;deferido;1;correto
1020.2022/0006330-9;deferido;1;correto
1020.2022/0006192-6;deferido;1;correto
1020.2022/0006009-1;deferido;1;correto
1020.2022/0006157-8;deferido;1;correto
1020.2022/0006159-4;deferido;1;correto
1020.2022/0006160-8;deferido;1;correto
1020.2022/0006161-6;deferido;1;correto
1020.2022/0006162-4;deferido;1;correto
1020.2022/0006163-2;deferido;1;correto
1020.2022/0006168-3;deferido;1;correto
1020.2022/0006170-5;deferido;1;correto
1020.2022/0006174-8;deferido;1;correto
1020.2022/0006175-6;deferido;1;correto
1020.2022/0006178-0;deferido;1;correto
1020.2022/0006179-9;deferido;1;correto
1020.2022/0006181-0;deferido;1;correto
1020.2022/0006182-9;deferido;1;correto
1020.2022/0006183-7;deferido;1;correto
1020.2022/0006184-5;deferido;1;correto
1020.2022/0006188-8;deferido;1;correto
1020.2022/0005592-6;deferido;1;correto
1020.2022/0005588-8;deferido;1;correto
1020.2022/0004865-2;deferido;1;correto
1020.2022/0004849-0;deferido;1;correto
1020.2022/0004850-4;deferido;1;correto
1020.2022/0004852-0;deferido;1;correto
1020.2022/0004853-9;deferido;1;correto
1020.2022/0004860-1;deferido;1;correto
1020.2022/0004861-0;deferido;1;correto
1020.2022/0004864-4;deferido;1;correto
1020.2022/0004866-0;deferido;1;correto
1020.2022/0004848-2;deferido;1;correto
1020.2022/0004868-7;deferido;1;correto
1020.2022/0004869-5;deferido;1;correto
1020.2022/0004870-9;deferido;1;correto
1020.2022/0004871-7;deferido;1;correto
1020.2022/0004876-8;deferido;1;correto
1020.2022/0004877-6;deferido;1;correto
1020.2022/0004879-2;deferido;1;correto
1020.2022/0004883-0;deferido;1;correto
1020.2022/0004885-7;deferido;1;correto
1020.2022/0004891-1;deferido;1;correto
1020.2022/0004900-4;deferido;1;correto
1020.2022/0004808-3;deferido;1;correto
1020.2022/0004682-0;deferido;1;correto
1020.2022/0004685-4;deferido;1;correto
1020.2022/0004686-2;deferido;1;correto
1020.2022/0004693-5;deferido;1;correto
1020.2022/0004696-0;deferido;1;correto
1020.2022/0004806-7;deferido;1;correto
1020.2022/0004807-5;deferido;1;correto
1020.2022/0004809-1;deferido;1;correto
1020.2022/0004816-4;deferido;1;correto
1020.2022/0004819-9;deferido;1;correto
1020.2022/0004825-3;deferido;1;correto
1020.2022/0004827-0;deferido;1;correto
1020.2022/0004831-8;deferido;1;correto
1020.2022/0004833-4;deferido;1;correto
1020.2022/0004895-4;deferido;1;correto
1020.2022/0004902-0;deferido;1;correto
1020.2022/0005583-7;deferido;1;correto
1020.2022/0005382-6;deferido;1;correto
1020.2022/0005384-2;deferido;1;correto
1020.2022/0005385-0;deferido;1;correto
1020.2022/0005389-3;deferido;1;correto
1020.2022/0005390-7;deferido;1;correto
1020.2022/0005392-3;deferido;1;correto
1020.2022/0005393-1;deferido;1;correto
1020.2022/0005407-5;deferido;1;correto
1020.2022/0005380-0;deferido;1;correto
1020.2022/0005412-1;deferido;1;correto
1020.2022/0005414-8;deferido;1;correto
1020.2022/0005420-2;deferido;1;correto
1020.2022/0005578-0;deferido;1;correto
1020.2022/0005579-9;deferido;1;correto
1020.2022/0005581-0;deferido;1;correto
1020.2022/0005582-9;deferido;1;correto
1020.2022/0005381-8;deferido;1;correto
1020.2022/0005379-6;deferido;1;correto
1020.2022/0005204-8;deferido;1;correto
1020.2022/0005065-7;deferido;1;correto
1020.2022/0005067-3;deferido;1;correto
1020.2022/0005195-5;deferido;1;correto
1020.2022/0005197-1;deferido;1;correto
1020.2022/0005198-0;deferido;1;correto
1020.2022/0005199-8;deferido;1;correto
1020.2022/0005200-5;deferido;1;correto
1020.2022/0005206-4;deferido;1;correto
1020.2022/0005215-3;deferido;1;correto
1020.2022/0005217-0;deferido;1;correto
1020.2022/0005218-8;deferido;1;correto
1020.2022/0005222-6;deferido;1;correto
1020.2022/0005370-2;deferido;1;correto
1020.2022/0005373-7;deferido;1;correto
1020.2022/0005375-3;deferido;1;correto
1020.2022/0005376-1;deferido;1;correto
1020.2022/0008676-7;deferido;1;correto
1020.2022/0008679-1;deferido;1;correto
1020.2021/0016582-7;deferido;1;correto
1020.2022/0010812-4;deferido;1;correto
1020.2022/0010512-5;deferido;1;correto
1020.2022/0010513-3;deferido;1;correto
1020.2022/0010514-1;deferido;1;correto
1020.2022/0010582-6;deferido;1;correto
1020.2022/0010585-0;deferido;1;correto
1020.2022/0010586-9;deferido;1;correto
1020.2022/0010588-5;deferido;1;correto
1020.2022/0010590-7;deferido;1;correto
1020.2022/0010591-5;deferido;1;correto
1020.2022/0010592-3;deferido;1;correto
1020.2022/0010593-1;deferido;1;correto
1020.2022/0010594-0;deferido;1;correto
1020.2022/0010595-8;deferido;1;correto
1020.2022/0010596-6;deferido;1;correto
1020.2022/0010597-4;deferido;1;correto
1020.2022/0010598-2;deferido;1;correto
