n_protocolo;n_processo;despacho;data_despacho;coord_despacho;data_extracao
78982/2020;1020.2020/0015003-8;Despacho de Indeferimento Comum;01/02/2022;GTEC;2024.08.02
79241/2020;1020.2020/0014780-0;Despacho de Deferimento Comum;14/06/2023;GTEC;2024.08.02
79397/2020;1020.2020/0014748-7;Despacho de Deferimento Comum;05/09/2022;GTEC;2024.08.02
79468/2020;1020.2020/0015092-5;Despacho de Indeferimento Comum;27/06/2023;GTEC;2024.08.02
80041/2020;1020.2020/0014196-9;Despacho de Deferimento Comum;05/10/2023;GTEC;2024.08.02
80231/2020;1020.2020/0015016-0;Despacho de Deferimento Comum;14/05/2024;GTEC;2024.08.02
80538/2020;1020.2020/0015355-0;Despacho de Indeferimento Comum;23/01/2023;GTEC;2024.08.02
80621/2020;1020.2020/0014750-9;Despacho de Deferimento Comum;16/02/2024;GTEC;2024.08.02
80631/2020;1020.2020/0014766-5;Despacho de Deferimento Comum;19/04/2024;GTEC;2024.08.02
80658/2020;1020.2021/0001933-2;Despacho de Deferimento Comum;21/08/2023;GTEC;2024.08.02
80832/2020;1020.2020/0014747-9;Despacho de Deferimento Comum;08/03/2023;GTEC;2024.08.02
8088/2023;1020.2023/0004481-0;Despacho de Deferimento Comum;15/04/2023;GTEC;2024.08.02
80883/2020;1020.2020/0015040-2;Despacho de Indeferimento Comum;06/06/2024;GTEC;2024.08.02
80905/2020;1020.2020/0014749-5;Despacho de Deferimento Comum;19/09/2023;GTEC;2024.08.02
8111/2021;1020.2021/0001860-3;Despacho de Deferimento Comum;01/04/2023;GTEC;2024.08.02
81116/2020;1020.2020/0014738-0;Despacho de Deferimento Comum;05/09/2022;GTEC;2024.08.02
81177/2020;1020.2020/0015916-7;Despacho de Deferimento Comum;21/03/2024;GTEC;2024.08.02
81207/2020;1020.2020/0015205-7;Despacho de Deferimento Comum;02/05/2024;GTEC;2024.08.02
81207/2020;1020.2020/0015205-7;Despacho de Deferimento Comum;14/06/2024;GTEC;2024.08.02
81264/2020;1020.2020/0015064-0;Despacho de Deferimento Comum;05/09/2022;GTEC;2024.08.02
81275/2020;1020.2020/0015779-2;Despacho de Deferimento Comum;17/04/2024;GTEC;2024.08.02
81384/2020;1020.2020/0014944-7;Despacho de Indeferimento Comum;31/05/2022;GTEC;2024.08.02
81389/2020;1020.2020/0014823-8;Despacho de Deferimento Comum;27/10/2021;GTEC;2024.08.02
81478/2020;1020.2021/0004203-2;Despacho de Deferimento Comum;14/09/2023;GTEC;2024.08.02
81563/2020;1020.2020/0016110-2;Despacho de Deferimento Comum;16/01/2023;GTEC;2024.08.02
81777/2020;1020.2020/0015235-9;Despacho de Deferimento Comum;15/11/2023;GTEC;2024.08.02
81797/2020;1020.2020/0015025-9;Despacho de Deferimento Comum;28/09/2023;GTEC;2024.08.02
8182/2022;1020.2022/0002661-6;Despacho de Deferimento Comum;24/01/2024;GTEC;2024.08.02
81833/2020;1020.2021/0008944-6;Despacho de Indeferimento Comum;18/06/2024;GTEC;2024.08.02
81834/2020;1020.2020/0015178-6;Despacho de Deferimento Comum;23/06/2023;GTEC;2024.08.02
8186/2023;1020.2023/0004255-9;Despacho de Indeferimento Comum;03/08/2023;GTEC;2024.08.02
82049/2020;1020.2021/0002344-5;Despacho de Deferimento Comum;20/10/2022;GTEC;2024.08.02
8206/2022;1020.2022/0003183-0;Despacho de Deferimento Comum;18/08/2023;GTEC;2024.08.02
82178/2020;1020.2020/0015181-6;Despacho de Deferimento Comum;30/06/2023;GTEC;2024.08.02
82186/2020;1020.2020/0015180-8;Despacho de Deferimento Comum;14/08/2023;GTEC;2024.08.02
82212/2020;1020.2020/0014875-0;Despacho de Deferimento Comum;11/10/2023;GTEC;2024.08.02
82221/2020;1020.2021/0001273-7;Despacho de Indeferimento Comum;31/03/2023;GTEC;2024.08.02
82263/2020;1020.2020/0015031-3;Despacho de Deferimento Comum;21/02/2024;GTEC;2024.08.02
8241/2024;1020.2024/0006507-0;Despacho de Deferimento Comum;20/05/2024;GTEC;2024.08.02
82431/2020;1020.2021/0000038-0;Despacho de Indeferimento Comum;01/12/2021;GTEC;2024.08.02
82498/2020;1020.2020/0015062-3;Despacho de Indeferimento Comum;04/05/2023;GTEC;2024.08.02
82534/2020;1020.2020/0014919-6;Despacho de Deferimento Comum;02/10/2023;GTEC;2024.08.02
8266/2021;1020.2021/0004229-6;Despacho de Deferimento Comum;08/08/2022;GTEC;2024.08.02
8289/2021;1020.2021/0002723-8;Despacho de Deferimento Comum;22/03/2022;GTEC;2024.08.02
82928/2020;1020.2021/0002229-5;Despacho de Deferimento Comum;01/04/2024;GTEC;2024.08.02
82929/2020;1020.2020/0015582-0;Despacho de Deferimento Comum;09/09/2022;GTEC;2024.08.02
82953/2020;1020.2020/0015084-4;Despacho de Deferimento Comum;06/09/2022;GTEC;2024.08.02
82995/2020;1020.2020/0015249-9;Despacho de Deferimento Comum;04/07/2024;GTEC;2024.08.02
83021/2020;1020.2020/0016108-0;Despacho de Deferimento Comum;23/02/2024;GTEC;2024.08.02
8304/2023;1020.2023/0004265-6;Despacho de Deferimento Comum;29/06/2024;GTEC;2024.08.02
8306/2022;1020.2022/0002348-0;Despacho de Indeferimento Comum;19/01/2024;GTEC;2024.08.02
83100/2020;1020.2020/0015090-9;Despacho de Deferimento Comum;04/07/2024;GTEC;2024.08.02
83131/2020;1020.2020/0015286-3;Despacho de Indeferimento Comum;28/10/2021;GTEC;2024.08.02
83133/2020;1020.2021/0007471-6;Despacho de Deferimento Comum;01/04/2024;GTEC;2024.08.02
83167/2020;1020.2020/0015089-5;Despacho de Deferimento Comum;19/01/2024;GTEC;2024.08.02
83167/2020;1020.2020/0015089-5;Despacho de Deferimento Comum;19/12/2023;GTEC;2024.08.02
83185/2020;1020.2020/0015093-3;Despacho de Deferimento Comum;12/12/2023;GTEC;2024.08.02
83307/2020;1020.2020/0015133-6;Despacho de Deferimento Comum;07/03/2024;GTEC;2024.08.02
83395/2020;1020.2020/0016134-0;Despacho de Indeferimento Comum;26/09/2022;GTEC;2024.08.02
83493/2020;1020.2021/0000354-1;Despacho de Deferimento Comum;04/03/2024;GTEC;2024.08.02
83510/2020;1020.2020/0015603-6;Despacho de Indeferimento Comum;22/01/2024;GTEC;2024.08.02
83539/2020;1020.2020/0015682-6;Despacho de Deferimento Comum;19/03/2024;GTEC;2024.08.02
83629/2020;1020.2020/0015296-0;Despacho de Deferimento Comum;20/01/2023;GTEC;2024.08.02
83641/2020;1020.2020/0015300-2;Despacho de Deferimento Comum;11/07/2022;GTEC;2024.08.02
83713/2020;1020.2020/0015585-4;Despacho de Deferimento Comum;09/01/2023;GTEC;2024.08.02
8373/2022;1020.2022/0002665-9;Despacho de Deferimento Comum;23/08/2023;GTEC;2024.08.02
83738/2020;1020.2021/0000217-0;Despacho de Deferimento Comum;13/07/2023;GTEC;2024.08.02
8374/2024;1020.2024/0005663-2;Despacho de Deferimento Comum;20/03/2024;GTEC;2024.08.02
83893/2020;1020.2020/0015612-5;Despacho de Deferimento Comum;29/03/2023;GTEC;2024.08.02
839/2020;1020.2020/0000623-9;Despacho de Indeferimento Comum;12/11/2021;GTEC;2024.08.02
83986/2020;1020.2020/0015347-9;Despacho de Deferimento Comum;02/07/2024;GTEC;2024.08.02
84051/2020;1020.2021/0000725-3;Despacho de Indeferimento Comum;09/10/2023;GTEC;2024.08.02
84091/2020;1020.2020/0015483-1;Despacho de Indeferimento Comum;31/05/2022;GTEC;2024.08.02
84146/2020;1020.2020/0015720-2;Despacho de Deferimento Comum;02/05/2024;GTEC;2024.08.02
84176/2020;1020.2021/0000219-7;Despacho de Deferimento Comum;23/08/2022;GTEC;2024.08.02
84262/2020;1020.2020/0015536-6;Despacho de Deferimento Comum;29/07/2023;GTEC;2024.08.02
84288/2020;1020.2020/0015592-7;Despacho de Deferimento Comum;12/11/2021;GTEC;2024.08.02
84298/2020;1020.2020/0015725-3;Despacho de Indeferimento Comum;12/03/2024;GTEC;2024.08.02
84315/2020;1020.2020/0015527-7;Despacho de Deferimento Comum;27/06/2024;GTEC;2024.08.02
84395/2020;1020.2020/0015613-3;Despacho de Deferimento Comum;21/08/2023;GTEC;2024.08.02
84560/2020;1020.2021/0001300-8;Despacho de Deferimento Comum;23/06/2022;GTEC;2024.08.02
84615/2020;1020.2021/0000221-9;Despacho de Indeferimento Comum;08/08/2023;GTEC;2024.08.02
84746/2020;1020.2020/0015534-0;Despacho de Deferimento Comum;17/03/2023;GTEC;2024.08.02
84831/2020;1020.2020/0016073-4;Despacho de Deferimento Comum;28/09/2022;GTEC;2024.08.02
8529/2021;1020.2021/0001951-0;Despacho de Deferimento Comum;21/03/2023;GTEC;2024.08.02
8545/2022;1020.2022/0003596-8;Despacho de Deferimento Comum;29/09/2022;GTEC;2024.08.02
85499/2020;1020.2020/0015804-7;Despacho de Deferimento Comum;12/10/2023;GTEC;2024.08.02
85520/2020;1020.2020/0015803-9;Despacho de Deferimento Comum;29/02/2024;GTEC;2024.08.02
85542/2020;1020.2021/0000222-7;Despacho de Deferimento Comum;30/06/2023;GTEC;2024.08.02
85581/2020;1020.2021/0000350-9;Despacho de Indeferimento Comum;18/06/2024;GTEC;2024.08.02
85746/2020;1020.2021/0000480-7;Despacho de Indeferimento Comum;17/10/2023;GTEC;2024.08.02
85801/2020;1020.2020/0016129-3;Despacho de Deferimento Comum;02/02/2022;GTEC;2024.08.02
85825/2020;1020.2021/0000223-5;Despacho de Indeferimento Comum;06/12/2022;GTEC;2024.08.02
85894/2020;1020.2021/0000656-7;Despacho de Deferimento Comum;06/12/2023;GTEC;2024.08.02
85927/2020;1020.2021/0000591-9;Despacho de Indeferimento Comum;11/07/2024;GTEC;2024.08.02
85966/2020;1020.2021/0000444-0;Despacho de Deferimento Comum;31/08/2022;GTEC;2024.08.02
86005/2020;1020.2021/0006234-3;Despacho de Deferimento Comum;07/03/2024;GTEC;2024.08.02
86028/2020;1020.2021/0000225-1;Despacho de Deferimento Comum;26/09/2022;GTEC;2024.08.02
86112/2020;1020.2020/0016116-1;Despacho de Deferimento Comum;19/10/2022;GTEC;2024.08.02
86134/2020;1020.2020/0016088-2;Despacho de Deferimento Comum;06/09/2023;GTEC;2024.08.02
86140/2020;1020.2021/0002228-7;Despacho de Deferimento Comum;01/04/2024;GTEC;2024.08.02
8615/2022;1020.2022/0002347-1;Despacho de Deferimento Comum;29/02/2024;GTEC;2024.08.02
86181/2020;1020.2021/0002846-3;Despacho de Indeferimento Comum;10/05/2023;GTEC;2024.08.02
86236/2020;1020.2021/0005094-9;Despacho de Indeferimento Comum;16/01/2023;GTEC;2024.08.02
8636/2020;1020.2020/0012598-0;Despacho de Deferimento Comum;25/08/2022;GTEC;2024.08.02
8640/2021;1020.2021/0006593-8;Despacho de Deferimento Comum;28/05/2024;GTEC;2024.08.02
86473/2020;1020.2020/0016086-6;Despacho de Deferimento Comum;09/06/2022;GTEC;2024.08.02
86483/2020;1020.2020/0016121-8;Despacho de Deferimento Comum;08/03/2023;GTEC;2024.08.02
86554/2020;1020.2020/0016082-3;Despacho de Deferimento Comum;22/01/2024;GTEC;2024.08.02
86643/2020;1020.2020/0015958-2;Despacho de Deferimento Comum;18/01/2024;GTEC;2024.08.02
86666/2020;1020.2021/0000626-5;Despacho de Deferimento Comum;09/05/2023;GTEC;2024.08.02
86673/2020;1020.2021/0000578-1;Despacho de Deferimento Comum;14/06/2023;GTEC;2024.08.02
86705/2020;1020.2021/0001036-0;Despacho de Deferimento Comum;24/07/2024;GTEC;2024.08.02
86714/2020;1020.2021/0000072-0;Despacho de Deferimento Comum;21/08/2023;GTEC;2024.08.02
86728/2020;1020.2021/0000649-4;Despacho de Indeferimento Comum;02/03/2023;GTEC;2024.08.02
8693/2021;1020.2021/0001952-9;Despacho de Deferimento Comum;12/09/2023;GTEC;2024.08.02
8696/2021;1020.2021/0001946-4;Despacho de Deferimento Comum;24/10/2022;GTEC;2024.08.02
8710/2024;1020.2024/0006407-4;Despacho de Deferimento Comum;09/05/2024;GTEC;2024.08.02
87117/2020;1020.2021/0000166-2;Despacho de Deferimento Comum;04/10/2022;GTEC;2024.08.02
87123/2020;1020.2021/0000169-7;Despacho de Deferimento Comum;13/06/2023;GTEC;2024.08.02
8772/2021;1020.2021/0002837-4;Despacho de Indeferimento Comum;27/06/2023;GTEC;2024.08.02
8844/2023;1020.2023/0004686-4;Despacho de Deferimento Comum;10/08/2023;GTEC;2024.08.02
8864/2021;1020.2021/0001945-6;Despacho de Indeferimento Comum;24/10/2022;GTEC;2024.08.02
8905/2023;1020.2023/0005435-2;Despacho de Deferimento Comum;23/06/2023;GTEC;2024.08.02
8914/2023;1020.2023/0004550-7;Despacho de Deferimento Comum;13/07/2023;GTEC;2024.08.02
8957/2024;1020.2024/0008813-5;Despacho de Deferimento Comum;15/07/2024;GTEC;2024.08.02
8981/2021;1020.2021/0006314-5;Despacho de Deferimento Comum;21/06/2023;GTEC;2024.08.02
9000/2020;1020.2020/0014360-0;Despacho de Indeferimento Comum;14/06/2023;GTEC;2024.08.02
9011/2022;1020.2022/0004308-1;Despacho de Indeferimento Comum;13/07/2024;GTEC;2024.08.02
9029/2024;1020.2024/0006412-0;Despacho de Deferimento Comum;13/05/2024;GTEC;2024.08.02
9047/2021;1020.2021/0002936-2;Despacho de Deferimento Comum;29/04/2024;GTEC;2024.08.02
9047/2022;1020.2022/0003382-5;Despacho de Indeferimento Comum;09/01/2024;GTEC;2024.08.02
9049/2021;1020.2021/0005497-9;Despacho de Indeferimento Comum;24/05/2023;GTEC;2024.08.02
9190/2022;1020.2022/0005227-7;Despacho de Deferimento Comum;02/05/2023;GTEC;2024.08.02
92/2021;1020.2021/0002525-1;Despacho de Deferimento Comum;29/04/2024;GTEC;2024.08.02
9217/2020;1020.2020/0000355-8;Despacho de Indeferimento Comum;12/11/2021;GTEC;2024.08.02
9217/2022;1020.2022/0005252-8;Despacho de Deferimento Comum;25/07/2023;GTEC;2024.08.02
9242/2021;1020.2021/0005017-5;Despacho de Deferimento Comum;10/07/2023;GTEC;2024.08.02
9253/2021;1020.2021/0004937-1;Despacho de Deferimento Comum;31/03/2023;GTEC;2024.08.02
9266/2023;1020.2023/0006081-6;Despacho de Deferimento Comum;12/04/2023;GTEC;2024.08.02
9298/2022;1020.2022/0003745-6;Despacho de Deferimento Comum;13/07/2023;GTEC;2024.08.02
930/2020;1020.2020/0001431-2;Despacho de Indeferimento Comum;08/12/2022;GTEC;2024.08.02
9322/2024;1020.2024/0008179-3;Despacho de Deferimento Comum;23/04/2024;GTEC;2024.08.02
9360/2021;1020.2021/0002483-2;Despacho de Deferimento Comum;18/11/2022;GTEC;2024.08.02
9388/2022;1020.2022/0002707-8;Despacho de Indeferimento Comum;24/11/2023;GTEC;2024.08.02
9411/2021;1020.2021/0002937-0;Despacho de Deferimento Comum;13/09/2022;GTEC;2024.08.02
9462/2022;1020.2022/0005274-9;Despacho de Indeferimento Comum;04/05/2023;GTEC;2024.08.02
9475/2020;1020.2020/0004864-0;Despacho de Indeferimento Comum;26/09/2022;GTEC;2024.08.02
9480/2021;1020.2021/0002533-2;Despacho de Deferimento Comum;15/03/2023;GTEC;2024.08.02
9481/2020;1020.2020/0004863-2;Despacho de Deferimento Comum;21/08/2023;GTEC;2024.08.02
9487/2023;1020.2023/0005036-5;Despacho de Deferimento Comum;18/05/2023;GTEC;2024.08.02
9505/2022;1020.2022/0004620-0;Despacho de Deferimento Comum;24/06/2022;GTEC;2024.08.02
9535/2021;1020.2021/0003366-1;Despacho de Deferimento Comum;16/02/2024;GTEC;2024.08.02
9571/2022;1020.2022/0003196-2;Despacho de Deferimento Comum;20/06/2022;GTEC;2024.08.02
9651/2023;1020.2023/0005479-4;Despacho de Deferimento Comum;26/05/2023;GTEC;2024.08.02
9664/2021;1020.2021/0002841-2;Despacho de Indeferimento Comum;18/03/2024;GTEC;2024.08.02
9722/2021;1020.2021/0002198-1;Despacho de Indeferimento Comum;20/10/2022;GTEC;2024.08.02
9752/2023;1020.2023/0005677-0;Despacho de Deferimento Comum;24/01/2024;GTEC;2024.08.02
9768/2023;1020.2023/0005022-5;Despacho de Deferimento Comum;12/09/2023;GTEC;2024.08.02
9804/2020;1020.2020/0001077-5;Despacho de Indeferimento Comum;11/01/2021;GTEC;2024.08.02
9805/2021;1020.2021/0002677-0;Despacho de Indeferimento Comum;18/11/2021;GTEC;2024.08.02
9831/2020;1020.2020/0000026-5;Despacho de Deferimento Comum;28/09/2022;GTEC;2024.08.02
9879/2021;1020.2021/0002641-0;Despacho de Deferimento Comum;16/06/2023;GTEC;2024.08.02
9903/2022;1020.2022/0002706-0;Despacho de Indeferimento Comum;17/04/2024;GTEC;2024.08.02
9903/2023;1020.2023/0005144-2;Despacho de Deferimento Comum;27/04/2023;GTEC;2024.08.02
9911/2022;1020.2022/0004078-3;Despacho de Deferimento Comum;28/02/2023;GTEC;2024.08.02
9923/2021;1020.2021/0002543-0;Despacho de Deferimento Comum;29/01/2024;GTEC;2024.08.02
9926/2021;1020.2021/0003152-9;Despacho de Deferimento Comum;26/06/2023;GTEC;2024.08.02
999/2021;1020.2021/0002081-0;Despacho de Deferimento Comum;02/02/2024;GTEC;2024.08.02
10006/2020;1020.2020/0000258-6;Despacho de Deferimento Comum;31/10/2022;GTEC;2024.08.02
10011/2023;1020.2023/0005489-1;Despacho de Deferimento Comum;10/08/2023;GTEC;2024.08.02
10019/2021;1020.2021/0002564-2;Despacho de Deferimento Comum;03/12/2021;GTEC;2024.08.02
10082/2021;1020.2021/0004301-2;Despacho de Indeferimento Comum;17/12/2021;GTEC;2024.08.02
10091/2022;1020.2022/0003064-8;Despacho de Deferimento Comum;18/10/2023;GTEC;2024.08.02
10129/2022;1020.2022/0003283-7;Despacho de Deferimento Comum;06/06/2024;GTEC;2024.08.02
10130/2020;1020.2020/0000071-0;Despacho de Deferimento Comum;23/06/2021;GTEC;2024.08.02
10170/2024;1020.2024/0008592-6;Despacho de Deferimento Comum;26/06/2024;GTEC;2024.08.02
10171/2024;1020.2024/0008264-1;Despacho de Deferimento Comum;05/07/2024;GTEC;2024.08.02
10224/2020;1020.2020/0000072-9;Despacho de Indeferimento Comum;26/10/2022;GTEC;2024.08.02
1026/2020;1020.2020/0000433-3;Despacho de Deferimento Comum;18/06/2021;GTEC;2024.08.02
10312/2021;1020.2021/0002571-5;Despacho de Deferimento Comum;01/07/2022;GTEC;2024.08.02
10317/2022;1020.2022/0003293-4;Despacho de Deferimento Comum;01/07/2022;GTEC;2024.08.02
10318/2023;1020.2023/0005897-8;Despacho de Deferimento Comum;07/07/2023;GTEC;2024.08.02
1041/2020;1020.2020/0000330-2;Despacho de Deferimento Comum;22/04/2024;GTEC;2024.08.02
10410/2020;1020.2020/0000064-8;Despacho de Indeferimento Comum;28/12/2021;GTEC;2024.08.02
10486/2021;1020.2021/0002401-8;Despacho de Deferimento Comum;15/09/2022;GTEC;2024.08.02
10534/2022;1020.2022/0004191-7;Despacho de Deferimento Comum;22/02/2023;GTEC;2024.08.02
10539/2022;1020.2022/0003289-6;Despacho de Indeferimento Comum;19/09/2022;GTEC;2024.08.02
10547/2021;1020.2021/0002654-1;Despacho de Deferimento Comum;16/12/2021;GTEC;2024.08.02
10558/2022;1020.2022/0003222-5;Despacho de Deferimento Comum;27/06/2024;GTEC;2024.08.02
10563/2022;1020.2022/0003216-0;Despacho de Deferimento Comum;20/06/2023;GTEC;2024.08.02
10571/2022;1020.2022/0003220-9;Despacho de Deferimento Comum;07/04/2023;GTEC;2024.08.02
10578/2023;1020.2023/0005481-6;Despacho de Deferimento Comum;12/03/2024;GTEC;2024.08.02
10737/2020;1020.2020/0000134-2;Despacho de Deferimento Comum;10/09/2021;GTEC;2024.08.02
10750/2022;1020.2022/0006552-2;Despacho de Deferimento Comum;13/04/2024;GTEC;2024.08.02
10765/2021;1020.2021/0002874-9;Despacho de Deferimento Comum;13/10/2022;GTEC;2024.08.02
10766/2021;1020.2021/0006143-6;Despacho de Deferimento Comum;13/04/2023;GTEC;2024.08.02
10854/2021;1020.2021/0002864-1;Despacho de Deferimento Comum;10/08/2023;GTEC;2024.08.02
10924/2022;1020.2022/0003402-3;Despacho de Deferimento Comum;22/09/2023;GTEC;2024.08.02
10996/2020;1020.2020/0003325-2;Despacho de Deferimento Comum;28/06/2021;GTEC;2024.08.02
10996/2022;1020.2022/0003629-8;Despacho de Deferimento Comum;05/04/2023;GTEC;2024.08.02
11032/2022;1020.2022/0003072-9;Despacho de Indeferimento Comum;17/04/2023;GTEC;2024.08.02
11036/2021;1020.2021/0002863-3;Despacho de Indeferimento Comum;22/06/2022;GTEC;2024.08.02
11061/2023;1020.2023/0005895-1;Despacho de Deferimento Comum;27/04/2023;GTEC;2024.08.02
11080/2022;1020.2022/0003384-1;Despacho de Deferimento Comum;18/12/2023;GTEC;2024.08.02
11095/2020;1020.2020/0004278-2;Despacho de Indeferimento Comum;30/12/2021;GTEC;2024.08.02
11156/2020;1020.2020/0008246-6;Despacho de Deferimento Comum;11/03/2024;GTEC;2024.08.02
11160/2023;1020.2023/0005893-5;Despacho de Deferimento Comum;25/04/2023;GTEC;2024.08.02
11194/2020;1020.2020/0000067-2;Despacho de Deferimento Comum;18/01/2022;GTEC;2024.08.02
11206/2021;1020.2021/0006653-5;Despacho de Deferimento Comum;03/12/2021;GTEC;2024.08.02
11208/2022;1020.2022/0003235-7;Despacho de Indeferimento Comum;05/02/2024;GTEC;2024.08.02
11217/2020;1020.2020/0000150-4;Despacho de Deferimento Comum;15/10/2022;GTEC;2024.08.02
11261/2020;1020.2020/0000063-0;Despacho de Indeferimento Comum;22/11/2021;GTEC;2024.08.02
11286/2021;1020.2021/0002568-5;Despacho de Indeferimento Comum;23/10/2023;GTEC;2024.08.02
11316/2020;6068.2020/0000020-1;Despacho de Indeferimento Comum;03/04/2023;GTEC;2024.08.02
11322/2020;1020.2020/0000291-8;Despacho de Deferimento Comum;26/05/2023;GTEC;2024.08.02
11353/2021;1020.2021/0002577-4;Despacho de Deferimento Comum;02/12/2021;GTEC;2024.08.02
11404/2021;1020.2021/0003430-7;Despacho de Indeferimento Comum;16/11/2023;GTEC;2024.08.02
11417/2021;1020.2021/0002648-7;Despacho de Indeferimento Comum;14/11/2023;GTEC;2024.08.02
11484/2022;1020.2022/0003233-0;Despacho de Indeferimento Comum;05/02/2024;GTEC;2024.08.02
1149/2022;1020.2022/0000568-6;Despacho de Deferimento Comum;16/11/2023;GTEC;2024.08.02
11491/2021;1020.2021/0002871-4;Despacho de Deferimento Comum;12/09/2022;GTEC;2024.08.02
11499/2022;1020.2022/0004035-0;Despacho de Deferimento Comum;04/08/2023;GTEC;2024.08.02
1150/2021;1020.2021/0000422-0;Despacho de Deferimento Comum;07/05/2024;GTEC;2024.08.02
1150/2023;1020.2023/0000642-0;Despacho de Deferimento Comum;04/08/2023;GTEC;2024.08.02
1159/2023;1020.2023/0001361-3;Despacho de Deferimento Comum;16/02/2024;GTEC;2024.08.02
11590/2021;1020.2021/0002891-9;Despacho de Deferimento Comum;07/02/2023;GTEC;2024.08.02
11604/2022;1020.2022/0003966-1;Despacho de Deferimento Comum;02/08/2022;GTEC;2024.08.02
11649/2023;1020.2023/0006825-6;Despacho de Deferimento Comum;03/06/2023;GTEC;2024.08.02
11678/2021;1020.2021/0003050-6;Despacho de Deferimento Comum;13/12/2023;GTEC;2024.08.02
11681/2022;1020.2022/0003830-4;Despacho de Deferimento Comum;17/03/2023;GTEC;2024.08.02
11741/2021;1020.2021/0002663-0;Despacho de Indeferimento Comum;17/04/2023;GTEC;2024.08.02
11749/2020;1020.2020/0003459-3;Despacho de Deferimento Comum;05/11/2021;GTEC;2024.08.02
11769/2021;1020.2021/0004246-6;Despacho de Deferimento Comum;23/10/2023;GTEC;2024.08.02
11775/2024;1020.2024/0009453-4;Despacho de Deferimento Comum;12/07/2024;GTEC;2024.08.02
11870/2020;1020.2020/0000586-0;Despacho de Indeferimento Comum;22/11/2021;GTEC;2024.08.02
11870/2021;1020.2021/0003164-2;Despacho de Deferimento Comum;14/12/2023;GTEC;2024.08.02
11897/2020;1020.2020/0002474-1;Despacho de Deferimento Comum;11/05/2023;GTEC;2024.08.02
11908/2021;1020.2021/0002949-4;Despacho de Deferimento Comum;12/12/2022;GTEC;2024.08.02
11919/2022;1020.2022/0003986-6;Despacho de Deferimento Comum;09/01/2023;GTEC;2024.08.02
11986/2022;1020.2022/0004529-7;Despacho de Deferimento Comum;23/10/2023;GTEC;2024.08.02
1200/2020;1020.2020/0005147-1;Despacho de Deferimento Comum;01/03/2024;GTEC;2024.08.02
12030/2021;1020.2021/0004542-2;Despacho de Indeferimento Comum;26/10/2022;GTEC;2024.08.02
12062/2020;1020.2020/0000800-2;Despacho de Indeferimento Comum;22/02/2023;GTEC;2024.08.02
12118/2020;1020.2020/0000292-6;Despacho de Deferimento Comum;09/06/2022;GTEC;2024.08.02
1217/2022;1020.2022/0001625-4;Despacho de Deferimento Comum;10/07/2023;GTEC;2024.08.02
12171/2021;1020.2021/0003277-0;Despacho de Deferimento Comum;23/06/2021;GTEC;2024.08.02
12256/2020;1020.2020/0000802-9;Despacho de Deferimento Comum;28/06/2021;GTEC;2024.08.02
12312/2022;1020.2022/0005515-2;Despacho de Indeferimento Comum;14/10/2022;GTEC;2024.08.02
12334/2020;1020.2020/0002586-1;Despacho de Deferimento Comum;23/07/2021;GTEC;2024.08.02
12334/2022;1020.2022/0004182-8;Despacho de Deferimento Comum;23/10/2023;GTEC;2024.08.02
12340/2021;1020.2021/0007991-2;Despacho de Deferimento Comum;05/05/2023;GTEC;2024.08.02
12365/2021;1020.2021/0003755-1;Despacho de Deferimento Comum;27/05/2024;GTEC;2024.08.02
12391/2022;1020.2022/0004193-3;Despacho de Deferimento Comum;02/10/2023;GTEC;2024.08.02
124/2021;1020.2021/0002623-1;Despacho de Deferimento Comum;18/10/2021;GTEC;2024.08.02
12492/2020;1020.2020/0000250-0;Despacho de Deferimento Comum;21/06/2021;GTEC;2024.08.02
12499/2022;1020.2022/0006980-3;Despacho de Deferimento Comum;24/06/2024;GTEC;2024.08.02
1250/2021;1020.2021/0001024-6;Despacho de Indeferimento Comum;22/02/2023;GTEC;2024.08.02
12503/2022;1020.2022/0003983-1;Despacho de Deferimento Comum;14/10/2022;GTEC;2024.08.02
12513/2022;1020.2022/0004187-9;Despacho de Deferimento Comum;17/07/2024;GTEC;2024.08.02
12529/2021;1020.2021/0003252-5;Despacho de Deferimento Comum;29/08/2023;GTEC;2024.08.02
12547/2021;1020.2021/0002885-4;Despacho de Deferimento Comum;18/10/2023;GTEC;2024.08.02
12566/2020;1020.2020/0000307-8;Despacho de Deferimento Comum;03/08/2023;GTEC;2024.08.02
12566/2020;1020.2020/0000307-8;Despacho de Deferimento Comum;04/08/2023;GTEC;2024.08.02
12598/2022;1020.2022/0006718-5;Despacho de Indeferimento Comum;22/04/2024;GTEC;2024.08.02
12619/2022;1020.2022/0004532-7;Despacho de Indeferimento Comum;22/02/2023;GTEC;2024.08.02
12637/2022;1020.2022/0004216-6;Despacho de Deferimento Comum;21/05/2024;GTEC;2024.08.02
12674/2022;1020.2022/0005791-0;Despacho de Deferimento Comum;09/02/2024;GTEC;2024.08.02
12724/2022;1020.2022/0004570-0;Despacho de Indeferimento Comum;20/06/2024;GTEC;2024.08.02
12737/2022;1020.2022/0005009-6;Despacho de Deferimento Comum;13/05/2024;GTEC;2024.08.02
12784/2022;1020.2022/0004217-4;Despacho de Deferimento Comum;10/10/2023;GTEC;2024.08.02
12795/2023;1020.2023/0006916-3;Despacho de Deferimento Comum;18/08/2023;GTEC;2024.08.02
