dt_abertura,n_processos,n_protocolo,assunto,aditivo,tipo_requerimento,competencia,unidade,status
2021-03-25 15:08:59,2021-0.003.204-2,7214-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-01 10:36:08,2021-0.003.328-6,9131-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-01 15:21:27,2021-0.003.338-3,7695-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-01 19:11:39,2021-0.003.359-6,9883-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-06 21:58:41,2021-0.003.483-5,10409-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-08 19:07:18,2021-0.003.547-5,10679-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-08 19:47:38,2021-0.003.555-6,9873-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-08 20:02:59,2021-0.003.560-2,10514-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-09 19:00:03,2021-0.003.578-5,5549-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-12 21:53:10,2021-0.003.601-3,10865-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-13 20:58:26,2021-0.003.621-8,10740-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-13 21:03:36,2021-0.003.622-6,10743-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-13 21:24:06,2021-0.003.625-0,10896-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-15 16:32:27,2021-0.003.684-6,11658-21,Certificado de Conclusão de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-16 08:52:29,2021-0.003.722-2,11633-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-20 18:56:22,2021-0.003.799-0,11826-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-20 19:59:47,2021-0.003.812-1,9053-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-20 20:04:55,2021-0.003.815-6,9052-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-22 21:19:31,2021-0.003.856-3,11508-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-27 20:48:04,2021-0.003.928-4,11910-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-29 10:48:57,2021-0.003.970-5,12890-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-29 15:21:59,2021-0.003.979-9,12878-21,Alvará de Reparcelamento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-30 15:49:13,2021-0.004.005-3,13481-21,Certificado de Conclusão,Apostilamento,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-04-30 15:49:13,2021-0.004.005-3,39434-21,Certificado de Conclusão,Apostilamento,1º Recurso,SMUL,COMIN-GTEA,Indeferido
2021-04-30 21:12:23,2021-0.004.043-6,13049-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-05-03 20:41:51,2021-0.004.087-8,13261-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-05-03 20:45:38,2021-0.004.088-6,13271-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-05-03 20:49:46,2021-0.004.089-4,13277-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-05-05 19:26:48,2021-0.004.152-1,10639-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-05-05 20:02:26,2021-0.004.167-0,11392-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-05-05 20:06:14,2021-0.004.168-8,11411-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-05-05 20:36:23,2021-0.004.175-0,13555-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-05-14 00:00:00,2021-0.004.352-4,14518-21,Alvará de Execução de Demolição,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
2021-05-14 16:58:52,2021-0.004.293-5,14016-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,COMIN-GTEA,Indeferido
