dt_abertura,n_processos,n_protocolo,assunto,aditivo,tipo_requerimento,competencia,unidade,status
2021-02-15 19:24:55,2021-0.001.736-1,4450-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-15 19:35:48,2021-0.001.740-0,4481-21,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Indeferido
2021-02-15 19:38:39,2021-0.001.741-8,4503-21,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-15 19:45:27,2021-0.001.743-4,4510-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-17 08:21:14,2021-0.001.803-1,4322-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-17 15:17:59,2021-0.001.834-1,4081-21,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-17 19:22:15,2021-0.001.846-5,33317-22,Alvará de Aprovação de Reforma,Inicial,1º Recurso,SMUL,CAEPP,Em Análise
2021-02-18 20:48:06,2021-0.001.900-3,3387-21,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-18 20:50:04,2021-0.001.901-1,2387-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-18 20:50:43,2021-0.001.902-0,4382-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-19 07:35:24,2021-0.001.905-4,4610-21,Alvará de Execução de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-19 11:02:47,2021-0.001.917-8,4583-21,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Processando Comunique-se
2021-02-19 12:40:58,2021-0.001.926-7,4655-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-19 13:05:39,2021-0.001.927-5,4448-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-19 13:14:59,2021-0.001.928-3,4622-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-19 13:58:55,2021-0.001.932-1,4562-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-19 14:10:15,2021-0.001.937-2,21863-22,Alvará de Aprovação de Edificação Nova,Inicial,1º Recurso,SMUL,CAEPP,Em Análise
2021-02-19 14:53:46,2021-0.001.950-0,4637-21,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-19 15:03:34,2021-0.001.951-8,3857-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-19 16:03:32,2021-0.001.960-7,4664-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-19 16:06:13,2021-0.001.961-5,4701-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-19 20:54:42,2021-0.001.992-5,4441-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-22 08:47:26,2021-0.002.006-0,4753-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-22 11:32:36,2021-0.002.031-1,4864-21,Alvará de Desmembramento de Lote,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-22 14:00:48,2021-0.002.057-5,5139-21,Alvará de Execução de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-22 15:00:52,2021-0.002.067-2,4321-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-22 15:08:59,2021-0.002.068-0,4623-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-22 15:44:56,2021-0.002.073-7,4858-21,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-22 17:22:51,2021-0.002.083-4,4914-21,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-22 17:39:38,2021-0.002.079-6,8220-22,Alvará de Desmembramento de Lote,Inicial,Reconsideração,SMUL,CAEPP,Em Análise
2021-02-22 17:39:46,2021-0.002.085-0,4301-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-22 17:43:23,2021-0.002.080-0,21262-22,Alvará de Aprovação de Reforma,Inicial,1º Recurso,SMUL,CAEPP,Em Análise
2021-02-22 18:58:54,2021-0.002.090-7,2222-21,Alvará de Execução de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-22 19:00:37,2021-0.002.091-5,2225-21,Alvará de Remembramento de Lote,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-22 20:07:14,2021-0.002.110-5,4881-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-22 20:47:57,2021-0.002.102-4,10960-23,Alvará de Aprovação de Edificação Nova,Inicial,1º Recurso,SMUL,CAEPP,Em Análise
2021-02-22 23:55:31,2021-0.002.106-7,3598-23,Alvará de Aprovação de Reforma,Inicial,2º Recurso,SMUL,CAEPP,Em Análise
2021-02-23 00:24:33,2021-0.002.113-0,35477-22,Alvará de Aprovação de Reforma,Inicial,1º Recurso,SMUL,CAEPP,Em Análise
2021-02-23 14:24:50,2021-0.002.151-2,5348-21,Alvará de Execução de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-23 18:16:38,2021-0.002.159-8,5174-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-23 20:59:28,2021-0.002.164-4,2434-21,Alvará de Remembramento de Lote,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-23 21:12:53,2021-0.002.168-7,3308-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-23 21:18:18,2021-0.002.169-5,3730-21,Alvará de Aprovação de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-24 00:35:03,2021-0.002.174-1,19962-23,Alvará de Aprovação de Edificação Nova,Inicial,1º Recurso,SMUL,CAEPP,Em Análise
2021-02-24 09:28:05,2021-0.002.184-9,5117-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-24 11:19:54,2021-0.002.203-9,4101-21,Alvará de Aprovação de Reforma,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-24 19:15:14,2021-0.002.233-0,4681-21,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
2021-02-24 19:26:46,2021-0.002.236-5,5286-21,Alvará de Execução de Edificação Nova,Inicial,Inicial,SMUL,CAEPP,Em Análise
