n_processo;assunto;deferido;data_despacho;coord_despacho;situacao;n_protocolo;data_extracao
2018-0.042.952-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;26/07/2019 00:00;GTEL;Deferido - Encerrado;8737-18;2023.08.04
2018-0.083.091-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;26/07/2019 00:00;GTEL;Deferido - Encerrado;24737-18;2023.08.04
2018-0.095.382-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/07/2019 00:00;GTEL;Deferido - Encerrado;28466-18;2023.08.04
2017-0.157.614-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/07/2019 00:00;GTEL;Deferido - Encerrado;5297-18;2023.08.04
2018-0.036.482-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/07/2019 00:00;GTEL;Deferido - Encerrado;9004-18;2023.08.04
2018-0.111.567-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/07/2019 00:00;GTEL;Deferido - Encerrado;33876-18;2023.08.04
2018-0.128.115-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/07/2019 00:00;GTEL;Deferido - Encerrado;40214-18;2023.08.04
2017-0.037.578-0;Alvará de Licença para Residências Unifamiliares;Sim;31/07/2019 00:00;GTEL;Deferido - Encerrado;7472-18;2023.08.04
2016-0.033.601-5;Alvará de Licença para Residências Unifamiliares;Sim;31/07/2019 00:00;GTEL;Deferido - Encerrado;8312-18;2023.08.04
2019-0.005.469-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;02/08/2019 00:00;GTEL;Deferido - Encerrado;33391-18;2023.08.04
2019-0.031.688-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;02/08/2019 00:00;GTEL;Deferido - Encerrado;13072-19;2023.08.04
2018-0.112.503-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;03/08/2019 00:00;GTEL;Deferido - Encerrado;34856-18;2023.08.04
2019-0.000.768-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;03/08/2019 00:00;GTEL;Deferido - Encerrado;39629-18;2023.08.04
2019-0.033.474-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;03/08/2019 00:00;GTEL;Deferido - Encerrado;13708-19;2023.08.04
2018-0.113.580-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;03/08/2019 00:00;GTEL;Deferido - Encerrado;34606-18;2023.08.04
2018-0.114.943-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/08/2019 00:00;GTEL;Deferido - Encerrado;35531-18;2023.08.04
2018-0.119.346-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/08/2019 00:00;GTEL;Deferido - Encerrado;37044-18;2023.08.04
2018-0.055.337-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/08/2019 00:00;GTEL;Deferido - Encerrado;14668-18;2023.08.04
2019-0.020.353-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/08/2019 00:00;GTEL;Deferido - Encerrado;5546-19;2023.08.04
2018-0.043.542-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/08/2019 00:00;GTEL;Deferido - Encerrado;11695-18;2023.08.04
2018-0.085.742-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/08/2019 00:00;GTEL;Deferido - Encerrado;26361-18;2023.08.04
2019-0.033.970-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/08/2019 00:00;GTEL;Deferido - Encerrado;14146-19;2023.08.04
2019-0.033.505-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/08/2019 00:00;GTEL;Deferido - Encerrado;14815-19;2023.08.04
2019-0.034.504-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/08/2019 00:00;GTEL;Deferido - Encerrado;16743-19;2023.08.04
2019-0.034.738-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/08/2019 00:00;GTEL;Deferido - Encerrado;16970-19;2023.08.04
2019-0.035.323-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;07/08/2019 00:00;GTEL;Deferido - Encerrado;17910-19;2023.08.04
2019-0.011.615-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;07/08/2019 00:00;GTEL;Deferido - Encerrado;3513-19;2023.08.04
2019-0.018.576-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;08/08/2019 00:00;GTEL;Deferido - Encerrado;5950-19;2023.08.04
2018-0.115.944-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;09/08/2019 00:00;GTEL;Deferido - Encerrado;35853-18;2023.08.04
2019-0.001.280-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;13/08/2019 00:00;GTEL;Deferido - Encerrado;174-19;2023.08.04
2018-0.125.180-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;13/08/2019 00:00;GTEL;Deferido - Encerrado;10551-19;2023.08.04
2018-0.120.790-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;15/08/2019 00:00;GTEL;Deferido - Encerrado;36247-18;2023.08.04
2018-0.113.023-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;33818-18;2023.08.04
2018-0.120.252-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;37364-18;2023.08.04
2018-0.080.203-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;15228-18;2023.08.04
2018-0.106.232-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;32923-18;2023.08.04
2018-0.091.726-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;28258-18;2023.08.04
2018-0.044.429-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;8364-18;2023.08.04
2018-0.062.100-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;16554-18;2023.08.04
2018-0.095.383-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;28753-18;2023.08.04
2018-0.099.450-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;30623-18;2023.08.04
2018-0.092.187-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;28390-18;2023.08.04
2018-0.115.978-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;36251-18;2023.08.04
2018-0.080.519-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;24864-18;2023.08.04
2018-0.097.035-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;28652-18;2023.08.04
2018-0.088.030-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;27246-18;2023.08.04
2018-0.044.132-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;11916-18;2023.08.04
2018-0.047.741-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;12811-18;2023.08.04
2018-0.114.407-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;16/08/2019 00:00;GTEL;Deferido - Encerrado;35171-18;2023.08.04
2019-0.021.874-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;8466-19;2023.08.04
2018-0.119.335-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;36675-18;2023.08.04
2018-0.045.509-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;10647-18;2023.08.04
2018-0.048.335-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;10663-18;2023.08.04
2018-0.050.014-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;13722-18;2023.08.04
2018-0.110.448-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;34290-18;2023.08.04
2018-0.112.511-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;34962-18;2023.08.04
2018-0.122.444-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;38193-18;2023.08.04
2018-0.127.214-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;39703-18;2023.08.04
2018-0.127.248-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;39378-18;2023.08.04
2018-0.127.776-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;39842-18;2023.08.04
2018-0.127.843-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;39922-18;2023.08.04
2019-0.000.937-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;34717-18;2023.08.04
2019-0.005.077-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;713-19;2023.08.04
2019-0.009.746-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;3112-19;2023.08.04
2019-0.011.173-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;3375-19;2023.08.04
2019-0.011.205-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;3735-19;2023.08.04
2019-0.012.914-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;4239-19;2023.08.04
2019-0.013.378-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;17/08/2019 00:00;GTEL;Deferido - Encerrado;4861-19;2023.08.04
2019-0.023.232-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/08/2019 00:00;GTEL;Deferido - Encerrado;9225-19;2023.08.04
2019-0.021.851-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/08/2019 00:00;GTEL;Deferido - Encerrado;8445-19;2023.08.04
2019-0.033.404-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/08/2019 00:00;GTEL;Deferido - Encerrado;14906-19;2023.08.04
2019-0.034.325-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/08/2019 00:00;GTEL;Deferido - Encerrado;15335-19;2023.08.04
2019-0.016.329-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/08/2019 00:00;GTEL;Deferido - Encerrado;1895-19;2023.08.04
2019-0.016.596-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/08/2019 00:00;GTEL;Deferido - Encerrado;5787-19;2023.08.04
2019-0.025.053-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/08/2019 00:00;GTEL;Deferido - Encerrado;8874-19;2023.08.04
2019-0.029.745-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/08/2019 00:00;GTEL;Deferido - Encerrado;12923-19;2023.08.04
2019-0.030.731-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/08/2019 00:00;GTEL;Deferido - Encerrado;11004-19;2023.08.04
2019-0.033.681-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/08/2019 00:00;GTEL;Deferido - Encerrado;15324-19;2023.08.04
2019-0.035.291-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/08/2019 00:00;GTEL;Deferido - Encerrado;16859-19;2023.08.04
2019-0.035.670-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/08/2019 00:00;GTEL;Deferido - Encerrado;18838-19;2023.08.04
2018-0.124.681-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/08/2019 00:00;GTEL;Deferido - Encerrado;37244-18;2023.08.04
2018-0.078.903-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/08/2019 00:00;GTEL;Deferido - Encerrado;24583-18;2023.08.04
2018-0.068.231-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;21/08/2019 00:00;GTEL;Deferido - Encerrado;21016-18;2023.08.04
2018-0.070.190-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;21/08/2019 00:00;GTEL;Deferido - Encerrado;18227-18;2023.08.04
2019-0.010.855-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;23/08/2019 00:00;GTEL;Deferido - Encerrado;3029-19;2023.08.04
2019-0.017.893-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;23/08/2019 00:00;GTEL;Deferido - Encerrado;6583-19;2023.08.04
2019-0.019.190-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;23/08/2019 00:00;GTEL;Deferido - Encerrado;6562-19;2023.08.04
2016-0.163.802-3;Alvará de Licença para Residências Unifamiliares;Sim;23/08/2019 00:00;GTEL;Deferido - Encerrado;21645-17;2023.08.04
2018-0.050.499-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;24/08/2019 00:00;GTEL;Deferido - Encerrado;13832-18;2023.08.04
2018-0.121.909-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;24/08/2019 00:00;GTEL;Deferido - Encerrado;37916-18;2023.08.04
2019-0.016.348-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;24/08/2019 00:00;GTEL;Deferido - Encerrado;5940-19;2023.08.04
2019-0.028.621-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;24/08/2019 00:00;GTEL;Deferido - Encerrado;12466-19;2023.08.04
2019-0.027.208-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;24/08/2019 00:00;GTEL;Deferido - Encerrado;10029-19;2023.08.04
2018-0.035.879-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;24/08/2019 00:00;GTEL;Deferido - Encerrado;9638-18;2023.08.04
2019-0.020.129-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;24/08/2019 00:00;GTEL;Deferido - Encerrado;5675-19;2023.08.04
2018-0.086.952-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;24/08/2019 00:00;GTEL;Deferido - Encerrado;27199-18;2023.08.04
2018-0.035.268-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;24/08/2019 00:00;GTEL;Deferido - Encerrado;9224-18;2023.08.04
2019-0.033.517-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;24/08/2019 00:00;GTEL;Deferido - Encerrado;12748-19;2023.08.04
2019-0.026.825-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;24/08/2019 00:00;GTEL;Deferido - Encerrado;11231-19;2023.08.04
2018-0.100.503-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;27/08/2019 00:00;GTEL;Deferido - Encerrado;30971-18;2023.08.04
2018-0.022.170-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;27/08/2019 00:00;GTEL;Deferido - Encerrado;14961-18;2023.08.04
2018-0.068.662-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;27/08/2019 00:00;GTEL;Deferido - Encerrado;37052-18;2023.08.04
2018-0.082.000-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;27/08/2019 00:00;GTEL;Deferido - Encerrado;37422-18;2023.08.04
2019-0.018.164-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;27/08/2019 00:00;GTEL;Deferido - Encerrado;21426-19;2023.08.04
2019-0.004.988-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;27/08/2019 00:00;GTEL;Deferido - Encerrado;595-19;2023.08.04
2018-0.044.910-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;27/08/2019 00:00;GTEL;Deferido - Encerrado;12158-18;2023.08.04
2018-0.063.118-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;27/08/2019 00:00;GTEL;Deferido - Encerrado;29940-18;2023.08.04
2017-0.119.586-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;27/08/2019 00:00;GTEL;Deferido - Encerrado;38124-17;2023.08.04
2018-0.044.442-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;12336-18;2023.08.04
2017-0.171.985-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;12204-18;2023.08.04
2018-0.118.276-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;36846-18;2023.08.04
2018-0.119.711-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;36732-18;2023.08.04
2019-0.009.729-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;3047-19;2023.08.04
2019-0.010.892-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;2921-19;2023.08.04
2019-0.012.909-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;3554-19;2023.08.04
2019-0.017.851-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;6426-19;2023.08.04
2019-0.018.162-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;5876-19;2023.08.04
2019-0.018.507-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;6849-19;2023.08.04
2019-0.023.895-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;9641-19;2023.08.04
2019-0.025.111-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;10020-19;2023.08.04
2019-0.030.724-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;13379-19;2023.08.04
2019-0.034.744-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;17016-19;2023.08.04
2019-0.035.592-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;17381-19;2023.08.04
2018-0.100.060-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;31/08/2019 00:00;GTEL;Deferido - Encerrado;30866-18;2023.08.04
2019-0.026.427-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;03/09/2019 00:00;GTEL;Deferido - Encerrado;11117-19;2023.08.04
2019-0.039.603-0;Alvará de Licença para Residências Unifamiliares;Sim;03/09/2019 00:00;GTEL;Deferido - Encerrado;26737-19;2023.08.04
2019-0.038.429-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;03/09/2019 00:00;GTEL;Deferido - Encerrado;24041-19;2023.08.04
2018-0.092.189-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;03/09/2019 00:00;GTEL;Deferido - Encerrado;28419-18;2023.08.04
2018-0.088.640-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;05/09/2019 00:00;GTEL;Deferido - Encerrado;27432-18;2023.08.04
2018-0.069.178-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;05/09/2019 00:00;GTEL;Deferido - Encerrado;19493-18;2023.08.04
2019-0.039.694-3;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;05/09/2019 00:00;GTEL;Deferido - Encerrado;26845-19;2023.08.04
2018-0.092.205-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;06/09/2019 00:00;GTEL;Deferido - Encerrado;28717-18;2023.08.04
2017-0.120.334-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;15/09/2018 00:00;GTEL;Deferido - Encerrado;22164-17;2023.08.04
2017-0.138.233-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;15/09/2018 00:00;GTEL;Deferido - Encerrado;26064-17;2023.08.04
2016-0.224.697-8;Alvará de Licença para Residências Unifamiliares;Sim;15/09/2018 00:00;GTEL;Deferido - Encerrado;32718-16;2023.08.04
2017-0.125.670-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;19/09/2018 00:00;GTEL;Deferido - Encerrado;23220-17;2023.08.04
2018-0.002.203-0;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/09/2018 00:00;GTEL;Deferido - Encerrado;81-18;2023.08.04
2018-0.008.417-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/09/2018 00:00;GTEL;Deferido - Encerrado;1968-18;2023.08.04
2018-0.014.573-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/09/2018 00:00;GTEL;Deferido - Encerrado;3288-18;2023.08.04
2017-0.173.374-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/09/2018 00:00;GTEL;Deferido - Encerrado;32301-17;2023.08.04
2017-0.079.944-0;Alvará de Licença para Residências Unifamiliares;Sim;20/09/2018 00:00;GTEL;Deferido - Encerrado;12337-17;2023.08.04
2017-0.054.256-3;Alvará de Licença para Residências Unifamiliares;Sim;20/09/2018 00:00;GTEL;Deferido - Encerrado;8696-17;2023.08.04
2017-0.178.003-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/09/2018 00:00;GTEL;Deferido - Encerrado;34735-17;2023.08.04
2018-0.087.564-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;20/09/2018 00:00;GTEL;Deferido - Encerrado;27289-18;2023.08.04
2017-0.044.985-7;Alvará de Licença para Residências Unifamiliares;Sim;21/09/2018 00:00;GTEL;Deferido - Encerrado;6852-17;2023.08.04
2017-0.173.367-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;21/09/2018 00:00;GTEL;Deferido - Encerrado;32894-17;2023.08.04
2017-0.185.572-7;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;22/09/2018 00:00;GTEL;Deferido - Encerrado;36996-17;2023.08.04
2017-0.153.788-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;25/09/2018 00:00;GTEL;Deferido - Encerrado;6679-18;2023.08.04
2016-0.204.296-5;Alvará de Licença para Residências Unifamiliares;Sim;25/09/2018 00:00;GTEL;Deferido - Encerrado;29517-16;2023.08.04
2018-0.063.113-4;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;25/09/2018 00:00;GTEL;Deferido - Encerrado;18776-18;2023.08.04
2017-0.089.489-3;Alvará de Licença para Residências Unifamiliares;Sim;26/09/2018 00:00;GTEL;Deferido - Encerrado;18385-18;2023.08.04
2017-0.160.687-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;26/09/2018 00:00;GTEL;Deferido - Encerrado;29943-17;2023.08.04
2017-0.117.473-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;27/09/2018 00:00;GTEL;Deferido - Encerrado;20296-17;2023.08.04
2017-0.163.466-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;27/09/2018 00:00;GTEL;Deferido - Encerrado;32043-17;2023.08.04
2017-0.175.397-5;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;27/09/2018 00:00;GTEL;Deferido - Encerrado;34038-17;2023.08.04
2017-0.147.167-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;27/09/2018 00:00;GTEL;Deferido - Encerrado;6739-18;2023.08.04
2018-0.044.923-9;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;29/09/2018 00:00;GTEL;Deferido - Encerrado;12517-18;2023.08.04
2018-0.050.928-2;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;29/09/2018 00:00;GTEL;Deferido - Encerrado;11108-18;2023.08.04
2017-0.143.877-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;29/09/2018 00:00;GTEL;Deferido - Encerrado;27366-17;2023.08.04
2018-0.043.681-1;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;29/09/2018 00:00;GTEL;Deferido - Encerrado;12143-18;2023.08.04
2015-0.218.944-1;Alvará de Licença para Residências Unifamiliares;Sim;19/09/2015 00:00;GTEL;Deferido - Encerrado;28017-15;2023.08.04
2015-0.108.714-9;Alvará de Licença para Residências Unifamiliares;Sim;19/09/2015 00:00;GTEL;Deferido - Encerrado;21988-15;2023.08.04
2015-0.149.389-9;Alvará de Licença para Residências Unifamiliares;Sim;23/09/2015 00:00;GTEL;Deferido - Encerrado;25929-15;2023.08.04
2015-0.176.845-6;Alvará de Licença para Residências Unifamiliares;Sim;07/08/2015 00:00;GTEL;Deferido - Encerrado;28784-15;2023.08.04
2015-0.203.981-4;Alvará de Licença para Residências Unifamiliares;Sim;03/10/2015 00:00;GTEL;Deferido - Encerrado;30025-15;2023.08.04
2015-0.134.575-0;Alvará de Licença para Residências Unifamiliares;Sim;03/10/2015 00:00;GTEL;Deferido - Encerrado;22768-15;2023.08.04
2015-0.116.981-1;Alvará de Licença para Residências Unifamiliares;Sim;08/10/2015 00:00;GTEL;Deferido - Encerrado;32063-15;2023.08.04
2016-0.211.717-5;Alvará de Licença para Residências Unifamiliares;Sim;20/04/2018 00:00;GTEL;Deferido - Encerrado;38020-16;2023.08.04
2017-0.147.766-8;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;21/04/2018 00:00;GTEL;Deferido - Encerrado;28422-17;2023.08.04
2017-0.094.803-9;Alvará de Licença para Residências Unifamiliares;Sim;21/04/2018 00:00;GTEL;Deferido - Encerrado;25030-17;2023.08.04
2017-0.104.663-2;Alvará de Licença para Residências Unifamiliares;Sim;21/04/2018 00:00;GTEL;Deferido - Encerrado;30759-17;2023.08.04
2017-0.180.400-6;Alvará de Aprovação e Execução para Residência Unifamiliar;Sim;21/04/2018 00:00;GTEL;Deferido - Encerrado;36114-17;2023.08.04
2016-0.181.536-7;Alvará de Licença para Residências Unifamiliares;Sim;21/04/2018 00:00;GTEL;Deferido - Encerrado;37551-16;2023.08.04
2016-0.252.981-3;Alvará de Licença para Residências Unifamiliares;Sim;21/04/2018 00:00;GTEL;Deferido - Encerrado;16874-17;2023.08.04
2017-0.099.094-9;Alvará de Licença para Residências Unifamiliares;Sim;21/04/2018 00:00;GTEL;Deferido - Encerrado;437-18;2023.08.04
2016-0.279.108-9;Alvará de Licença para Residências Unifamiliares;Sim;24/04/2018 00:00;GTEL;Deferido - Encerrado;33435-17;2023.08.04
