n_protocolo;n_processo;data_comuniquese;coord_comuniquese;data_extracao
3869/2021;1020.2020/0002817-8;13/07/2021;GTEC;2024.08.02
38809/2023;1020.2023/0021216-0;06/06/2024;GTEC;2024.08.02
39027/2021;1020.2021/0011600-1;21/02/2022;GTEC;2024.08.02
39072/2023;1020.2023/0021511-9;19/12/2023;GTEC;2024.08.02
39075/2021;1020.2021/0011670-2;18/08/2023;GTEC;2024.08.02
39075/2021;1020.2021/0011670-2;27/07/2023;GTEC;2024.08.02
39103/2023;1020.2023/0022386-3;17/01/2024;GTEC;2024.08.02
39103/2023;1020.2023/0022386-3;19/01/2024;GTEC;2024.08.02
39103/2023;1020.2023/0022386-3;19/12/2023;GTEC;2024.08.02
39123/2023;1020.2020/0012924-1;06/06/2024;GTEC;2024.08.02
39145/2020;1020.2020/0004866-7;21/09/2021;GTEC;2024.08.02
3955/2023;1020.2020/0015355-0;25/08/2023;GTEC;2024.08.02
39704/2021;1020.2021/0012266-4;08/11/2023;GTEC;2024.08.02
39704/2021;1020.2021/0012266-4;18/10/2023;GTEC;2024.08.02
39782/2020;1020.2020/0002828-3;22/06/2021;GTEC;2024.08.02
39809/2023;1020.2020/0013604-3;19/10/2023;GTEC;2024.08.02
39809/2023;1020.2020/0013604-3;21/05/2024;GTEC;2024.08.02
40006/2020;1020.2020/0004667-2;10/08/2021;GTEC;2024.08.02
40091/2021;1020.2021/0013200-7;28/07/2023;GTEC;2024.08.02
40137/2020;1020.2020/0001991-8;09/10/2023;GTEC;2024.08.02
40137/2020;1020.2020/0001991-8;20/07/2023;GTEC;2024.08.02
40277/2020;1020.2020/0003869-6;08/02/2021;GTEC;2024.08.02
40277/2020;1020.2020/0003869-6;20/08/2021;GTEC;2024.08.02
40330/2020;1020.2020/0012353-7;26/07/2023;GTEC;2024.08.02
40332/2021;1020.2021/0012784-4;10/04/2023;GTEC;2024.08.02
40332/2021;1020.2021/0012784-4;22/05/2023;GTEC;2024.08.02
40332/2021;1020.2021/0012784-4;22/06/2023;GTEC;2024.08.02
40347/2020;1020.2020/0007173-1;13/05/2024;GTEC;2024.08.02
40362/2020;1020.2020/0002981-6;09/01/2023;GTEC;2024.08.02
40362/2020;1020.2020/0002981-6;23/03/2023;GTEC;2024.08.02
40449/2020;1020.2020/0002880-1;14/01/2022;GTEC;2024.08.02
40498/2022;1020.2020/0005298-2;19/08/2022;GTEC;2024.08.02
40531/2023;1020.2023/0024976-5;15/02/2024;GTEC;2024.08.02
40531/2023;1020.2023/0024976-5;24/01/2024;GTEC;2024.08.02
40531/2023;1020.2023/0024976-5;25/03/2024;GTEC;2024.08.02
40550/2023;1020.2023/0020777-9;15/01/2024;GTEC;2024.08.02
40550/2023;1020.2023/0020777-9;29/12/2023;GTEC;2024.08.02
40580/2023;1020.2020/0005500-0;06/05/2024;GTEC;2024.08.02
40580/2023;1020.2020/0005500-0;13/10/2023;GTEC;2024.08.02
40636/2021;1020.2021/0016230-5;06/06/2024;GTEC;2024.08.02
4074/2021;1020.2020/0001595-5;09/06/2021;GTEC;2024.08.02
40746/2021;1020.2021/0015093-5;14/11/2023;GTEC;2024.08.02
40746/2021;1020.2021/0015093-5;21/12/2023;GTEC;2024.08.02
40839/2021;1020.2021/0013055-1;30/10/2023;GTEC;2024.08.02
40845/2023;1020.2022/0015610-2;16/10/2023;GTEC;2024.08.02
40947/2020;1020.2020/0002822-4;14/01/2022;GTEC;2024.08.02
41011/2023;1020.2020/0000989-0;11/03/2024;GTEC;2024.08.02
41011/2023;1020.2020/0000989-0;16/10/2023;GTEC;2024.08.02
41011/2023;1020.2020/0000989-0;19/12/2023;GTEC;2024.08.02
41011/2023;1020.2020/0000989-0;22/03/2024;GTEC;2024.08.02
41031/2021;1020.2020/0000689-1;26/06/2024;GTEC;2024.08.02
41103/2020;1020.2020/0005299-0;03/06/2022;GTEC;2024.08.02
41103/2020;1020.2020/0005299-0;13/09/2022;GTEC;2024.08.02
41137/2023;1020.2020/0011855-0;16/10/2023;GTEC;2024.08.02
41144/2021;1020.2021/0015131-1;25/08/2023;GTEC;2024.08.02
41144/2021;1020.2021/0015131-1;26/06/2023;GTEC;2024.08.02
41147/2021;1020.2021/0013058-6;19/07/2024;GTEC;2024.08.02
41289/2020;1020.2020/0006047-0;24/07/2023;GTEC;2024.08.02
41316/2021;1020.2021/0015561-9;26/07/2023;GTEC;2024.08.02
41316/2021;1020.2021/0015561-9;27/04/2023;GTEC;2024.08.02
41394/2020;1020.2020/0003872-6;03/03/2021;GTEC;2024.08.02
4157/2020;1020.2020/0000099-0;16/03/2023;GTEC;2024.08.02
41645/2020;1020.2020/0003867-0;13/01/2022;GTEC;2024.08.02
41935/2023;1020.2020/0008794-8;08/04/2024;GTEC;2024.08.02
41967/2021;1020.2021/0013846-3;07/04/2022;GTEC;2024.08.02
41967/2021;1020.2021/0013846-3;13/07/2022;GTEC;2024.08.02
41967/2021;1020.2021/0013846-3;22/05/2023;GTEC;2024.08.02
41967/2021;1020.2021/0013846-3;26/07/2023;GTEC;2024.08.02
41967/2021;1020.2021/0013846-3;30/05/2023;GTEC;2024.08.02
42349/2022;1020.2020/0002880-1;15/09/2022;GTEC;2024.08.02
42466/2020;1020.2020/0007096-4;08/10/2021;GTEC;2024.08.02
42644/2023;1020.2020/0005505-1;27/10/2023;GTEC;2024.08.02
42732/2020;1020.2020/0004335-5;01/02/2024;GTEC;2024.08.02
42880/2020;1020.2020/0004663-0;03/08/2021;GTEC;2024.08.02
4293/2021;1020.2020/0001337-5;09/02/2021;GTEC;2024.08.02
43085/2020;1020.2020/0003521-2;05/04/2021;GTEC;2024.08.02
43085/2020;1020.2020/0003521-2;15/01/2021;GTEC;2024.08.02
43085/2020;1020.2020/0003521-2;31/05/2021;GTEC;2024.08.02
43286/2020;1020.2020/0003523-9;17/01/2021;GTEC;2024.08.02
43345/2023;1020.2020/0005307-5;16/04/2024;GTEC;2024.08.02
43421/2020;1020.2020/0005498-5;13/06/2022;GTEC;2024.08.02
43471/2021;1020.2021/0013396-8;04/05/2022;GTEC;2024.08.02
43509/2021;1020.2021/0013723-8;08/11/2023;GTEC;2024.08.02
43509/2021;1020.2021/0013723-8;23/11/2023;GTEC;2024.08.02
43612/2021;1020.2020/0005950-2;11/08/2022;GTEC;2024.08.02
43612/2021;1020.2020/0005950-2;13/05/2022;GTEC;2024.08.02
43730/2023;1020.2021/0009787-2;15/12/2023;GTEC;2024.08.02
43808/2020;1020.2020/0004861-6;21/09/2021;GTEC;2024.08.02
43815/2022;1020.2020/0002822-4;18/10/2022;GTEC;2024.08.02
43815/2022;1020.2020/0002822-4;28/07/2023;GTEC;2024.08.02
43928/2020;1020.2020/0003758-4;25/01/2021;GTEC;2024.08.02
44086/2023;1020.2021/0015131-1;08/11/2023;GTEC;2024.08.02
44158/2022;1020.2020/0001302-2;03/11/2022;GTEC;2024.08.02
44173/2021;1020.2020/0001303-0;06/06/2022;GTEC;2024.08.02
44173/2021;1020.2020/0001303-0;18/08/2022;GTEC;2024.08.02
44345/2020;1020.2020/0004321-5;03/08/2021;GTEC;2024.08.02
44345/2020;1020.2020/0004321-5;28/10/2021;GTEC;2024.08.02
4439/2021;1020.2021/0002573-1;29/11/2021;GTEC;2024.08.02
44391/2020;1020.2020/0004671-0;11/08/2021;GTEC;2024.08.02
44449/2020;1020.2020/0005505-1;06/07/2023;GTEC;2024.08.02
44449/2020;1020.2020/0005505-1;18/11/2022;GTEC;2024.08.02
44489/2021;1020.2021/0015092-7;06/12/2023;GTEC;2024.08.02
44489/2021;1020.2021/0015092-7;15/01/2024;GTEC;2024.08.02
44491/2020;1020.2020/0005500-0;06/07/2023;GTEC;2024.08.02
44491/2020;1020.2020/0005500-0;18/11/2022;GTEC;2024.08.02
44578/2020;1020.2020/0003760-6;26/01/2021;GTEC;2024.08.02
44808/2020;1020.2020/0003531-0;18/01/2021;GTEC;2024.08.02
44899/2020;1020.2020/0005945-6;08/06/2022;GTEC;2024.08.02
44899/2020;1020.2020/0005945-6;29/06/2023;GTEC;2024.08.02
4490/2021;1020.2020/0001898-9;08/06/2021;GTEC;2024.08.02
45082/2020;1020.2020/0003527-1;18/01/2021;GTEC;2024.08.02
45084/2020;1020.2020/0007511-7;13/05/2024;GTEC;2024.08.02
45093/2020;1020.2020/0005495-0;04/11/2022;GTEC;2024.08.02
45104/2020;1020.2020/0003529-8;15/07/2021;GTEC;2024.08.02
45127/2020;1020.2020/0004234-0;02/08/2022;GTEC;2024.08.02
45127/2020;1020.2020/0004234-0;11/01/2023;GTEC;2024.08.02
45134/2020;1020.2020/0004673-7;12/08/2021;GTEC;2024.08.02
45149/2020;1020.2020/0006037-3;12/07/2023;GTEC;2024.08.02
45168/2020;1020.2020/0004668-0;11/08/2021;GTEC;2024.08.02
45168/2020;1020.2020/0004668-0;26/01/2022;GTEC;2024.08.02
45231/2020;1020.2020/0004670-2;24/05/2022;GTEC;2024.08.02
45240/2020;1020.2020/0005301-6;07/06/2022;GTEC;2024.08.02
45248/2020;1020.2020/0004868-3;29/06/2023;GTEC;2024.08.02
45248/2020;1020.2020/0004868-3;30/05/2022;GTEC;2024.08.02
45283/2020;1020.2020/0003754-1;25/01/2021;GTEC;2024.08.02
45403/2020;1020.2020/0004669-9;12/08/2021;GTEC;2024.08.02
45404/2021;1020.2021/0016456-1;28/01/2022;GTEC;2024.08.02
45418/2022;1020.2020/0013894-1;27/07/2023;GTEC;2024.08.02
45465/2020;1020.2020/0003763-0;08/02/2021;GTEC;2024.08.02
45473/2023;1020.2023/0022820-2;12/03/2024;GTEC;2024.08.02
45473/2023;1020.2023/0022820-2;21/12/2023;GTEC;2024.08.02
45496/2021;1020.2021/0014252-5;25/03/2024;GTEC;2024.08.02
45515/2021;1020.2021/0014246-0;04/03/2024;GTEC;2024.08.02
45558/2021;1020.2021/0014248-7;04/03/2024;GTEC;2024.08.02
45613/2020;1020.2020/0003876-9;27/04/2021;GTEC;2024.08.02
45900/2020;1020.2020/0003949-8;16/07/2021;GTEC;2024.08.02
45901/2020;1020.2020/0007170-7;25/04/2023;GTEC;2024.08.02
45930/2020;1020.2020/0003526-3;15/06/2021;GTEC;2024.08.02
46041/2020;1020.2020/0004865-9;21/09/2021;GTEC;2024.08.02
46059/2023;1020.2023/0023024-0;04/04/2024;GTEC;2024.08.02
46059/2023;1020.2023/0023024-0;10/07/2024;GTEC;2024.08.02
46059/2023;1020.2023/0023024-0;14/05/2024;GTEC;2024.08.02
46066/2020;1020.2020/0005943-0;26/10/2021;GTEC;2024.08.02
46101/2020;1020.2020/0003757-6;26/01/2021;GTEC;2024.08.02
46209/2020;1020.2020/0004322-3;26/07/2021;GTEC;2024.08.02
46229/2023;1020.2020/0001554-8;10/07/2024;GTEC;2024.08.02
46229/2023;1020.2020/0001554-8;15/03/2024;GTEC;2024.08.02
46241/2020;1020.2020/0005307-5;04/11/2022;GTEC;2024.08.02
46241/2020;1020.2020/0005307-5;12/07/2023;GTEC;2024.08.02
46241/2020;1020.2020/0005307-5;31/01/2023;GTEC;2024.08.02
46352/2020;1020.2020/0003753-3;18/01/2021;GTEC;2024.08.02
46364/2020;1020.2020/0003530-1;18/01/2021;GTEC;2024.08.02
46366/2022;1020.2020/0001294-8;10/07/2023;GTEC;2024.08.02
46366/2022;1020.2020/0001294-8;29/11/2023;GTEC;2024.08.02
46491/2022;1020.2020/0005497-7;11/08/2023;GTEC;2024.08.02
46491/2022;1020.2020/0005497-7;25/07/2023;GTEC;2024.08.02
46858/2020;1020.2020/0003890-4;29/06/2021;GTEC;2024.08.02
46861/2020;1020.2020/0003761-4;08/02/2021;GTEC;2024.08.02
46869/2020;1020.2020/0012352-9;26/07/2023;GTEC;2024.08.02
46870/2020;1020.2020/0005305-9;08/06/2022;GTEC;2024.08.02
46870/2020;1020.2020/0005305-9;25/07/2022;GTEC;2024.08.02
4690/2020;1020.2020/0000346-9;17/03/2023;GTEC;2024.08.02
46915/2020;1020.2020/0005302-4;07/06/2022;GTEC;2024.08.02
47085/2020;1020.2020/0003874-2;13/01/2022;GTEC;2024.08.02
47085/2020;1020.2020/0003874-2;22/04/2021;GTEC;2024.08.02
47106/2020;1020.2020/0003950-1;15/04/2021;GTEC;2024.08.02
47298/2021;1020.2020/0000735-9;23/11/2021;GTEC;2024.08.02
47385/2023;1020.2023/0023201-3;05/12/2023;GTEC;2024.08.02
47440/2020;1020.2020/0003875-0;26/04/2021;GTEC;2024.08.02
47502/2020;1020.2020/0004323-1;05/08/2021;GTEC;2024.08.02
47502/2020;1020.2020/0004323-1;24/01/2022;GTEC;2024.08.02
47505/2020;1020.2020/0005497-7;09/06/2022;GTEC;2024.08.02
47505/2020;1020.2020/0005497-7;14/07/2022;GTEC;2024.08.02
47580/2023;1020.2023/0023670-1;17/01/2024;GTEC;2024.08.02
47583/2020;1020.2020/0003877-7;15/07/2021;GTEC;2024.08.02
47583/2020;1020.2020/0003877-7;29/06/2021;GTEC;2024.08.02
47589/2023;1020.2020/0006038-1;09/05/2024;GTEC;2024.08.02
47628/2020;1020.2020/0003871-8;08/02/2021;GTEC;2024.08.02
47689/2020;1020.2020/0005303-2;03/06/2022;GTEC;2024.08.02
47689/2020;1020.2020/0005303-2;06/07/2022;GTEC;2024.08.02
47855/2021;1020.2021/0015572-4;29/07/2024;GTEC;2024.08.02
47883/2020;1020.2020/0003953-6;21/07/2021;GTEC;2024.08.02
47960/2021;1020.2021/0014910-4;07/03/2024;GTEC;2024.08.02
47976/2020;1020.2020/0005304-0;04/11/2022;GTEC;2024.08.02
48184/2022;1020.2022/0019755-0;19/10/2023;GTEC;2024.08.02
48230/2020;1020.2020/0007778-0;28/06/2024;GTEC;2024.08.02
48259/2020;1020.2020/0003287-6;08/01/2021;GTEC;2024.08.02
48280/2023;1020.2020/0006043-8;14/03/2024;GTEC;2024.08.02
48296/2020;1020.2020/0005501-9;15/10/2023;GTEC;2024.08.02
48400/2022;1020.2022/0019758-5;05/06/2023;GTEC;2024.08.02
48503/2020;1020.2020/0006202-3;03/05/2024;GTEC;2024.08.02
48503/2020;1020.2020/0006202-3;21/07/2023;GTEC;2024.08.02
48514/2020;1020.2020/0003289-2;11/01/2021;GTEC;2024.08.02
48637/2020;1020.2020/0003291-4;14/01/2021;GTEC;2024.08.02
48642/2020;1020.2020/0003290-6;11/01/2021;GTEC;2024.08.02
48808/2020;1020.2020/0003281-7;07/01/2021;GTEC;2024.08.02
48844/2020;1020.2020/0003286-8;08/01/2021;GTEC;2024.08.02
48865/2021;1020.2020/0002824-0;19/01/2023;GTEC;2024.08.02
48868/2020;1020.2020/0006046-2;12/07/2023;GTEC;2024.08.02
49022/2020;1020.2020/0005134-0;02/06/2022;GTEC;2024.08.02
49022/2020;1020.2020/0005134-0;29/06/2023;GTEC;2024.08.02
49028/2021;1020.2021/0016642-4;12/01/2023;GTEC;2024.08.02
49080/2020;1020.2020/0004332-0;01/08/2022;GTEC;2024.08.02
49080/2020;1020.2020/0004332-0;12/01/2023;GTEC;2024.08.02
49080/2020;1020.2020/0004332-0;23/03/2023;GTEC;2024.08.02
49187/2020;1020.2020/0006038-1;18/07/2023;GTEC;2024.08.02
49237/2022;1020.2020/0005498-5;03/03/2023;GTEC;2024.08.02
49237/2022;1020.2020/0005498-5;15/01/2024;GTEC;2024.08.02
49380/2023;1020.2023/0024795-9;19/12/2023;GTEC;2024.08.02
49388/2022;1020.2020/0001383-9;03/11/2022;GTEC;2024.08.02
49392/2023;1020.2020/0001990-0;15/05/2024;GTEC;2024.08.02
49392/2023;1020.2020/0001990-0;30/11/2023;GTEC;2024.08.02
49435/2023;1020.2023/0024438-0;22/01/2024;GTEC;2024.08.02
49473/2020;1020.2020/0004325-8;03/08/2021;GTEC;2024.08.02
49513/2020;1020.2020/0006849-8;09/01/2023;GTEC;2024.08.02
49513/2020;1020.2020/0006849-8;23/03/2023;GTEC;2024.08.02
49569/2020;1020.2020/0006203-1;21/07/2023;GTEC;2024.08.02
49597/2020;1020.2020/0004324-0;26/07/2021;GTEC;2024.08.02
49620/2020;1020.2020/0007783-7;28/06/2024;GTEC;2024.08.02
49677/2020;1020.2020/0007168-5;09/05/2024;GTEC;2024.08.02
49703/2020;1020.2020/0004326-6;10/11/2022;GTEC;2024.08.02
49703/2020;1020.2020/0004326-6;11/08/2022;GTEC;2024.08.02
49703/2020;1020.2020/0004326-6;14/04/2022;GTEC;2024.08.02
49832/2020;1020.2020/0003956-0;22/07/2021;GTEC;2024.08.02
4987/2024;1020.2020/0006858-7;20/06/2024;GTEC;2024.08.02
4989/2024;1020.2020/0006857-9;20/06/2024;GTEC;2024.08.02
49923/2022;1020.2022/0023005-1;12/12/2023;GTEC;2024.08.02
49923/2022;1020.2022/0023005-1;21/11/2023;GTEC;2024.08.02
50047/2022;1020.2020/0004670-2;06/07/2023;GTEC;2024.08.02
50057/2020;1020.2020/0003951-0;19/07/2021;GTEC;2024.08.02
50063/2021;1020.2021/0017634-9;02/08/2022;GTEC;2024.08.02
50077/2020;1020.2020/0003954-4;21/07/2021;GTEC;2024.08.02
50096/2020;1020.2020/0007174-0;11/07/2023;GTEC;2024.08.02
50188/2020;1020.2020/0003952-8;20/07/2021;GTEC;2024.08.02
50266/2022;1020.2020/0002888-7;03/07/2023;GTEC;2024.08.02
50348/2020;1020.2020/0003947-1;02/07/2021;GTEC;2024.08.02
50410/2020;1020.2020/0007084-0;18/07/2023;GTEC;2024.08.02
50410/2020;1020.2020/0007084-0;21/03/2024;GTEC;2024.08.02
50548/2020;1020.2020/0006040-3;12/07/2023;GTEC;2024.08.02
5060/2024;1020.2021/0013692-4;24/06/2024;GTEC;2024.08.02
50614/2020;1020.2020/0009323-9;27/04/2023;GTEC;2024.08.02
50614/2020;1020.2020/0009323-9;27/06/2023;GTEC;2024.08.02
50811/2020;1020.2020/0005126-9;03/02/2022;GTEC;2024.08.02
50811/2020;1020.2020/0005126-9;07/10/2022;GTEC;2024.08.02
50811/2020;1020.2020/0005126-9;26/07/2023;GTEC;2024.08.02
50842/2021;1020.2021/0017667-5;09/08/2023;GTEC;2024.08.02
50842/2021;1020.2021/0017667-5;12/06/2023;GTEC;2024.08.02
50929/2023;1020.2023/0025165-4;15/02/2024;GTEC;2024.08.02
51031/2020;1020.2020/0005944-8;11/11/2022;GTEC;2024.08.02
51075/2020;1020.2020/0005951-0;08/09/2022;GTEC;2024.08.02
51075/2020;1020.2020/0005951-0;13/07/2022;GTEC;2024.08.02
51075/2020;1020.2020/0005951-0;18/04/2022;GTEC;2024.08.02
51084/2021;1020.2021/0017669-1;06/03/2023;GTEC;2024.08.02
51084/2021;1020.2021/0017669-1;15/12/2022;GTEC;2024.08.02
51156/2020;1020.2020/0007905-8;06/05/2024;GTEC;2024.08.02
51156/2020;1020.2020/0007905-8;31/08/2023;GTEC;2024.08.02
51240/2020;1020.2020/0006855-2;06/05/2024;GTEC;2024.08.02
51240/2020;1020.2020/0006855-2;10/07/2023;GTEC;2024.08.02
51312/2020;1020.2020/0007171-5;09/05/2024;GTEC;2024.08.02
51381/2020;1020.2020/0007777-2;18/06/2021;GTEC;2024.08.02
51438/2020;1020.2020/0005130-7;04/02/2022;GTEC;2024.08.02
51438/2020;1020.2020/0005130-7;19/08/2022;GTEC;2024.08.02
51452/2021;1020.2021/0017030-8;18/04/2023;GTEC;2024.08.02
51457/2020;1020.2020/0007172-3;13/05/2024;GTEC;2024.08.02
5150/2021;1020.2021/0002838-2;09/05/2024;GTEC;2024.08.02
5150/2021;1020.2021/0002838-2;15/12/2023;GTEC;2024.08.02
51664/2021;1020.2021/0016639-4;04/12/2023;GTEC;2024.08.02
51675/2020;1020.2020/0005926-0;12/01/2023;GTEC;2024.08.02
51675/2020;1020.2020/0005926-0;17/04/2023;GTEC;2024.08.02
51756/2023;1020.2023/0025594-3;23/01/2024;GTEC;2024.08.02
51769/2022;1020.2021/0017634-9;17/01/2023;GTEC;2024.08.02
519/2023;1020.2023/0002750-9;08/03/2023;GTEC;2024.08.02
52013/2020;1020.2020/0007774-8;19/07/2024;GTEC;2024.08.02
52032/2020;1020.2020/0005135-8;02/06/2022;GTEC;2024.08.02
52032/2020;1020.2020/0005135-8;25/08/2022;GTEC;2024.08.02
52077/2020;1020.2020/0005131-5;27/07/2023;GTEC;2024.08.02
52077/2020;1020.2020/0005131-5;30/05/2022;GTEC;2024.08.02
52146/2020;1020.2020/0005125-0;31/01/2022;GTEC;2024.08.02
52239/2020;1020.2020/0005129-3;30/05/2022;GTEC;2024.08.02
52343/2023;1020.2023/0026537-0;22/01/2024;GTEC;2024.08.02
52389/2020;1020.2020/0005133-1;26/10/2021;GTEC;2024.08.02
52413/2020;1020.2020/0007782-9;18/08/2022;GTEC;2024.08.02
52421/2020;1020.2020/0005136-6;02/06/2022;GTEC;2024.08.02
52421/2020;1020.2020/0005136-6;13/07/2023;GTEC;2024.08.02
52449/2021;1020.2021/0017031-6;04/12/2023;GTEC;2024.08.02
52487/2023;1020.2023/0026764-0;07/02/2024;GTEC;2024.08.02
52491/2020;1020.2020/0007779-9;02/07/2021;GTEC;2024.08.02
52525/2020;1020.2020/0005137-4;03/06/2022;GTEC;2024.08.02
52525/2020;1020.2020/0005137-4;27/07/2023;GTEC;2024.08.02
53122/2020;1020.2020/0006856-0;10/07/2023;GTEC;2024.08.02
53122/2020;1020.2020/0006856-0;11/08/2023;GTEC;2024.08.02
53125/2020;1020.2020/0006043-8;24/07/2023;GTEC;2024.08.02
53180/2020;1020.2020/0006858-7;15/10/2023;GTEC;2024.08.02
53203/2020;1020.2020/0006857-9;15/10/2023;GTEC;2024.08.02
53292/2020;1020.2020/0005941-3;24/01/2023;GTEC;2024.08.02
53394/2022;1020.2023/0000028-7;15/02/2024;GTEC;2024.08.02
53394/2022;1020.2023/0000028-7;16/10/2023;GTEC;2024.08.02
53394/2022;1020.2023/0000028-7;24/01/2024;GTEC;2024.08.02
53400/2020;1020.2020/0005947-2;24/07/2023;GTEC;2024.08.02
53429/2020;1020.2020/0005946-4;28/04/2021;GTEC;2024.08.02
53439/2020;1020.2020/0007164-2;03/11/2021;GTEC;2024.08.02
53439/2020;1020.2020/0007164-2;10/06/2021;GTEC;2024.08.02
53664/2020;1020.2020/0005745-3;21/11/2022;GTEC;2024.08.02
53688/2020;1020.2020/0011856-8;03/02/2023;GTEC;2024.08.02
53704/2021;1020.2020/0002874-7;17/04/2023;GTEC;2024.08.02
53704/2021;1020.2020/0002874-7;30/05/2023;GTEC;2024.08.02
53817/2020;1020.2020/0005962-6;21/11/2022;GTEC;2024.08.02
53923/2020;1020.2020/0005826-3;21/11/2022;GTEC;2024.08.02
54153/2020;1020.2020/0007092-1;09/05/2024;GTEC;2024.08.02
54220/2020;1020.2020/0006894-3;26/10/2023;GTEC;2024.08.02
54334/2020;1020.2020/0006862-5;15/10/2023;GTEC;2024.08.02
54396/2023;1020.2023/0029364-0;15/03/2024;GTEC;2024.08.02
54396/2023;1020.2023/0029364-0;17/07/2024;GTEC;2024.08.02
54407/2020;1020.2020/0007089-1;10/07/2023;GTEC;2024.08.02
54461/2020;1020.2020/0006864-1;15/10/2023;GTEC;2024.08.02
54529/2022;1020.2020/0004864-0;28/11/2022;GTEC;2024.08.02
54577/2020;1020.2020/0006865-0;19/01/2023;GTEC;2024.08.02
5470/2021;1020.2020/0002826-7;15/02/2021;GTEC;2024.08.02
54756/2020;1020.2021/0000433-5;03/02/2023;GTEC;2024.08.02
54960/2020;1020.2020/0007093-0;09/05/2024;GTEC;2024.08.02
55001/2020;1020.2020/0006895-1;10/02/2021;GTEC;2024.08.02
55029/2020;1020.2020/0006280-5;21/07/2023;GTEC;2024.08.02
55062/2020;1020.2020/0006906-0;10/02/2021;GTEC;2024.08.02
55116/2020;1020.2020/0008963-0;08/05/2024;GTEC;2024.08.02
55143/2020;1020.2020/0007090-5;18/06/2024;GTEC;2024.08.02
55143/2020;1020.2020/0007090-5;23/10/2023;GTEC;2024.08.02
5536/2020;1020.2020/0012348-0;05/04/2022;GTEC;2024.08.02
5536/2020;1020.2020/0012348-0;22/12/2022;GTEC;2024.08.02
5536/2020;1020.2020/0012348-0;28/11/2022;GTEC;2024.08.02
55599/2020;1020.2020/0011372-8;01/02/2024;GTEC;2024.08.02
55882/2020;1020.2020/0008001-3;19/02/2021;GTEC;2024.08.02
55912/2021;1020.2021/0018518-6;02/05/2022;GTEC;2024.08.02
55912/2021;1020.2021/0018518-6;31/01/2022;GTEC;2024.08.02
55989/2022;1020.2022/0024201-7;07/02/2024;GTEC;2024.08.02
55989/2022;1020.2022/0024201-7;26/01/2024;GTEC;2024.08.02
56053/2021;1020.2021/0007472-4;01/12/2021;GTEC;2024.08.02
56274/2023;1020.2023/0028559-1;03/04/2024;GTEC;2024.08.02
56309/2020;1020.2020/0007165-0;11/07/2023;GTEC;2024.08.02
56309/2020;1020.2020/0007165-0;18/04/2024;GTEC;2024.08.02
56400/2020;1020.2020/0007513-3;13/05/2024;GTEC;2024.08.02
56572/2021;1020.2021/0018214-4;27/10/2023;GTEC;2024.08.02
56589/2020;1020.2020/0007515-0;15/01/2024;GTEC;2024.08.02
56589/2020;1020.2020/0007515-0;19/10/2023;GTEC;2024.08.02
56589/2020;1020.2020/0007515-0;29/11/2023;GTEC;2024.08.02
56608/2020;1020.2020/0007915-5;16/01/2024;GTEC;2024.08.02
56615/2022;1020.2023/0005055-1;22/03/2024;GTEC;2024.08.02
56615/2022;1020.2023/0005055-1;29/01/2024;GTEC;2024.08.02
56645/2020;1020.2020/0007510-9;07/05/2024;GTEC;2024.08.02
56948/2020;1020.2020/0007167-7;09/05/2024;GTEC;2024.08.02
57054/2023;1020.2023/0029445-0;20/06/2024;GTEC;2024.08.02
57058/2022;1020.2023/0000603-0;04/04/2024;GTEC;2024.08.02
57058/2022;1020.2023/0000603-0;20/10/2023;GTEC;2024.08.02
57091/2020;1020.2020/0007514-1;15/05/2024;GTEC;2024.08.02
57184/2022;1020.2023/0000702-8;04/04/2024;GTEC;2024.08.02
57242/2020;1020.2020/0007517-6;24/06/2024;GTEC;2024.08.02
57295/2020;1020.2020/0007516-8;15/05/2024;GTEC;2024.08.02
57505/2023;1020.2023/0027747-5;03/04/2024;GTEC;2024.08.02
57606/2021;1020.2020/0003521-2;14/04/2022;GTEC;2024.08.02
57707/2022;1020.2022/0024019-7;18/07/2023;GTEC;2024.08.02
57707/2022;1020.2022/0024019-7;18/08/2023;GTEC;2024.08.02
58036/2020;1020.2020/0008493-0;05/04/2024;GTEC;2024.08.02
58039/2021;1020.2022/0000301-2;06/03/2023;GTEC;2024.08.02
58039/2021;1020.2022/0000301-2;14/07/2023;GTEC;2024.08.02
58512/2020;1020.2020/0008394-2;19/10/2023;GTEC;2024.08.02
5857/2021;1020.2021/0003081-6;03/10/2022;GTEC;2024.08.02
5857/2021;1020.2021/0003081-6;13/03/2023;GTEC;2024.08.02
58691/2020;1020.2020/0007908-2;19/07/2024;GTEC;2024.08.02
58821/2020;1020.2020/0008202-4;13/04/2022;GTEC;2024.08.02
58930/2020;1020.2020/0007917-1;26/07/2024;GTEC;2024.08.02
58931/2020;1020.2020/0011504-6;26/05/2021;GTEC;2024.08.02
58950/2020;1020.2020/0007913-9;28/06/2024;GTEC;2024.08.02
58992/2020;1020.2020/0007909-0;19/07/2024;GTEC;2024.08.02
59041/2020;1020.2020/0007916-3;28/06/2024;GTEC;2024.08.02
59058/2021;1020.2020/0000352-3;10/05/2024;GTEC;2024.08.02
5921/2021;1020.2021/0002254-6;10/11/2023;GTEC;2024.08.02
5921/2021;1020.2021/0002254-6;23/01/2024;GTEC;2024.08.02
5921/2021;1020.2021/0002254-6;28/07/2023;GTEC;2024.08.02
